county,ward,office,district,total votes,party,candidate,votes
Adams,Town Of Adams Wards 1 & 2,Justice Of The Supreme Court,0,255,,"David T. Prosser, Jr.",105
Adams,Town Of Adams Wards 1 & 2,Justice Of The Supreme Court,0,255,,Joanne F. Kloppenburg,149
Adams,Town Of Adams Wards 1 & 2,Justice Of The Supreme Court,0,255,,Scattering,1
Adams,Town Of Big Flats Ward 1,Justice Of The Supreme Court,0,293,,"David T. Prosser, Jr.",142
Adams,Town Of Big Flats Ward 1,Justice Of The Supreme Court,0,293,,Joanne F. Kloppenburg,151
Adams,Town Of Big Flats Ward 1,Justice Of The Supreme Court,0,293,,Scattering,0
Adams,Town Of Colburn Ward 1,Justice Of The Supreme Court,0,87,,"David T. Prosser, Jr.",37
Adams,Town Of Colburn Ward 1,Justice Of The Supreme Court,0,87,,Joanne F. Kloppenburg,50
Adams,Town Of Colburn Ward 1,Justice Of The Supreme Court,0,87,,Scattering,0
Adams,Town Of Dell Prairie Wards 1 & 2,Justice Of The Supreme Court,0,448,,"David T. Prosser, Jr.",205
Adams,Town Of Dell Prairie Wards 1 & 2,Justice Of The Supreme Court,0,448,,Joanne F. Kloppenburg,243
Adams,Town Of Dell Prairie Wards 1 & 2,Justice Of The Supreme Court,0,448,,Scattering,0
Adams,Town Of Easton Wards 1 & 2,Justice Of The Supreme Court,0,181,,"David T. Prosser, Jr.",91
Adams,Town Of Easton Wards 1 & 2,Justice Of The Supreme Court,0,181,,Joanne F. Kloppenburg,90
Adams,Town Of Easton Wards 1 & 2,Justice Of The Supreme Court,0,181,,Scattering,0
Adams,Town Of Jackson Ward 1,Justice Of The Supreme Court,0,218,,"David T. Prosser, Jr.",115
Adams,Town Of Jackson Ward 1,Justice Of The Supreme Court,0,218,,Joanne F. Kloppenburg,103
Adams,Town Of Jackson Ward 1,Justice Of The Supreme Court,0,218,,Scattering,0
Adams,Town Of Leola Ward 1,Justice Of The Supreme Court,0,89,,"David T. Prosser, Jr.",66
Adams,Town Of Leola Ward 1,Justice Of The Supreme Court,0,89,,Joanne F. Kloppenburg,23
Adams,Town Of Leola Ward 1,Justice Of The Supreme Court,0,89,,Scattering,0
Adams,Town Of Lincoln Ward 1,Justice Of The Supreme Court,0,112,,"David T. Prosser, Jr.",65
Adams,Town Of Lincoln Ward 1,Justice Of The Supreme Court,0,112,,Joanne F. Kloppenburg,47
Adams,Town Of Lincoln Ward 1,Justice Of The Supreme Court,0,112,,Scattering,0
Adams,Town Of Monroe Ward 1,Justice Of The Supreme Court,0,127,,"David T. Prosser, Jr.",68
Adams,Town Of Monroe Ward 1,Justice Of The Supreme Court,0,127,,Joanne F. Kloppenburg,59
Adams,Town Of Monroe Ward 1,Justice Of The Supreme Court,0,127,,Scattering,0
Adams,Town Of New Chester Wards 1 & 2,Justice Of The Supreme Court,0,161,,"David T. Prosser, Jr.",64
Adams,Town Of New Chester Wards 1 & 2,Justice Of The Supreme Court,0,161,,Joanne F. Kloppenburg,97
Adams,Town Of New Chester Wards 1 & 2,Justice Of The Supreme Court,0,161,,Scattering,0
Adams,Town Of New Haven Ward 1,Justice Of The Supreme Court,0,201,,"David T. Prosser, Jr.",90
Adams,Town Of New Haven Ward 1,Justice Of The Supreme Court,0,201,,Joanne F. Kloppenburg,111
Adams,Town Of New Haven Ward 1,Justice Of The Supreme Court,0,201,,Scattering,0
Adams,Town Of Preston Wards 1 - 3,Justice Of The Supreme Court,0,279,,"David T. Prosser, Jr.",118
Adams,Town Of Preston Wards 1 - 3,Justice Of The Supreme Court,0,279,,Joanne F. Kloppenburg,161
Adams,Town Of Preston Wards 1 - 3,Justice Of The Supreme Court,0,279,,Scattering,0
Adams,Town Of Quincy Wards 1 & 2,Justice Of The Supreme Court,0,223,,"David T. Prosser, Jr.",98
Adams,Town Of Quincy Wards 1 & 2,Justice Of The Supreme Court,0,223,,Joanne F. Kloppenburg,125
Adams,Town Of Quincy Wards 1 & 2,Justice Of The Supreme Court,0,223,,Scattering,0
Adams,Town Of Richfield Ward 1,Justice Of The Supreme Court,0,61,,"David T. Prosser, Jr.",33
Adams,Town Of Richfield Ward 1,Justice Of The Supreme Court,0,61,,Joanne F. Kloppenburg,28
Adams,Town Of Richfield Ward 1,Justice Of The Supreme Court,0,61,,Scattering,0
Adams,Town Of Rome Wards 1 - 5,Justice Of The Supreme Court,0,1204,,"David T. Prosser, Jr.",654
Adams,Town Of Rome Wards 1 - 5,Justice Of The Supreme Court,0,1204,,Joanne F. Kloppenburg,546
Adams,Town Of Rome Wards 1 - 5,Justice Of The Supreme Court,0,1204,,Scattering,4
Adams,Town Of Springville Wards 1 & 2,Justice Of The Supreme Court,0,213,,"David T. Prosser, Jr.",117
Adams,Town Of Springville Wards 1 & 2,Justice Of The Supreme Court,0,213,,Joanne F. Kloppenburg,96
Adams,Town Of Springville Wards 1 & 2,Justice Of The Supreme Court,0,213,,Scattering,0
Adams,Town Of Strongs Prairie Wards 1 & 2,Justice Of The Supreme Court,0,239,,"David T. Prosser, Jr.",97
Adams,Town Of Strongs Prairie Wards 1 & 2,Justice Of The Supreme Court,0,239,,Joanne F. Kloppenburg,142
Adams,Town Of Strongs Prairie Wards 1 & 2,Justice Of The Supreme Court,0,239,,Scattering,0
Adams,Village Of Friendship Ward 1,Justice Of The Supreme Court,0,171,,"David T. Prosser, Jr.",68
Adams,Village Of Friendship Ward 1,Justice Of The Supreme Court,0,171,,Joanne F. Kloppenburg,103
Adams,Village Of Friendship Ward 1,Justice Of The Supreme Court,0,171,,Scattering,0
Adams,City Of Adams Ward 1,Justice Of The Supreme Court,0,125,,"David T. Prosser, Jr.",51
Adams,City Of Adams Ward 1,Justice Of The Supreme Court,0,125,,Joanne F. Kloppenburg,74
Adams,City Of Adams Ward 1,Justice Of The Supreme Court,0,125,,Scattering,0
Adams,City Of Adams Ward 2,Justice Of The Supreme Court,0,123,,"David T. Prosser, Jr.",50
Adams,City Of Adams Ward 2,Justice Of The Supreme Court,0,123,,Joanne F. Kloppenburg,73
Adams,City Of Adams Ward 2,Justice Of The Supreme Court,0,123,,Scattering,0
Adams,City Of Adams Ward 3-5,Justice Of The Supreme Court,0,139,,"David T. Prosser, Jr.",54
Adams,City Of Adams Ward 3-5,Justice Of The Supreme Court,0,139,,Joanne F. Kloppenburg,83
Adams,City Of Adams Ward 3-5,Justice Of The Supreme Court,0,139,,Scattering,2
Adams,City Of Wisconsin Dells Ward 5,Justice Of The Supreme Court,0,8,,"David T. Prosser, Jr.",5
Adams,City Of Wisconsin Dells Ward 5,Justice Of The Supreme Court,0,8,,Joanne F. Kloppenburg,3
Adams,City Of Wisconsin Dells Ward 5,Justice Of The Supreme Court,0,8,,Scattering,0
Ashland,Town Of Agenda Ward 1,Justice Of The Supreme Court,0,124,,"David T. Prosser, Jr.",57
Ashland,Town Of Agenda Ward 1,Justice Of The Supreme Court,0,124,,Joanne F. Kloppenburg,67
Ashland,Town Of Agenda Ward 1,Justice Of The Supreme Court,0,124,,Scattering,0
Ashland,Town Of Ashland Ward 1,Justice Of The Supreme Court,0,220,,"David T. Prosser, Jr.",63
Ashland,Town Of Ashland Ward 1,Justice Of The Supreme Court,0,220,,Joanne F. Kloppenburg,157
Ashland,Town Of Ashland Ward 1,Justice Of The Supreme Court,0,220,,Scattering,0
Ashland,Town Of Chippewa Ward 1,Justice Of The Supreme Court,0,157,,"David T. Prosser, Jr.",79
Ashland,Town Of Chippewa Ward 1,Justice Of The Supreme Court,0,157,,Joanne F. Kloppenburg,78
Ashland,Town Of Chippewa Ward 1,Justice Of The Supreme Court,0,157,,Scattering,0
Ashland,Town Of Gingles Wards 1 & 2,Justice Of The Supreme Court,0,295,,"David T. Prosser, Jr.",77
Ashland,Town Of Gingles Wards 1 & 2,Justice Of The Supreme Court,0,295,,Joanne F. Kloppenburg,218
Ashland,Town Of Gingles Wards 1 & 2,Justice Of The Supreme Court,0,295,,Scattering,0
Ashland,Town Of Gordon Ward 1,Justice Of The Supreme Court,0,111,,"David T. Prosser, Jr.",48
Ashland,Town Of Gordon Ward 1,Justice Of The Supreme Court,0,111,,Joanne F. Kloppenburg,63
Ashland,Town Of Gordon Ward 1,Justice Of The Supreme Court,0,111,,Scattering,0
Ashland,Town Of Jacobs Ward 1,Justice Of The Supreme Court,0,207,,"David T. Prosser, Jr.",91
Ashland,Town Of Jacobs Ward 1,Justice Of The Supreme Court,0,207,,Joanne F. Kloppenburg,116
Ashland,Town Of Jacobs Ward 1,Justice Of The Supreme Court,0,207,,Scattering,0
Ashland,Town Of La Pointe Ward 1,Justice Of The Supreme Court,0,198,,"David T. Prosser, Jr.",43
Ashland,Town Of La Pointe Ward 1,Justice Of The Supreme Court,0,198,,Joanne F. Kloppenburg,154
Ashland,Town Of La Pointe Ward 1,Justice Of The Supreme Court,0,198,,Scattering,1
Ashland,Town Of Marengo Wards 1 & 2,Justice Of The Supreme Court,0,170,,"David T. Prosser, Jr.",40
Ashland,Town Of Marengo Wards 1 & 2,Justice Of The Supreme Court,0,170,,Joanne F. Kloppenburg,130
Ashland,Town Of Marengo Wards 1 & 2,Justice Of The Supreme Court,0,170,,Scattering,0
Ashland,Town Of Morse Wards 1 & 2,Justice Of The Supreme Court,0,216,,"David T. Prosser, Jr.",75
Ashland,Town Of Morse Wards 1 & 2,Justice Of The Supreme Court,0,216,,Joanne F. Kloppenburg,141
Ashland,Town Of Morse Wards 1 & 2,Justice Of The Supreme Court,0,216,,Scattering,0
Ashland,Town Of Peeksville Ward 1,Justice Of The Supreme Court,0,94,,"David T. Prosser, Jr.",43
Ashland,Town Of Peeksville Ward 1,Justice Of The Supreme Court,0,94,,Joanne F. Kloppenburg,51
Ashland,Town Of Peeksville Ward 1,Justice Of The Supreme Court,0,94,,Scattering,0
Ashland,Town Of Sanborn Wards 1 & 2,Justice Of The Supreme Court,0,196,,"David T. Prosser, Jr.",31
Ashland,Town Of Sanborn Wards 1 & 2,Justice Of The Supreme Court,0,196,,Joanne F. Kloppenburg,165
Ashland,Town Of Sanborn Wards 1 & 2,Justice Of The Supreme Court,0,196,,Scattering,0
Ashland,Town Of Shanagolden Ward 1,Justice Of The Supreme Court,0,54,,"David T. Prosser, Jr.",16
Ashland,Town Of Shanagolden Ward 1,Justice Of The Supreme Court,0,54,,Joanne F. Kloppenburg,38
Ashland,Town Of Shanagolden Ward 1,Justice Of The Supreme Court,0,54,,Scattering,0
Ashland,Town Of White River Wards 1 - 3,Justice Of The Supreme Court,0,218,,"David T. Prosser, Jr.",92
Ashland,Town Of White River Wards 1 - 3,Justice Of The Supreme Court,0,218,,Joanne F. Kloppenburg,126
Ashland,Town Of White River Wards 1 - 3,Justice Of The Supreme Court,0,218,,Scattering,0
Ashland,Village Of Butternut Wards 1 & 2,Justice Of The Supreme Court,0,91,,"David T. Prosser, Jr.",38
Ashland,Village Of Butternut Wards 1 & 2,Justice Of The Supreme Court,0,91,,Joanne F. Kloppenburg,53
Ashland,Village Of Butternut Wards 1 & 2,Justice Of The Supreme Court,0,91,,Scattering,0
Ashland,City Of Ashland Ward 1,Justice Of The Supreme Court,0,273,,"David T. Prosser, Jr.",131
Ashland,City Of Ashland Ward 1,Justice Of The Supreme Court,0,273,,Joanne F. Kloppenburg,142
Ashland,City Of Ashland Ward 1,Justice Of The Supreme Court,0,273,,Scattering,0
Ashland,City Of Ashland Ward 2,Justice Of The Supreme Court,0,156,,"David T. Prosser, Jr.",28
Ashland,City Of Ashland Ward 2,Justice Of The Supreme Court,0,156,,Joanne F. Kloppenburg,128
Ashland,City Of Ashland Ward 2,Justice Of The Supreme Court,0,156,,Scattering,0
Ashland,City Of Ashland Ward 3,Justice Of The Supreme Court,0,163,,"David T. Prosser, Jr.",37
Ashland,City Of Ashland Ward 3,Justice Of The Supreme Court,0,163,,Joanne F. Kloppenburg,126
Ashland,City Of Ashland Ward 3,Justice Of The Supreme Court,0,163,,Scattering,0
