county,ward,office,district,total votes,party,candidate,votes
La Crosse,Town Of Campbell Town Of Campbell - Ward 7,State Assembly,95,0,REP,David A. Drewes,0
La Crosse,Town Of Campbell Town Of Campbell - Ward 7,State Assembly,95,0,REP,Scattering,0
La Crosse,"Town Of Shelby Wards 1, 4 - 6",State Assembly,95,32,REP,David A. Drewes,32
La Crosse,"Town Of Shelby Wards 1, 4 - 6",State Assembly,95,32,REP,Scattering,0
La Crosse,City Of La Crosse Ward 1,State Assembly,95,9,REP,David A. Drewes,9
La Crosse,City Of La Crosse Ward 1,State Assembly,95,9,REP,Scattering,0
La Crosse,City Of La Crosse Ward 2,State Assembly,95,16,REP,David A. Drewes,16
La Crosse,City Of La Crosse Ward 2,State Assembly,95,16,REP,Scattering,0
La Crosse,City Of La Crosse Ward 3,State Assembly,95,11,REP,David A. Drewes,11
La Crosse,City Of La Crosse Ward 3,State Assembly,95,11,REP,Scattering,0
La Crosse,City Of La Crosse Ward 4,State Assembly,95,10,REP,David A. Drewes,10
La Crosse,City Of La Crosse Ward 4,State Assembly,95,10,REP,Scattering,0
La Crosse,City Of La Crosse Ward 5,State Assembly,95,5,REP,David A. Drewes,5
La Crosse,City Of La Crosse Ward 5,State Assembly,95,5,REP,Scattering,0
La Crosse,City Of La Crosse Ward 6,State Assembly,95,15,REP,David A. Drewes,15
La Crosse,City Of La Crosse Ward 6,State Assembly,95,15,REP,Scattering,0
La Crosse,City Of La Crosse Ward 7,State Assembly,95,10,REP,David A. Drewes,10
La Crosse,City Of La Crosse Ward 7,State Assembly,95,10,REP,Scattering,0
La Crosse,City Of La Crosse Ward 8,State Assembly,95,21,REP,David A. Drewes,21
La Crosse,City Of La Crosse Ward 8,State Assembly,95,21,REP,Scattering,0
La Crosse,City Of La Crosse Ward 9,State Assembly,95,21,REP,David A. Drewes,21
La Crosse,City Of La Crosse Ward 9,State Assembly,95,21,REP,Scattering,0
La Crosse,City Of La Crosse Ward 10,State Assembly,95,6,REP,David A. Drewes,6
La Crosse,City Of La Crosse Ward 10,State Assembly,95,6,REP,Scattering,0
La Crosse,City Of La Crosse Ward 11,State Assembly,95,13,REP,David A. Drewes,13
La Crosse,City Of La Crosse Ward 11,State Assembly,95,13,REP,Scattering,0
La Crosse,City Of La Crosse Ward 12,State Assembly,95,9,REP,David A. Drewes,9
La Crosse,City Of La Crosse Ward 12,State Assembly,95,9,REP,Scattering,0
La Crosse,City Of La Crosse Ward 13,State Assembly,95,19,REP,David A. Drewes,19
La Crosse,City Of La Crosse Ward 13,State Assembly,95,19,REP,Scattering,0
La Crosse,City Of La Crosse Ward 14,State Assembly,95,17,REP,David A. Drewes,17
La Crosse,City Of La Crosse Ward 14,State Assembly,95,17,REP,Scattering,0
La Crosse,City Of La Crosse Ward 15,State Assembly,95,31,REP,David A. Drewes,31
La Crosse,City Of La Crosse Ward 15,State Assembly,95,31,REP,Scattering,0
La Crosse,City Of La Crosse Ward 16,State Assembly,95,48,REP,David A. Drewes,47
La Crosse,City Of La Crosse Ward 16,State Assembly,95,48,REP,Scattering,1
La Crosse,City Of La Crosse Ward 17,State Assembly,95,21,REP,David A. Drewes,21
La Crosse,City Of La Crosse Ward 17,State Assembly,95,21,REP,Scattering,0
La Crosse,Town Of Campbell Town Of Campbell - Ward 7,State Assembly,95,4,DEM,Jill E. Billings,2
La Crosse,Town Of Campbell Town Of Campbell - Ward 7,State Assembly,95,4,DEM,Nick Charles,0
La Crosse,Town Of Campbell Town Of Campbell - Ward 7,State Assembly,95,4,DEM,Christine J. Clair,1
La Crosse,Town Of Campbell Town Of Campbell - Ward 7,State Assembly,95,4,DEM,David Krump,1
La Crosse,Town Of Campbell Town Of Campbell - Ward 7,State Assembly,95,4,DEM,Scattering,0
La Crosse,"Town Of Shelby Wards 1, 4 - 6",State Assembly,95,414,DEM,Jill E. Billings,196
La Crosse,"Town Of Shelby Wards 1, 4 - 6",State Assembly,95,414,DEM,Nick Charles,50
La Crosse,"Town Of Shelby Wards 1, 4 - 6",State Assembly,95,414,DEM,Christine J. Clair,146
La Crosse,"Town Of Shelby Wards 1, 4 - 6",State Assembly,95,414,DEM,David Krump,22
La Crosse,"Town Of Shelby Wards 1, 4 - 6",State Assembly,95,414,DEM,Scattering,0
La Crosse,City Of La Crosse Ward 1,State Assembly,95,240,DEM,Jill E. Billings,130
La Crosse,City Of La Crosse Ward 1,State Assembly,95,240,DEM,Nick Charles,12
La Crosse,City Of La Crosse Ward 1,State Assembly,95,240,DEM,Christine J. Clair,88
La Crosse,City Of La Crosse Ward 1,State Assembly,95,240,DEM,David Krump,10
La Crosse,City Of La Crosse Ward 1,State Assembly,95,240,DEM,Scattering,0
La Crosse,City Of La Crosse Ward 2,State Assembly,95,237,DEM,Jill E. Billings,131
La Crosse,City Of La Crosse Ward 2,State Assembly,95,237,DEM,Nick Charles,20
La Crosse,City Of La Crosse Ward 2,State Assembly,95,237,DEM,Christine J. Clair,73
La Crosse,City Of La Crosse Ward 2,State Assembly,95,237,DEM,David Krump,13
La Crosse,City Of La Crosse Ward 2,State Assembly,95,237,DEM,Scattering,0
La Crosse,City Of La Crosse Ward 3,State Assembly,95,166,DEM,Jill E. Billings,108
La Crosse,City Of La Crosse Ward 3,State Assembly,95,166,DEM,Nick Charles,18
La Crosse,City Of La Crosse Ward 3,State Assembly,95,166,DEM,Christine J. Clair,33
La Crosse,City Of La Crosse Ward 3,State Assembly,95,166,DEM,David Krump,7
La Crosse,City Of La Crosse Ward 3,State Assembly,95,166,DEM,Scattering,0
La Crosse,City Of La Crosse Ward 4,State Assembly,95,134,DEM,Jill E. Billings,58
