county,ward,office,district,total votes,party,candidate,votes
Brown,Town Of Lawrence Wards 1 - 3,State Senate,2,536,DEM,Nancy J. Nusbaum,295
Brown,Town Of Lawrence Wards 1 - 3,State Senate,2,536,DEM,Otto C. Junkermann,238
Brown,Town Of Lawrence Wards 1 - 3,State Senate,2,536,DEM,Scattering,3
Brown,Village Of Allouez Wards 1 & 2,State Senate,2,624,DEM,Nancy J. Nusbaum,447
Brown,Village Of Allouez Wards 1 & 2,State Senate,2,624,DEM,Otto C. Junkermann,173
Brown,Village Of Allouez Wards 1 & 2,State Senate,2,624,DEM,Scattering,4
Brown,Village Of Allouez Wards 3 & 4,State Senate,2,837,DEM,Nancy J. Nusbaum,575
Brown,Village Of Allouez Wards 3 & 4,State Senate,2,837,DEM,Otto C. Junkermann,262
Brown,Village Of Allouez Wards 3 & 4,State Senate,2,837,DEM,Scattering,0
Brown,Village Of Allouez Wards 5 & 6,State Senate,2,833,DEM,Nancy J. Nusbaum,492
Brown,Village Of Allouez Wards 5 & 6,State Senate,2,833,DEM,Otto C. Junkermann,337
Brown,Village Of Allouez Wards 5 & 6,State Senate,2,833,DEM,Scattering,4
Brown,Village Of Allouez Wards 7 - 9,State Senate,2,613,DEM,Nancy J. Nusbaum,367
Brown,Village Of Allouez Wards 7 - 9,State Senate,2,613,DEM,Otto C. Junkermann,243
Brown,Village Of Allouez Wards 7 - 9,State Senate,2,613,DEM,Scattering,3
Brown,Village Of Ashwaubenon Wards 1 & 2,State Senate,2,306,DEM,Nancy J. Nusbaum,210
Brown,Village Of Ashwaubenon Wards 1 & 2,State Senate,2,306,DEM,Otto C. Junkermann,96
Brown,Village Of Ashwaubenon Wards 1 & 2,State Senate,2,306,DEM,Scattering,0
Brown,Village Of Ashwaubenon Wards 3 & 4,State Senate,2,363,DEM,Nancy J. Nusbaum,232
Brown,Village Of Ashwaubenon Wards 3 & 4,State Senate,2,363,DEM,Otto C. Junkermann,131
Brown,Village Of Ashwaubenon Wards 3 & 4,State Senate,2,363,DEM,Scattering,0
Brown,Village Of Ashwaubenon Wards 5 & 6,State Senate,2,422,DEM,Nancy J. Nusbaum,275
Brown,Village Of Ashwaubenon Wards 5 & 6,State Senate,2,422,DEM,Otto C. Junkermann,146
Brown,Village Of Ashwaubenon Wards 5 & 6,State Senate,2,422,DEM,Scattering,1
Brown,Village Of Ashwaubenon Wards 7 & 8,State Senate,2,394,DEM,Nancy J. Nusbaum,260
Brown,Village Of Ashwaubenon Wards 7 & 8,State Senate,2,394,DEM,Otto C. Junkermann,134
Brown,Village Of Ashwaubenon Wards 7 & 8,State Senate,2,394,DEM,Scattering,0
Brown,Village Of Ashwaubenon Wards 9 & 10,State Senate,2,459,DEM,Nancy J. Nusbaum,289
Brown,Village Of Ashwaubenon Wards 9 & 10,State Senate,2,459,DEM,Otto C. Junkermann,170
Brown,Village Of Ashwaubenon Wards 9 & 10,State Senate,2,459,DEM,Scattering,0
Brown,"Village Of Ashwaubenon Wards 11, 12, 13 & 14",State Senate,2,503,DEM,Nancy J. Nusbaum,330
Brown,"Village Of Ashwaubenon Wards 11, 12, 13 & 14",State Senate,2,503,DEM,Otto C. Junkermann,173
Brown,"Village Of Ashwaubenon Wards 11, 12, 13 & 14",State Senate,2,503,DEM,Scattering,0
Brown,Village Of Hobart Wards 1 - 7,State Senate,2,788,DEM,Nancy J. Nusbaum,418
Brown,Village Of Hobart Wards 1 - 7,State Senate,2,788,DEM,Otto C. Junkermann,369
Brown,Village Of Hobart Wards 1 - 7,State Senate,2,788,DEM,Scattering,1
Brown,City Of De Pere District 1 Ward 1-3,State Senate,2,1170,DEM,Nancy J. Nusbaum,781
Brown,City Of De Pere District 1 Ward 1-3,State Senate,2,1170,DEM,Otto C. Junkermann,386
Brown,City Of De Pere District 1 Ward 1-3,State Senate,2,1170,DEM,Scattering,3
Brown,City Of De Pere District 2 Ward 4 -7,State Senate,2,872,DEM,Nancy J. Nusbaum,585
Brown,City Of De Pere District 2 Ward 4 -7,State Senate,2,872,DEM,Otto C. Junkermann,281
Brown,City Of De Pere District 2 Ward 4 -7,State Senate,2,872,DEM,Scattering,6
Brown,City Of De Pere District 4 Ward 8-10,State Senate,2,471,DEM,Nancy J. Nusbaum,335
Brown,City Of De Pere District 4 Ward 8-10,State Senate,2,471,DEM,Otto C. Junkermann,133
Brown,City Of De Pere District 4 Ward 8-10,State Senate,2,471,DEM,Scattering,3
Brown,City Of De Pere District 3 Ward 11-14,State Senate,2,922,DEM,Nancy J. Nusbaum,599
Brown,City Of De Pere District 3 Ward 11-14,State Senate,2,922,DEM,Otto C. Junkermann,321
Brown,City Of De Pere District 3 Ward 11-14,State Senate,2,922,DEM,Scattering,2
Brown,City Of Green Bay Ward 46,State Senate,2,377,DEM,Nancy J. Nusbaum,239
Brown,City Of Green Bay Ward 46,State Senate,2,377,DEM,Otto C. Junkermann,137
Brown,City Of Green Bay Ward 46,State Senate,2,377,DEM,Scattering,1
Brown,City Of Green Bay Ward 47,State Senate,2,166,DEM,Nancy J. Nusbaum,129
Brown,City Of Green Bay Ward 47,State Senate,2,166,DEM,Otto C. Junkermann,36
Brown,City Of Green Bay Ward 47,State Senate,2,166,DEM,Scattering,1
Brown,City Of Green Bay Ward 48,State Senate,2,387,DEM,Nancy J. Nusbaum,229
Brown,City Of Green Bay Ward 48,State Senate,2,387,DEM,Otto C. Junkermann,157
Brown,City Of Green Bay Ward 48,State Senate,2,387,DEM,Scattering,1
Brown,City Of Green Bay Ward 49,State Senate,2,270,DEM,Nancy J. Nusbaum,175
Brown,City Of Green Bay Ward 49,State Senate,2,270,DEM,Otto C. Junkermann,95
Brown,City Of Green Bay Ward 49,State Senate,2,270,DEM,Scattering,0
Oconto,Town Of Abrams Wards 1 - 4,State Senate,2,209,DEM,Nancy J. Nusbaum,130
Oconto,Town Of Abrams Wards 1 - 4,State Senate,2,209,DEM,Otto C. Junkermann,78
Oconto,Town Of Abrams Wards 1 - 4,State Senate,2,209,DEM,Scattering,1
Oconto,Town Of Bagley Ward 1,State Senate,2,54,DEM,Nancy J. Nusbaum,31
Oconto,Town Of Bagley Ward 1,State Senate,2,54,DEM,Otto C. Junkermann,23
Oconto,Town Of Bagley Ward 1,State Senate,2,54,DEM,Scattering,0
Oconto,Town Of Brazeau Wards 1 - 3,State Senate,2,153,DEM,Nancy J. Nusbaum,104
Oconto,Town Of Brazeau Wards 1 - 3,State Senate,2,153,DEM,Otto C. Junkermann,49
Oconto,Town Of Brazeau Wards 1 - 3,State Senate,2,153,DEM,Scattering,0
Oconto,Town Of Breed Ward 1,State Senate,2,81,DEM,Nancy J. Nusbaum,61
Oconto,Town Of Breed Ward 1,State Senate,2,81,DEM,Otto C. Junkermann,19
Oconto,Town Of Breed Ward 1,State Senate,2,81,DEM,Scattering,1
Oconto,Town Of Gillett Wards 1 & 2,State Senate,2,123,DEM,Nancy J. Nusbaum,46
Oconto,Town Of Gillett Wards 1 & 2,State Senate,2,123,DEM,Otto C. Junkermann,77
Oconto,Town Of Gillett Wards 1 & 2,State Senate,2,123,DEM,Scattering,0
Oconto,Town Of How Wards 1 - 3,State Senate,2,70,DEM,Nancy J. Nusbaum,34
Oconto,Town Of How Wards 1 - 3,State Senate,2,70,DEM,Otto C. Junkermann,36
Oconto,Town Of How Wards 1 - 3,State Senate,2,70,DEM,Scattering,0
Oconto,Town Of Maple Valley Wards 1 & 2,State Senate,2,98,DEM,Nancy J. Nusbaum,62
Oconto,Town Of Maple Valley Wards 1 & 2,State Senate,2,98,DEM,Otto C. Junkermann,36
Oconto,Town Of Maple Valley Wards 1 & 2,State Senate,2,98,DEM,Scattering,0
Oconto,Town Of Morgan Ward 1,State Senate,2,113,DEM,Nancy J. Nusbaum,80
Oconto,Town Of Morgan Ward 1,State Senate,2,113,DEM,Otto C. Junkermann,33
Oconto,Town Of Morgan Ward 1,State Senate,2,113,DEM,Scattering,0
Oconto,Town Of Oconto Falls Wards 1 & 2,State Senate,2,154,DEM,Nancy J. Nusbaum,108
Oconto,Town Of Oconto Falls Wards 1 & 2,State Senate,2,154,DEM,Otto C. Junkermann,46
Oconto,Town Of Oconto Falls Wards 1 & 2,State Senate,2,154,DEM,Scattering,0
Oconto,Town Of Spruce Wards 1 & 2,State Senate,2,90,DEM,Nancy J. Nusbaum,55
Oconto,Town Of Spruce Wards 1 & 2,State Senate,2,90,DEM,Otto C. Junkermann,35
Oconto,Town Of Spruce Wards 1 & 2,State Senate,2,90,DEM,Scattering,0
Oconto,Town Of Underhill Ward 1,State Senate,2,83,DEM,Nancy J. Nusbaum,51
Oconto,Town Of Underhill Ward 1,State Senate,2,83,DEM,Otto C. Junkermann,32
Oconto,Town Of Underhill Ward 1,State Senate,2,83,DEM,Scattering,0
Oconto,Village Of Suring Ward 1,State Senate,2,58,DEM,Nancy J. Nusbaum,30
Oconto,Village Of Suring Ward 1,State Senate,2,58,DEM,Otto C. Junkermann,28
Oconto,Village Of Suring Ward 1,State Senate,2,58,DEM,Scattering,0
Oconto,City Of Gillett Wards 1 - 4,State Senate,2,151,DEM,Nancy J. Nusbaum,104
Oconto,City Of Gillett Wards 1 - 4,State Senate,2,151,DEM,Otto C. Junkermann,47
Oconto,City Of Gillett Wards 1 - 4,State Senate,2,151,DEM,Scattering,0
Oconto,City Of Oconto Falls Wards 1 - 5,State Senate,2,288,DEM,Nancy J. Nusbaum,199
Oconto,City Of Oconto Falls Wards 1 - 5,State Senate,2,288,DEM,Otto C. Junkermann,86
Oconto,City Of Oconto Falls Wards 1 - 5,State Senate,2,288,DEM,Scattering,3
Outagamie,Town Of Black Creek Wards 1 & 2,State Senate,2,132,DEM,Nancy J. Nusbaum,74
Outagamie,Town Of Black Creek Wards 1 & 2,State Senate,2,132,DEM,Otto C. Junkermann,58
Outagamie,Town Of Black Creek Wards 1 & 2,State Senate,2,132,DEM,Scattering,0
Outagamie,Town Of Bovina Wards 1 & 2,State Senate,2,127,DEM,Nancy J. Nusbaum,78
Outagamie,Town Of Bovina Wards 1 & 2,State Senate,2,127,DEM,Otto C. Junkermann,49
Outagamie,Town Of Bovina Wards 1 & 2,State Senate,2,127,DEM,Scattering,0
Outagamie,Town Of Cicero Wards 1 & 2,State Senate,2,125,DEM,Nancy J. Nusbaum,84
Outagamie,Town Of Cicero Wards 1 & 2,State Senate,2,125,DEM,Otto C. Junkermann,41
Outagamie,Town Of Cicero Wards 1 & 2,State Senate,2,125,DEM,Scattering,0
Outagamie,Town Of Deer Creek Wards 1 & 2,State Senate,2,49,DEM,Nancy J. Nusbaum,31
Outagamie,Town Of Deer Creek Wards 1 & 2,State Senate,2,49,DEM,Otto C. Junkermann,18
Outagamie,Town Of Deer Creek Wards 1 & 2,State Senate,2,49,DEM,Scattering,0
Outagamie,Town Of Ellington Wards 1 - 4,State Senate,2,223,DEM,Nancy J. Nusbaum,138
Outagamie,Town Of Ellington Wards 1 - 4,State Senate,2,223,DEM,Otto C. Junkermann,85
Outagamie,Town Of Ellington Wards 1 - 4,State Senate,2,223,DEM,Scattering,0
Outagamie,Town Of Freedom Wards 1 - 7,State Senate,2,573,DEM,Nancy J. Nusbaum,383
Outagamie,Town Of Freedom Wards 1 - 7,State Senate,2,573,DEM,Otto C. Junkermann,190
Outagamie,Town Of Freedom Wards 1 - 7,State Senate,2,573,DEM,Scattering,0
Outagamie,Town Of Kaukauna Wards 1 & 2,State Senate,2,110,DEM,Nancy J. Nusbaum,55
Outagamie,Town Of Kaukauna Wards 1 & 2,State Senate,2,110,DEM,Otto C. Junkermann,55
Outagamie,Town Of Kaukauna Wards 1 & 2,State Senate,2,110,DEM,Scattering,0
Outagamie,Town Of Liberty Ward 1,State Senate,2,73,DEM,Nancy J. Nusbaum,45
Outagamie,Town Of Liberty Ward 1,State Senate,2,73,DEM,Otto C. Junkermann,28
Outagamie,Town Of Liberty Ward 1,State Senate,2,73,DEM,Scattering,0
Outagamie,Town Of Maine Ward 1,State Senate,2,73,DEM,Nancy J. Nusbaum,43
Outagamie,Town Of Maine Ward 1,State Senate,2,73,DEM,Otto C. Junkermann,30
Outagamie,Town Of Maine Ward 1,State Senate,2,73,DEM,Scattering,0
Outagamie,Town Of Maple Creek Ward 1,State Senate,2,63,DEM,Nancy J. Nusbaum,47
Outagamie,Town Of Maple Creek Ward 1,State Senate,2,63,DEM,Otto C. Junkermann,16
Outagamie,Town Of Maple Creek Ward 1,State Senate,2,63,DEM,Scattering,0
Outagamie,Town Of Oneida Wards 1 - 5,State Senate,2,281,DEM,Nancy J. Nusbaum,184
Outagamie,Town Of Oneida Wards 1 - 5,State Senate,2,281,DEM,Otto C. Junkermann,97
Outagamie,Town Of Oneida Wards 1 - 5,State Senate,2,281,DEM,Scattering,0
Outagamie,Town Of Osborn Wards 1 & 2,State Senate,2,125,DEM,Nancy J. Nusbaum,76
Outagamie,Town Of Osborn Wards 1 & 2,State Senate,2,125,DEM,Otto C. Junkermann,48
Outagamie,Town Of Osborn Wards 1 & 2,State Senate,2,125,DEM,Scattering,1
Outagamie,Town Of Seymour Wards 1 & 2,State Senate,2,105,DEM,Nancy J. Nusbaum,53
Outagamie,Town Of Seymour Wards 1 & 2,State Senate,2,105,DEM,Otto C. Junkermann,52
Outagamie,Town Of Seymour Wards 1 & 2,State Senate,2,105,DEM,Scattering,0
Outagamie,Town Of Vandenbroek Wards 1 & 2,State Senate,2,163,DEM,Nancy J. Nusbaum,98
Outagamie,Town Of Vandenbroek Wards 1 & 2,State Senate,2,163,DEM,Otto C. Junkermann,65
Outagamie,Town Of Vandenbroek Wards 1 & 2,State Senate,2,163,DEM,Scattering,0
Outagamie,Village Of Bear Creek Ward 1,State Senate,2,32,DEM,Nancy J. Nusbaum,23
Outagamie,Village Of Bear Creek Ward 1,State Senate,2,32,DEM,Otto C. Junkermann,9
Outagamie,Village Of Bear Creek Ward 1,State Senate,2,32,DEM,Scattering,0
Outagamie,Village Of Black Creek Wards 1 & 2,State Senate,2,125,DEM,Nancy J. Nusbaum,90
Outagamie,Village Of Black Creek Wards 1 & 2,State Senate,2,125,DEM,Otto C. Junkermann,35
Outagamie,Village Of Black Creek Wards 1 & 2,State Senate,2,125,DEM,Scattering,0
Outagamie,Village Of Howard Ward 17,State Senate,2,0,DEM,Nancy J. Nusbaum,0
Outagamie,Village Of Howard Ward 17,State Senate,2,0,DEM,Otto C. Junkermann,0
Outagamie,Village Of Howard Ward 17,State Senate,2,0,DEM,Scattering,0
Outagamie,"Village Of Little Chute Wards 1, 4, 9, 10, 15",State Senate,2,345,DEM,Nancy J. Nusbaum,269
Outagamie,"Village Of Little Chute Wards 1, 4, 9, 10, 15",State Senate,2,345,DEM,Otto C. Junkermann,75
Outagamie,"Village Of Little Chute Wards 1, 4, 9, 10, 15",State Senate,2,345,DEM,Scattering,1
Outagamie,"Village Of Little Chute Wards 2, 8, 12, 13, 16, 17, 18, 19",State Senate,2,82,DEM,Nancy J. Nusbaum,54
Outagamie,"Village Of Little Chute Wards 2, 8, 12, 13, 16, 17, 18, 19",State Senate,2,82,DEM,Otto C. Junkermann,28
Outagamie,"Village Of Little Chute Wards 2, 8, 12, 13, 16, 17, 18, 19",State Senate,2,82,DEM,Scattering,0
Outagamie,Village Of Nichols Ward 1,State Senate,2,35,DEM,Nancy J. Nusbaum,15
Outagamie,Village Of Nichols Ward 1,State Senate,2,35,DEM,Otto C. Junkermann,20
Outagamie,Village Of Nichols Ward 1,State Senate,2,35,DEM,Scattering,0
Outagamie,Village Of Shiocton Village Of Shiocton,State Senate,2,103,DEM,Nancy J. Nusbaum,76
Outagamie,Village Of Shiocton Village Of Shiocton,State Senate,2,103,DEM,Otto C. Junkermann,27
Outagamie,Village Of Shiocton Village Of Shiocton,State Senate,2,103,DEM,Scattering,0
Outagamie,Village Of Wrightstown Ward 3,State Senate,2,8,DEM,Nancy J. Nusbaum,4
Outagamie,Village Of Wrightstown Ward 3,State Senate,2,8,DEM,Otto C. Junkermann,4
Outagamie,Village Of Wrightstown Ward 3,State Senate,2,8,DEM,Scattering,0
Outagamie,City Of Appleton Ward 55,State Senate,2,3,DEM,Nancy J. Nusbaum,0
Outagamie,City Of Appleton Ward 55,State Senate,2,3,DEM,Otto C. Junkermann,3
Outagamie,City Of Appleton Ward 55,State Senate,2,3,DEM,Scattering,0
Outagamie,City Of Kaukauna Wards 1-3,State Senate,2,391,DEM,Nancy J. Nusbaum,308
Outagamie,City Of Kaukauna Wards 1-3,State Senate,2,391,DEM,Otto C. Junkermann,81
Outagamie,City Of Kaukauna Wards 1-3,State Senate,2,391,DEM,Scattering,2
Outagamie,City Of Kaukauna Wards 4-6,State Senate,2,500,DEM,Nancy J. Nusbaum,400
Outagamie,City Of Kaukauna Wards 4-6,State Senate,2,500,DEM,Otto C. Junkermann,100
Outagamie,City Of Kaukauna Wards 4-6,State Senate,2,500,DEM,Scattering,0
Outagamie,City Of Kaukauna Wards 7-8,State Senate,2,425,DEM,Nancy J. Nusbaum,333
Outagamie,City Of Kaukauna Wards 7-8,State Senate,2,425,DEM,Otto C. Junkermann,90
Outagamie,City Of Kaukauna Wards 7-8,State Senate,2,425,DEM,Scattering,2
Outagamie,City Of Kaukauna Wards 9-11,State Senate,2,436,DEM,Nancy J. Nusbaum,353
Outagamie,City Of Kaukauna Wards 9-11,State Senate,2,436,DEM,Otto C. Junkermann,83
Outagamie,City Of Kaukauna Wards 9-11,State Senate,2,436,DEM,Scattering,0
Outagamie,City Of Seymour Wards 1 - 6,State Senate,2,417,DEM,Nancy J. Nusbaum,275
Outagamie,City Of Seymour Wards 1 - 6,State Senate,2,417,DEM,Otto C. Junkermann,142
Outagamie,City Of Seymour Wards 1 - 6,State Senate,2,417,DEM,Scattering,0
Shawano,Town Of Angelica Wards 1 - 3,State Senate,2,148,DEM,Nancy J. Nusbaum,94
Shawano,Town Of Angelica Wards 1 - 3,State Senate,2,148,DEM,Otto C. Junkermann,54
Shawano,Town Of Angelica Wards 1 - 3,State Senate,2,148,DEM,Scattering,0
Shawano,Town Of Belle Plaine Wards 1 - 3,State Senate,2,235,DEM,Nancy J. Nusbaum,145
Shawano,Town Of Belle Plaine Wards 1 - 3,State Senate,2,235,DEM,Otto C. Junkermann,90
Shawano,Town Of Belle Plaine Wards 1 - 3,State Senate,2,235,DEM,Scattering,0
Shawano,Town Of Grant Wards 1 & 2,State Senate,2,64,DEM,Nancy J. Nusbaum,37
Shawano,Town Of Grant Wards 1 & 2,State Senate,2,64,DEM,Otto C. Junkermann,27
Shawano,Town Of Grant Wards 1 & 2,State Senate,2,64,DEM,Scattering,0
Shawano,Town Of Green Valley Wards 1 & 2,State Senate,2,84,DEM,Nancy J. Nusbaum,43
Shawano,Town Of Green Valley Wards 1 & 2,State Senate,2,84,DEM,Otto C. Junkermann,41
Shawano,Town Of Green Valley Wards 1 & 2,State Senate,2,84,DEM,Scattering,0
Shawano,Town Of Hartland Ward 1,State Senate,2,79,DEM,Nancy J. Nusbaum,21
Shawano,Town Of Hartland Ward 1,State Senate,2,79,DEM,Otto C. Junkermann,58
Shawano,Town Of Hartland Ward 1,State Senate,2,79,DEM,Scattering,0
Shawano,Town Of Herman Wards 1 & 2,State Senate,2,78,DEM,Nancy J. Nusbaum,51
Shawano,Town Of Herman Wards 1 & 2,State Senate,2,78,DEM,Otto C. Junkermann,27
Shawano,Town Of Herman Wards 1 & 2,State Senate,2,78,DEM,Scattering,0
Shawano,Town Of Lessor Wards 1 & 2,State Senate,2,131,DEM,Nancy J. Nusbaum,73
Shawano,Town Of Lessor Wards 1 & 2,State Senate,2,131,DEM,Otto C. Junkermann,57
Shawano,Town Of Lessor Wards 1 & 2,State Senate,2,131,DEM,Scattering,1
Shawano,Town Of Maple Grove Wards 1 & 2,State Senate,2,82,DEM,Nancy J. Nusbaum,46
Shawano,Town Of Maple Grove Wards 1 & 2,State Senate,2,82,DEM,Otto C. Junkermann,36
Shawano,Town Of Maple Grove Wards 1 & 2,State Senate,2,82,DEM,Scattering,0
Shawano,Town Of Morris Wards 1 & 2,State Senate,2,35,DEM,Nancy J. Nusbaum,32
Shawano,Town Of Morris Wards 1 & 2,State Senate,2,35,DEM,Otto C. Junkermann,3
Shawano,Town Of Morris Wards 1 & 2,State Senate,2,35,DEM,Scattering,0
Shawano,Town Of Navarino Ward 1,State Senate,2,61,DEM,Nancy J. Nusbaum,31
Shawano,Town Of Navarino Ward 1,State Senate,2,61,DEM,Otto C. Junkermann,30
Shawano,Town Of Navarino Ward 1,State Senate,2,61,DEM,Scattering,0
Shawano,Town Of Pella Ward 1,State Senate,2,94,DEM,Nancy J. Nusbaum,60
Shawano,Town Of Pella Ward 1,State Senate,2,94,DEM,Otto C. Junkermann,34
Shawano,Town Of Pella Ward 1,State Senate,2,94,DEM,Scattering,0
Shawano,Town Of Richmond Wards 1 - 3,State Senate,2,243,DEM,Nancy J. Nusbaum,119
Shawano,Town Of Richmond Wards 1 - 3,State Senate,2,243,DEM,Otto C. Junkermann,124
Shawano,Town Of Richmond Wards 1 - 3,State Senate,2,243,DEM,Scattering,0
Shawano,Town Of Seneca Ward 1,State Senate,2,61,DEM,Nancy J. Nusbaum,38
Shawano,Town Of Seneca Ward 1,State Senate,2,61,DEM,Otto C. Junkermann,23
Shawano,Town Of Seneca Ward 1,State Senate,2,61,DEM,Scattering,0
