county,ward,office,district,total votes,party,candidate,votes
Ashland,Town Of Agenda Ward 1,Court Of Appeals,3,62,NP,Gregory Peterson,62
Ashland,Town Of Agenda Ward 1,Court Of Appeals,3,62,,Scattering,0
Ashland,Town Of Ashland Ward 1,Court Of Appeals,3,126,NP,Gregory Peterson,126
Ashland,Town Of Ashland Ward 1,Court Of Appeals,3,126,,Scattering,0
Ashland,Town Of Chippewa Ward 1,Court Of Appeals,3,115,NP,Gregory Peterson,115
Ashland,Town Of Chippewa Ward 1,Court Of Appeals,3,115,,Scattering,0
Ashland,Town Of Gingles Wards 1 & 2,Court Of Appeals,3,201,NP,Gregory Peterson,200
Ashland,Town Of Gingles Wards 1 & 2,Court Of Appeals,3,201,,Scattering,1
Ashland,Town Of Gordon Ward 1,Court Of Appeals,3,79,NP,Gregory Peterson,78
Ashland,Town Of Gordon Ward 1,Court Of Appeals,3,79,,Scattering,1
Ashland,Town Of Jacobs Ward 1,Court Of Appeals,3,104,NP,Gregory Peterson,104
Ashland,Town Of Jacobs Ward 1,Court Of Appeals,3,104,,Scattering,0
Ashland,Town Of La Pointe Ward 1,Court Of Appeals,3,105,NP,Gregory Peterson,94
Ashland,Town Of La Pointe Ward 1,Court Of Appeals,3,105,,Scattering,11
Ashland,Town Of Marengo Wards 1 & 2,Court Of Appeals,3,116,NP,Gregory Peterson,116
Ashland,Town Of Marengo Wards 1 & 2,Court Of Appeals,3,116,,Scattering,0
Ashland,Town Of Morse Wards 1 & 2,Court Of Appeals,3,116,NP,Gregory Peterson,116
Ashland,Town Of Morse Wards 1 & 2,Court Of Appeals,3,116,,Scattering,0
Ashland,Town Of Peeksville Ward 1,Court Of Appeals,3,57,NP,Gregory Peterson,57
Ashland,Town Of Peeksville Ward 1,Court Of Appeals,3,57,,Scattering,0
Ashland,Town Of Sanborn Wards 1 & 2,Court Of Appeals,3,102,NP,Gregory Peterson,101
Ashland,Town Of Sanborn Wards 1 & 2,Court Of Appeals,3,102,,Scattering,1
Ashland,Town Of Shanagolden Ward 1,Court Of Appeals,3,29,NP,Gregory Peterson,29
Ashland,Town Of Shanagolden Ward 1,Court Of Appeals,3,29,,Scattering,0
Ashland,Town Of White River Wards 1 - 3,Court Of Appeals,3,113,NP,Gregory Peterson,113
