county,ward,office,district,total votes,party,candidate,votes
La Crosse,Town Of Campbell Ward 7,State Assembly,95,5,REP,David A. Drewes,2
La Crosse,Town Of Campbell Ward 7,State Assembly,95,5,DEM,Jill E. Billings,3
La Crosse,Town Of Campbell Ward 7,State Assembly,95,5,,Scattering,0
La Crosse,"Town Of Shelby Wards 1, 4 - 6",State Assembly,95,703,REP,David A. Drewes,273
La Crosse,"Town Of Shelby Wards 1, 4 - 6",State Assembly,95,703,DEM,Jill E. Billings,429
La Crosse,"Town Of Shelby Wards 1, 4 - 6",State Assembly,95,703,,Scattering,1
La Crosse,City Of La Crosse Ward 1,State Assembly,95,427,REP,David A. Drewes,149
La Crosse,City Of La Crosse Ward 1,State Assembly,95,427,DEM,Jill E. Billings,278
La Crosse,City Of La Crosse Ward 1,State Assembly,95,427,,Scattering,0
La Crosse,City Of La Crosse Ward 2,State Assembly,95,387,REP,David A. Drewes,121
La Crosse,City Of La Crosse Ward 2,State Assembly,95,387,DEM,Jill E. Billings,265
La Crosse,City Of La Crosse Ward 2,State Assembly,95,387,,Scattering,1
La Crosse,City Of La Crosse Ward 3,State Assembly,95,256,REP,David A. Drewes,68
La Crosse,City Of La Crosse Ward 3,State Assembly,95,256,DEM,Jill E. Billings,188
La Crosse,City Of La Crosse Ward 3,State Assembly,95,256,,Scattering,0
La Crosse,City Of La Crosse Ward 4,State Assembly,95,233,REP,David A. Drewes,71
La Crosse,City Of La Crosse Ward 4,State Assembly,95,233,DEM,Jill E. Billings,162
La Crosse,City Of La Crosse Ward 4,State Assembly,95,233,,Scattering,0
La Crosse,City Of La Crosse Ward 5,State Assembly,95,131,REP,David A. Drewes,25
La Crosse,City Of La Crosse Ward 5,State Assembly,95,131,DEM,Jill E. Billings,106
La Crosse,City Of La Crosse Ward 5,State Assembly,95,131,,Scattering,0
La Crosse,City Of La Crosse Ward 6,State Assembly,95,275,REP,David A. Drewes,53
La Crosse,City Of La Crosse Ward 6,State Assembly,95,275,DEM,Jill E. Billings,220
La Crosse,City Of La Crosse Ward 6,State Assembly,95,275,,Scattering,2
La Crosse,City Of La Crosse Ward 7,State Assembly,95,302,REP,David A. Drewes,46
La Crosse,City Of La Crosse Ward 7,State Assembly,95,302,DEM,Jill E. Billings,255
La Crosse,City Of La Crosse Ward 7,State Assembly,95,302,,Scattering,1
La Crosse,City Of La Crosse Ward 8,State Assembly,95,815,REP,David A. Drewes,177
La Crosse,City Of La Crosse Ward 8,State Assembly,95,815,DEM,Jill E. Billings,637
La Crosse,City Of La Crosse Ward 8,State Assembly,95,815,,Scattering,1
La Crosse,City Of La Crosse Ward 9,State Assembly,95,751,REP,David A. Drewes,202
La Crosse,City Of La Crosse Ward 9,State Assembly,95,751,DEM,Jill E. Billings,549
La Crosse,City Of La Crosse Ward 9,State Assembly,95,751,,Scattering,0
La Crosse,City Of La Crosse Ward 10,State Assembly,95,610,REP,David A. Drewes,142
La Crosse,City Of La Crosse Ward 10,State Assembly,95,610,DEM,Jill E. Billings,465
La Crosse,City Of La Crosse Ward 10,State Assembly,95,610,,Scattering,3
La Crosse,City Of La Crosse Ward 11,State Assembly,95,252,REP,David A. Drewes,54
La Crosse,City Of La Crosse Ward 11,State Assembly,95,252,DEM,Jill E. Billings,198
La Crosse,City Of La Crosse Ward 11,State Assembly,95,252,,Scattering,0
La Crosse,City Of La Crosse Ward 12,State Assembly,95,401,REP,David A. Drewes,89
La Crosse,City Of La Crosse Ward 12,State Assembly,95,401,DEM,Jill E. Billings,312
La Crosse,City Of La Crosse Ward 12,State Assembly,95,401,,Scattering,0
La Crosse,City Of La Crosse Ward 13,State Assembly,95,316,REP,David A. Drewes,83
La Crosse,City Of La Crosse Ward 13,State Assembly,95,316,DEM,Jill E. Billings,233
La Crosse,City Of La Crosse Ward 13,State Assembly,95,316,,Scattering,0
La Crosse,City Of La Crosse Ward 14,State Assembly,95,598,REP,David A. Drewes,161
La Crosse,City Of La Crosse Ward 14,State Assembly,95,598,DEM,Jill E. Billings,437
La Crosse,City Of La Crosse Ward 14,State Assembly,95,598,,Scattering,0
La Crosse,City Of La Crosse Ward 15,State Assembly,95,573,REP,David A. Drewes,161
La Crosse,City Of La Crosse Ward 15,State Assembly,95,573,DEM,Jill E. Billings,412
La Crosse,City Of La Crosse Ward 15,State Assembly,95,573,,Scattering,0
La Crosse,City Of La Crosse Ward 16,State Assembly,95,492,REP,David A. Drewes,163
La Crosse,City Of La Crosse Ward 16,State Assembly,95,492,DEM,Jill E. Billings,329
La Crosse,City Of La Crosse Ward 16,State Assembly,95,492,,Scattering,0
La Crosse,City Of La Crosse Ward 17,State Assembly,95,669,REP,David A. Drewes,207
La Crosse,City Of La Crosse Ward 17,State Assembly,95,669,DEM,Jill E. Billings,462
La Crosse,City Of La Crosse Ward 17,State Assembly,95,669,,Scattering,0
