county,ward,office,district,total votes,party,candidate,votes
Florence,Town Of Aurora Wards  1-3,State Senate,12,86,REP,Robert H. Lussow,22
Florence,Town Of Aurora Wards  1-3,State Senate,12,86,REP,Kim Simac,64
Florence,Town Of Aurora Wards  1-3,State Senate,12,86,,Scattering,0
Florence,Town Of Commonwealth Wards 1-3,State Senate,12,35,REP,Robert H. Lussow,12
Florence,Town Of Commonwealth Wards 1-3,State Senate,12,35,REP,Kim Simac,23
Florence,Town Of Commonwealth Wards 1-3,State Senate,12,35,,Scattering,0
Florence,Town Of Fence Ward 1,State Senate,12,27,REP,Robert H. Lussow,7
Florence,Town Of Fence Ward 1,State Senate,12,27,REP,Kim Simac,20
Florence,Town Of Fence Ward 1,State Senate,12,27,,Scattering,0
Florence,Town Of Fern Ward 1,State Senate,12,28,REP,Robert H. Lussow,3
Florence,Town Of Fern Ward 1,State Senate,12,28,REP,Kim Simac,25
Florence,Town Of Fern Ward 1,State Senate,12,28,,Scattering,0
Florence,Town Of Florence Wards 1-7,State Senate,12,198,REP,Robert H. Lussow,57
Florence,Town Of Florence Wards 1-7,State Senate,12,198,REP,Kim Simac,138
Florence,Town Of Florence Wards 1-7,State Senate,12,198,,Scattering,3
Florence,Town Of Homestead Ward 1,State Senate,12,48,REP,Robert H. Lussow,16
Florence,Town Of Homestead Ward 1,State Senate,12,48,REP,Kim Simac,32
Florence,Town Of Homestead Ward 1,State Senate,12,48,,Scattering,0
Florence,Town Of Long Lake Ward 1,State Senate,12,35,REP,Robert H. Lussow,12
Florence,Town Of Long Lake Ward 1,State Senate,12,35,REP,Kim Simac,21
Florence,Town Of Long Lake Ward 1,State Senate,12,35,,Scattering,2
Florence,Town Of Tipler Ward 1,State Senate,12,26,REP,Robert H. Lussow,4
Florence,Town Of Tipler Ward 1,State Senate,12,26,REP,Kim Simac,22
Florence,Town Of Tipler Ward 1,State Senate,12,26,,Scattering,0
Forest,Town Of Alvin Wards 1 & 2,State Senate,12,13,REP,Robert H. Lussow,7
Forest,Town Of Alvin Wards 1 & 2,State Senate,12,13,REP,Kim Simac,6
Forest,Town Of Alvin Wards 1 & 2,State Senate,12,13,,Scattering,0
Forest,Town Of Argonne Wards 1 & 2,State Senate,12,43,REP,Robert H. Lussow,18
Forest,Town Of Argonne Wards 1 & 2,State Senate,12,43,REP,Kim Simac,25
Forest,Town Of Argonne Wards 1 & 2,State Senate,12,43,,Scattering,0
Forest,Town Of Armstrong Creek Town Of Armstrong Creek,State Senate,12,42,REP,Robert H. Lussow,20
Forest,Town Of Armstrong Creek Town Of Armstrong Creek,State Senate,12,42,REP,Kim Simac,21
Forest,Town Of Armstrong Creek Town Of Armstrong Creek,State Senate,12,42,,Scattering,1
Forest,Town Of Blackwell Town Of Blackwell,State Senate,12,14,REP,Robert H. Lussow,5
Forest,Town Of Blackwell Town Of Blackwell,State Senate,12,14,REP,Kim Simac,9
Forest,Town Of Blackwell Town Of Blackwell,State Senate,12,14,,Scattering,0
Forest,Town Of Caswell Town Of Caswell,State Senate,12,11,REP,Robert H. Lussow,5
Forest,Town Of Caswell Town Of Caswell,State Senate,12,11,REP,Kim Simac,6
Forest,Town Of Caswell Town Of Caswell,State Senate,12,11,,Scattering,0
Forest,Town Of Crandon Town Of Crandon,State Senate,12,58,REP,Robert H. Lussow,30
Forest,Town Of Crandon Town Of Crandon,State Senate,12,58,REP,Kim Simac,27
Forest,Town Of Crandon Town Of Crandon,State Senate,12,58,,Scattering,1
Forest,Town Of Freedom Town Of Freedom,State Senate,12,81,REP,Robert H. Lussow,30
Forest,Town Of Freedom Town Of Freedom,State Senate,12,81,REP,Kim Simac,50
Forest,Town Of Freedom Town Of Freedom,State Senate,12,81,,Scattering,1
