county,ward,office,district,totalvotes,party,candidate,votes
Adams,Town Of Adams Wards 1-3,President,,271,REP,Marco Rubio,3
Adams,Town Of Adams Wards 1-3,President,,271,REP,Ben Carson,0
Adams,Town Of Adams Wards 1-3,President,,271,REP,Rand Paul,2
Adams,Town Of Adams Wards 1-3,President,,271,REP,Mike Huckabee,1
Adams,Town Of Adams Wards 1-3,President,,271,REP,Jim Gilmore,0
Adams,Town Of Adams Wards 1-3,President,,271,REP,Chris Christie,0
Adams,Town Of Adams Wards 1-3,President,,271,REP,Donald J. Trump,164
Adams,Town Of Adams Wards 1-3,President,,271,REP,Rick Santorum,1
Adams,Town Of Adams Wards 1-3,President,,271,REP,Carly Fiorina,0
Adams,Town Of Adams Wards 1-3,President,,271,REP,John R. Kasich,14
Adams,Town Of Adams Wards 1-3,President,,271,REP,Jeb Bush,0
Adams,Town Of Adams Wards 1-3,President,,271,REP,Ted Cruz,86
Adams,Town Of Adams Wards 1-3,President,,271,REP,Uninstructed Delegation,0
Adams,Town Of Adams Wards 1-3,President,,271,REP,Victor Williams (Write-In),0
Adams,Town Of Adams Wards 1-3,President,,271,REP,Scattering,0
Adams,Town Of Big Flats Ward 1-2,President,,197,REP,Marco Rubio,3
Adams,Town Of Big Flats Ward 1-2,President,,197,REP,Ben Carson,2
Adams,Town Of Big Flats Ward 1-2,President,,197,REP,Rand Paul,0
Adams,Town Of Big Flats Ward 1-2,President,,197,REP,Mike Huckabee,2
Adams,Town Of Big Flats Ward 1-2,President,,197,REP,Jim Gilmore,0
Adams,Town Of Big Flats Ward 1-2,President,,197,REP,Chris Christie,0
Adams,Town Of Big Flats Ward 1-2,President,,197,REP,Donald J. Trump,117
Adams,Town Of Big Flats Ward 1-2,President,,197,REP,Rick Santorum,0
Adams,Town Of Big Flats Ward 1-2,President,,197,REP,Carly Fiorina,0
Adams,Town Of Big Flats Ward 1-2,President,,197,REP,John R. Kasich,6
Adams,Town Of Big Flats Ward 1-2,President,,197,REP,Jeb Bush,0
Adams,Town Of Big Flats Ward 1-2,President,,197,REP,Ted Cruz,66
Adams,Town Of Big Flats Ward 1-2,President,,197,REP,Uninstructed Delegation,0
Adams,Town Of Big Flats Ward 1-2,President,,197,REP,Victor Williams (Write-In),0
Adams,Town Of Big Flats Ward 1-2,President,,197,REP,Scattering,1
Adams,Town Of Colburn Ward 1,President,,56,REP,Marco Rubio,0
Adams,Town Of Colburn Ward 1,President,,56,REP,Ben Carson,1
Adams,Town Of Colburn Ward 1,President,,56,REP,Rand Paul,0
Adams,Town Of Colburn Ward 1,President,,56,REP,Mike Huckabee,1
Adams,Town Of Colburn Ward 1,President,,56,REP,Jim Gilmore,0
Adams,Town Of Colburn Ward 1,President,,56,REP,Chris Christie,0
Adams,Town Of Colburn Ward 1,President,,56,REP,Donald J. Trump,37
Adams,Town Of Colburn Ward 1,President,,56,REP,Rick Santorum,0
Adams,Town Of Colburn Ward 1,President,,56,REP,Carly Fiorina,0
Adams,Town Of Colburn Ward 1,President,,56,REP,John R. Kasich,4
Adams,Town Of Colburn Ward 1,President,,56,REP,Jeb Bush,0
Adams,Town Of Colburn Ward 1,President,,56,REP,Ted Cruz,13
Adams,Town Of Colburn Ward 1,President,,56,REP,Uninstructed Delegation,0
Adams,Town Of Colburn Ward 1,President,,56,REP,Victor Williams (Write-In),0
Adams,Town Of Colburn Ward 1,President,,56,REP,Scattering,0
Adams,Town Of Dell Prairie Ward 1-3,President,,331,REP,Marco Rubio,3
Adams,Town Of Dell Prairie Ward 1-3,President,,331,REP,Ben Carson,2
Adams,Town Of Dell Prairie Ward 1-3,President,,331,REP,Rand Paul,0
Adams,Town Of Dell Prairie Ward 1-3,President,,331,REP,Mike Huckabee,0
Adams,Town Of Dell Prairie Ward 1-3,President,,331,REP,Jim Gilmore,0
Adams,Town Of Dell Prairie Ward 1-3,President,,331,REP,Chris Christie,1
Adams,Town Of Dell Prairie Ward 1-3,President,,331,REP,Donald J. Trump,187
Adams,Town Of Dell Prairie Ward 1-3,President,,331,REP,Rick Santorum,0
Adams,Town Of Dell Prairie Ward 1-3,President,,331,REP,Carly Fiorina,0
Adams,Town Of Dell Prairie Ward 1-3,President,,331,REP,John R. Kasich,31
Adams,Town Of Dell Prairie Ward 1-3,President,,331,REP,Jeb Bush,0
Adams,Town Of Dell Prairie Ward 1-3,President,,331,REP,Ted Cruz,106
Adams,Town Of Dell Prairie Ward 1-3,President,,331,REP,Uninstructed Delegation,1
Adams,Town Of Dell Prairie Ward 1-3,President,,331,REP,Victor Williams (Write-In),0
Adams,Town Of Dell Prairie Ward 1-3,President,,331,REP,Scattering,0
