county,ward,office,district,totalvotes,party,candidate,votes
Adams,Town Of Adams Wards 1-3,President,,618,REP,Donald J. Trump & Michael R. Pence,377
Adams,Town Of Adams Wards 1-3,President,,618,DEM,Hillary Clinton & Tim Kaine,207
Adams,Town Of Adams Wards 1-3,President,,618,CON,Darrell L. Castle & Scott N. Bradley,3
Adams,Town Of Adams Wards 1-3,President,,618,LIB,Gary Johnson & Bill Weld,22
Adams,Town Of Adams Wards 1-3,President,,618,WGR,Jill Stein & Ajamu Baraka,4
Adams,Town Of Adams Wards 1-3,President,,618,IND,Monica Moorehead & Lamont Lilly,1
Adams,Town Of Adams Wards 1-3,President,,618,IND,Rocky Roque De La Fuente & Michael Steinberg,0
Adams,Town Of Adams Wards 1-3,President,,618,IND,Cherunda Fox & Roger Kushner (Write-In),0
Adams,Town Of Adams Wards 1-3,President,,618,IND,Evan McMullin & Nathan Johnson (Write-In),3
Adams,Town Of Adams Wards 1-3,President,,618,IND,Michael A. Maturen & Juan Munoz (Write-In),0
Adams,Town Of Adams Wards 1-3,President,,618,IND,Marshall Schoenke & James Creighton Mitchell Jr. (Write-In),0
Adams,Town Of Adams Wards 1-3,President,,618,IND,Chris Keniston & Deacon Taylor (Write-In),0
Adams,Town Of Adams Wards 1-3,President,,618,IND,Laurence Kotlikoff & Edward E. Leamer (Write-In),0
Adams,Town Of Adams Wards 1-3,President,,618,IND,Tom Hoefling & Steve Schulin (Write-In),0
Adams,Town Of Adams Wards 1-3,President,,618,IND,Joseph Maldonado (Write-In),0
Adams,Town Of Adams Wards 1-3,President,,618,IND,Emidio Soltysik & Angela Nicole Walker (Write-In),0
Adams,Town Of Adams Wards 1-3,President,,618,,Scattering,1
Adams,Town Of Big Flats Ward 1-2,President,,490,REP,Donald J. Trump & Michael R. Pence,300
Adams,Town Of Big Flats Ward 1-2,President,,490,DEM,Hillary Clinton & Tim Kaine,169
Adams,Town Of Big Flats Ward 1-2,President,,490,CON,Darrell L. Castle & Scott N. Bradley,4
Adams,Town Of Big Flats Ward 1-2,President,,490,LIB,Gary Johnson & Bill Weld,10
Adams,Town Of Big Flats Ward 1-2,President,,490,WGR,Jill Stein & Ajamu Baraka,4
Adams,Town Of Big Flats Ward 1-2,President,,490,IND,Monica Moorehead & Lamont Lilly,0
Adams,Town Of Big Flats Ward 1-2,President,,490,IND,Rocky Roque De La Fuente & Michael Steinberg,0
Adams,Town Of Big Flats Ward 1-2,President,,490,IND,Cherunda Fox & Roger Kushner (Write-In),0
Adams,Town Of Big Flats Ward 1-2,President,,490,IND,Evan McMullin & Nathan Johnson (Write-In),0
Adams,Town Of Big Flats Ward 1-2,President,,490,IND,Michael A. Maturen & Juan Munoz (Write-In),0
Adams,Town Of Big Flats Ward 1-2,President,,490,IND,Marshall Schoenke & James Creighton Mitchell Jr. (Write-In),0
Adams,Town Of Big Flats Ward 1-2,President,,490,IND,Chris Keniston & Deacon Taylor (Write-In),0
Adams,Town Of Big Flats Ward 1-2,President,,490,IND,Laurence Kotlikoff & Edward E. Leamer (Write-In),0
Adams,Town Of Big Flats Ward 1-2,President,,490,IND,Tom Hoefling & Steve Schulin (Write-In),0
Adams,Town Of Big Flats Ward 1-2,President,,490,IND,Joseph Maldonado (Write-In),0
Adams,Town Of Big Flats Ward 1-2,President,,490,IND,Emidio Soltysik & Angela Nicole Walker (Write-In),0
Adams,Town Of Big Flats Ward 1-2,President,,490,,Scattering,3
Adams,Town Of Colburn Ward 1,President,,130,REP,Donald J. Trump & Michael R. Pence,85
Adams,Town Of Colburn Ward 1,President,,130,DEM,Hillary Clinton & Tim Kaine,42
