county,ward,office,district,total votes,party,candidate,votes
Milwaukee,"Village Of Bayside Wards 1,1S,3,3S",Court Of Appeals,1,433,NP,Joan F. Kessler,427
Milwaukee,"Village Of Bayside Wards 1,1S,3,3S",Court Of Appeals,1,433,,Scattering,6
Milwaukee,"Village Of Bayside Wards 2,4",Court Of Appeals,1,522,NP,Joan F. Kessler,514
Milwaukee,"Village Of Bayside Wards 2,4",Court Of Appeals,1,522,,Scattering,8
Milwaukee,Village Of Bayside Ward 5,Court Of Appeals,1,259,NP,Joan F. Kessler,255
Milwaukee,Village Of Bayside Ward 5,Court Of Appeals,1,259,,Scattering,4
Milwaukee,Village Of Brown Deer Wards 1-2,Court Of Appeals,1,1079,NP,Joan F. Kessler,1065
Milwaukee,Village Of Brown Deer Wards 1-2,Court Of Appeals,1,1079,,Scattering,14
Milwaukee,Village Of Brown Deer Wards 3-4,Court Of Appeals,1,982,NP,Joan F. Kessler,971
Milwaukee,Village Of Brown Deer Wards 3-4,Court Of Appeals,1,982,,Scattering,11
Milwaukee,Village Of Brown Deer Wards 5-6,Court Of Appeals,1,979,NP,Joan F. Kessler,973
Milwaukee,Village Of Brown Deer Wards 5-6,Court Of Appeals,1,979,,Scattering,6
Milwaukee,Village Of Fox Point Wards 1-4,Court Of Appeals,1,889,NP,Joan F. Kessler,884
Milwaukee,Village Of Fox Point Wards 1-4,Court Of Appeals,1,889,,Scattering,5
Milwaukee,Village Of Fox Point Wards 5-9,Court Of Appeals,1,1086,NP,Joan F. Kessler,1076
Milwaukee,Village Of Fox Point Wards 5-9,Court Of Appeals,1,1086,,Scattering,10
Milwaukee,Village Of Greendale Ward 1-2,Court Of Appeals,1,726,NP,Joan F. Kessler,721
Milwaukee,Village Of Greendale Ward 1-2,Court Of Appeals,1,726,,Scattering,5
Milwaukee,Village Of Greendale Ward 3-4,Court Of Appeals,1,749,NP,Joan F. Kessler,747
Milwaukee,Village Of Greendale Ward 3-4,Court Of Appeals,1,749,,Scattering,2
Milwaukee,Village Of Greendale Ward 5-6,Court Of Appeals,1,709,NP,Joan F. Kessler,703
Milwaukee,Village Of Greendale Ward 5-6,Court Of Appeals,1,709,,Scattering,6
Milwaukee,Village Of Greendale Ward 7-8,Court Of Appeals,1,760,NP,Joan F. Kessler,751
Milwaukee,Village Of Greendale Ward 7-8,Court Of Appeals,1,760,,Scattering,9
Milwaukee,Village Of Greendale Ward 9-10,Court Of Appeals,1,850,NP,Joan F. Kessler,845
Milwaukee,Village Of Greendale Ward 9-10,Court Of Appeals,1,850,,Scattering,5
Milwaukee,Village Of Hales Corners Ward 1-3,Court Of Appeals,1,652,NP,Joan F. Kessler,647
Milwaukee,Village Of Hales Corners Ward 1-3,Court Of Appeals,1,652,,Scattering,5
Milwaukee,Village Of Hales Corners Ward 4-6,Court Of Appeals,1,598,NP,Joan F. Kessler,593
Milwaukee,Village Of Hales Corners Ward 4-6,Court Of Appeals,1,598,,Scattering,5
Milwaukee,Village Of Hales Corners Ward 7-9,Court Of Appeals,1,503,NP,Joan F. Kessler,501
Milwaukee,Village Of Hales Corners Ward 7-9,Court Of Appeals,1,503,,Scattering,2
Milwaukee,Village Of River Hills Ward 1,Court Of Appeals,1,59,NP,Joan F. Kessler,58
Milwaukee,Village Of River Hills Ward 1,Court Of Appeals,1,59,,Scattering,1
Milwaukee,Village Of River Hills Ward 2,Court Of Appeals,1,194,NP,Joan F. Kessler,194
Milwaukee,Village Of River Hills Ward 2,Court Of Appeals,1,194,,Scattering,0
Milwaukee,Village Of River Hills Ward 3,Court Of Appeals,1,181,NP,Joan F. Kessler,181
Milwaukee,Village Of River Hills Ward 3,Court Of Appeals,1,181,,Scattering,0
Milwaukee,Village Of Shorewood Ward 1-4,Court Of Appeals,1,1309,NP,Joan F. Kessler,1292
Milwaukee,Village Of Shorewood Ward 1-4,Court Of Appeals,1,1309,,Scattering,17
Milwaukee,Village Of Shorewood Ward 5-8,Court Of Appeals,1,1135,NP,Joan F. Kessler,1121
Milwaukee,Village Of Shorewood Ward 5-8,Court Of Appeals,1,1135,,Scattering,14
Milwaukee,Village Of Shorewood Ward 9-12,Court Of Appeals,1,1133,NP,Joan F. Kessler,1119
Milwaukee,Village Of Shorewood Ward 9-12,Court Of Appeals,1,1133,,Scattering,14
Milwaukee,"Village Of West Milwaukee Ward 1-2,5",Court Of Appeals,1,279,NP,Joan F. Kessler,278
Milwaukee,"Village Of West Milwaukee Ward 1-2,5",Court Of Appeals,1,279,,Scattering,1
Milwaukee,"Village Of West Milwaukee Ward 3-4,6",Court Of Appeals,1,337,NP,Joan F. Kessler,330
Milwaukee,"Village Of West Milwaukee Ward 3-4,6",Court Of Appeals,1,337,,Scattering,7
