county,ward,office,district,totalvotes,party,candidate,votes
Adams,Town Of Adams Wards 1 & 2,Governor,,433,DEM,Tom Barrett & Tom Nelson,208
Adams,Town Of Adams Wards 1 & 2,Governor,,433,REP,Scott Walker & Rebecca Kleefisch,214
Adams,Town Of Adams Wards 1 & 2,Governor,,433,LIB,No Candidate & Terry Virgil,1
Adams,Town Of Adams Wards 1 & 2,Governor,,433,NA,James James & No Candidate,2
Adams,Town Of Adams Wards 1 & 2,Governor,,433,IND,Jim Langer & No Candidate,6
Adams,Town Of Adams Wards 1 & 2,Governor,,433,IND,Leslie Ervin Smetak & David Myron Smetak (Write-In),0
Adams,Town Of Adams Wards 1 & 2,Governor,,433,IND,Patricia Messicci & No Candidate (Write-In),0
Adams,Town Of Adams Wards 1 & 2,Governor,,433,IND,Hari Trivedi & No Candidate (Write-In),0
Adams,Town Of Adams Wards 1 & 2,Governor,,433,,Scattering,2
Adams,Town Of Big Flats Ward 1,Governor,,444,DEM,Tom Barrett & Tom Nelson,244
Adams,Town Of Big Flats Ward 1,Governor,,444,REP,Scott Walker & Rebecca Kleefisch,200
Adams,Town Of Big Flats Ward 1,Governor,,444,LIB,No Candidate & Terry Virgil,0
Adams,Town Of Big Flats Ward 1,Governor,,444,NA,James James & No Candidate,0
Adams,Town Of Big Flats Ward 1,Governor,,444,IND,Jim Langer & No Candidate,0
Adams,Town Of Big Flats Ward 1,Governor,,444,IND,Leslie Ervin Smetak & David Myron Smetak (Write-In),0
Adams,Town Of Big Flats Ward 1,Governor,,444,IND,Patricia Messicci & No Candidate (Write-In),0
Adams,Town Of Big Flats Ward 1,Governor,,444,IND,Hari Trivedi & No Candidate (Write-In),0
Adams,Town Of Big Flats Ward 1,Governor,,444,,Scattering,0
Adams,Town Of Colburn Ward 1,Governor,,97,DEM,Tom Barrett & Tom Nelson,44
Adams,Town Of Colburn Ward 1,Governor,,97,REP,Scott Walker & Rebecca Kleefisch,50
Adams,Town Of Colburn Ward 1,Governor,,97,LIB,No Candidate & Terry Virgil,2
Adams,Town Of Colburn Ward 1,Governor,,97,NA,James James & No Candidate,0
Adams,Town Of Colburn Ward 1,Governor,,97,IND,Jim Langer & No Candidate,1
Adams,Town Of Colburn Ward 1,Governor,,97,IND,Leslie Ervin Smetak & David Myron Smetak (Write-In),0
Adams,Town Of Colburn Ward 1,Governor,,97,IND,Patricia Messicci & No Candidate (Write-In),0
Adams,Town Of Colburn Ward 1,Governor,,97,IND,Hari Trivedi & No Candidate (Write-In),0
Adams,Town Of Colburn Ward 1,Governor,,97,,Scattering,0
Adams,Town Of Dell Prairie Wards 1 & 2,Governor,,518,DEM,Tom Barrett & Tom Nelson,224
Adams,Town Of Dell Prairie Wards 1 & 2,Governor,,518,REP,Scott Walker & Rebecca Kleefisch,281
Adams,Town Of Dell Prairie Wards 1 & 2,Governor,,518,LIB,No Candidate & Terry Virgil,4
Adams,Town Of Dell Prairie Wards 1 & 2,Governor,,518,NA,James James & No Candidate,4
Adams,Town Of Dell Prairie Wards 1 & 2,Governor,,518,IND,Jim Langer & No Candidate,5
Adams,Town Of Dell Prairie Wards 1 & 2,Governor,,518,IND,Leslie Ervin Smetak & David Myron Smetak (Write-In),0
Adams,Town Of Dell Prairie Wards 1 & 2,Governor,,518,IND,Patricia Messicci & No Candidate (Write-In),0
Adams,Town Of Dell Prairie Wards 1 & 2,Governor,,518,IND,Hari Trivedi & No Candidate (Write-In),0
Adams,Town Of Dell Prairie Wards 1 & 2,Governor,,518,,Scattering,0
Adams,Town Of Easton Wards 1 & 2,Governor,,322,DEM,Tom Barrett & Tom Nelson,148
Adams,Town Of Easton Wards 1 & 2,Governor,,322,REP,Scott Walker & Rebecca Kleefisch,170
