county,ward,office,district,total votes,party,candidate,votes
Dane,Town Of Dane Ward 1,State Assembly,42,43,REP,Spencer Zimmerman,0
Dane,Town Of Dane Ward 1,State Assembly,42,43,REP,Colleen J. Locke-Murphy,1
Dane,Town Of Dane Ward 1,State Assembly,42,43,REP,Scattering,0
Dane,Village Of Dane Ward 1,State Assembly,42,42,REP,Jon Plumer,40
Dane,Village Of Dane Ward 1,State Assembly,42,42,REP,Darren W. Schroeder,1
Dane,Village Of Dane Ward 1,State Assembly,42,42,REP,Spencer Zimmerman,1
Dane,Village Of Dane Ward 1,State Assembly,42,42,REP,Colleen J. Locke-Murphy,0
Dane,Village Of Dane Ward 1,State Assembly,42,42,REP,Scattering,0
Dane,"Village Of Deforest Wards 2,21",State Assembly,42,8,REP,Jon Plumer,7
Dane,"Village Of Deforest Wards 2,21",State Assembly,42,8,REP,Darren W. Schroeder,0
Dane,"Village Of Deforest Wards 2,21",State Assembly,42,8,REP,Spencer Zimmerman,1
Dane,"Village Of Deforest Wards 2,21",State Assembly,42,8,REP,Colleen J. Locke-Murphy,0
Dane,"Village Of Deforest Wards 2,21",State Assembly,42,8,REP,Scattering,0
Dane,"Village Of Deforest Wards 11,20",State Assembly,42,12,REP,Jon Plumer,11
Dane,"Village Of Deforest Wards 11,20",State Assembly,42,12,REP,Darren W. Schroeder,0
Dane,"Village Of Deforest Wards 11,20",State Assembly,42,12,REP,Spencer Zimmerman,1
Dane,"Village Of Deforest Wards 11,20",State Assembly,42,12,REP,Colleen J. Locke-Murphy,0
Dane,"Village Of Deforest Wards 11,20",State Assembly,42,12,REP,Scattering,0
Dane,Village Of Windsor Wards 1-2,State Assembly,42,15,REP,Jon Plumer,13
Dane,Village Of Windsor Wards 1-2,State Assembly,42,15,REP,Darren W. Schroeder,2
Dane,Village Of Windsor Wards 1-2,State Assembly,42,15,REP,Spencer Zimmerman,0
Dane,Village Of Windsor Wards 1-2,State Assembly,42,15,REP,Colleen J. Locke-Murphy,0
Dane,Village Of Windsor Wards 1-2,State Assembly,42,15,REP,Scattering,0
Dodge,Town Of Burnett Wards 1-2,State Assembly,42,32,REP,Jon Plumer,21
Dodge,Town Of Burnett Wards 1-2,State Assembly,42,32,REP,Darren W. Schroeder,4
Dodge,Town Of Burnett Wards 1-2,State Assembly,42,32,REP,Spencer Zimmerman,3
Dodge,Town Of Burnett Wards 1-2,State Assembly,42,32,REP,Colleen J. Locke-Murphy,4
Dodge,Town Of Burnett Wards 1-2,State Assembly,42,32,REP,Scattering,0
Dodge,Town Of Calamus Wards 1-2,State Assembly,42,28,REP,Jon Plumer,17
Dodge,Town Of Calamus Wards 1-2,State Assembly,42,28,REP,Darren W. Schroeder,8
Dodge,Town Of Calamus Wards 1-2,State Assembly,42,28,REP,Spencer Zimmerman,1
Dodge,Town Of Calamus Wards 1-2,State Assembly,42,28,REP,Colleen J. Locke-Murphy,2
Dodge,Town Of Calamus Wards 1-2,State Assembly,42,28,REP,Scattering,0
Dodge,Town Of Chester Wards 1-2,State Assembly,42,18,REP,Jon Plumer,16
Dodge,Town Of Chester Wards 1-2,State Assembly,42,18,REP,Darren W. Schroeder,0
Dodge,Town Of Chester Wards 1-2,State Assembly,42,18,REP,Spencer Zimmerman,1
Dodge,Town Of Chester Wards 1-2,State Assembly,42,18,REP,Colleen J. Locke-Murphy,1
Dodge,Town Of Chester Wards 1-2,State Assembly,42,18,REP,Scattering,0
Dodge,Town Of Fox Lake Wards 1-4,State Assembly,42,32,REP,Jon Plumer,25
Dodge,Town Of Fox Lake Wards 1-4,State Assembly,42,32,REP,Darren W. Schroeder,6
Dodge,Town Of Fox Lake Wards 1-4,State Assembly,42,32,REP,Spencer Zimmerman,0
Dodge,Town Of Fox Lake Wards 1-4,State Assembly,42,32,REP,Colleen J. Locke-Murphy,1
Dodge,Town Of Fox Lake Wards 1-4,State Assembly,42,32,REP,Scattering,0
Dodge,Town Of Trenton Wards 1-2,State Assembly,42,30,REP,Jon Plumer,22
Dodge,Town Of Trenton Wards 1-2,State Assembly,42,30,REP,Darren W. Schroeder,6
Dodge,Town Of Trenton Wards 1-2,State Assembly,42,30,REP,Spencer Zimmerman,0
Dodge,Town Of Trenton Wards 1-2,State Assembly,42,30,REP,Colleen J. Locke-Murphy,2
Dodge,Town Of Trenton Wards 1-2,State Assembly,42,30,REP,Scattering,0
Dodge,Town Of Westford Wards 1-2,State Assembly,42,35,REP,Jon Plumer,22
Dodge,Town Of Westford Wards 1-2,State Assembly,42,35,REP,Darren W. Schroeder,6
Dodge,Town Of Westford Wards 1-2,State Assembly,42,35,REP,Spencer Zimmerman,4
Dodge,Town Of Westford Wards 1-2,State Assembly,42,35,REP,Colleen J. Locke-Murphy,3
Dodge,Town Of Westford Wards 1-2,State Assembly,42,35,REP,Scattering,0
Dodge,Village Of Randolph Wards 1-2,State Assembly,42,28,REP,Jon Plumer,25
Dodge,Village Of Randolph Wards 1-2,State Assembly,42,28,REP,Darren W. Schroeder,0
Dodge,Village Of Randolph Wards 1-2,State Assembly,42,28,REP,Spencer Zimmerman,2
Dodge,Village Of Randolph Wards 1-2,State Assembly,42,28,REP,Colleen J. Locke-Murphy,1
Dodge,Village Of Randolph Wards 1-2,State Assembly,42,28,REP,Scattering,0
Dodge,City Of Fox Lake Wards 1-3,State Assembly,42,23,REP,Jon Plumer,17
Dodge,City Of Fox Lake Wards 1-3,State Assembly,42,23,REP,Darren W. Schroeder,1
Dodge,City Of Fox Lake Wards 1-3,State Assembly,42,23,REP,Spencer Zimmerman,4
Dodge,City Of Fox Lake Wards 1-3,State Assembly,42,23,REP,Colleen J. Locke-Murphy,1
Dodge,City Of Fox Lake Wards 1-3,State Assembly,42,23,REP,Scattering,0
Dodge,City Of Waupun Wards 13-14,State Assembly,42,0,REP,Jon Plumer,0
Dodge,City Of Waupun Wards 13-14,State Assembly,42,0,REP,Darren W. Schroeder,0
Dodge,City Of Waupun Wards 13-14,State Assembly,42,0,REP,Spencer Zimmerman,0
Dodge,City Of Waupun Wards 13-14,State Assembly,42,0,REP,Colleen J. Locke-Murphy,0
Dodge,City Of Waupun Wards 13-14,State Assembly,42,0,REP,Scattering,0
Fond Du Lac,Town Of Alto Wards 1-2,State Assembly,42,43,REP,Jon Plumer,40
Fond Du Lac,Town Of Alto Wards 1-2,State Assembly,42,43,REP,Darren W. Schroeder,3
Fond Du Lac,Town Of Alto Wards 1-2,State Assembly,42,43,REP,Spencer Zimmerman,0
Fond Du Lac,Town Of Alto Wards 1-2,State Assembly,42,43,REP,Colleen J. Locke-Murphy,0
Fond Du Lac,Town Of Alto Wards 1-2,State Assembly,42,43,REP,Scattering,0
Fond Du Lac,Town Of Metomen Wards 1-2,State Assembly,42,23,REP,Jon Plumer,18
Fond Du Lac,Town Of Metomen Wards 1-2,State Assembly,42,23,REP,Darren W. Schroeder,1
Fond Du Lac,Town Of Metomen Wards 1-2,State Assembly,42,23,REP,Spencer Zimmerman,2
Fond Du Lac,Town Of Metomen Wards 1-2,State Assembly,42,23,REP,Colleen J. Locke-Murphy,2
Fond Du Lac,Town Of Metomen Wards 1-2,State Assembly,42,23,REP,Scattering,0
Fond Du Lac,Village Of Brandon Ward 1,State Assembly,42,24,REP,Jon Plumer,14
Fond Du Lac,Village Of Brandon Ward 1,State Assembly,42,24,REP,Darren W. Schroeder,2
Fond Du Lac,Village Of Brandon Ward 1,State Assembly,42,24,REP,Spencer Zimmerman,6
Fond Du Lac,Village Of Brandon Ward 1,State Assembly,42,24,REP,Colleen J. Locke-Murphy,2
Fond Du Lac,Village Of Brandon Ward 1,State Assembly,42,24,REP,Scattering,0
Fond Du Lac,Village Of Fairwater Ward 1,State Assembly,42,9,REP,Jon Plumer,7
Fond Du Lac,Village Of Fairwater Ward 1,State Assembly,42,9,REP,Darren W. Schroeder,0
Fond Du Lac,Village Of Fairwater Ward 1,State Assembly,42,9,REP,Spencer Zimmerman,2
Fond Du Lac,Village Of Fairwater Ward 1,State Assembly,42,9,REP,Colleen J. Locke-Murphy,0
Fond Du Lac,Village Of Fairwater Ward 1,State Assembly,42,9,REP,Scattering,0
Fond Du Lac,City Of Waupun Ward 9B,State Assembly,42,0,REP,Jon Plumer,0
Fond Du Lac,City Of Waupun Ward 9B,State Assembly,42,0,REP,Darren W. Schroeder,0
Fond Du Lac,City Of Waupun Ward 9B,State Assembly,42,0,REP,Spencer Zimmerman,0
Fond Du Lac,City Of Waupun Ward 9B,State Assembly,42,0,REP,Colleen J. Locke-Murphy,0
Fond Du Lac,City Of Waupun Ward 9B,State Assembly,42,0,REP,Scattering,0
Green Lake,Town Of Kingston Wards 1-2,State Assembly,42,27,REP,Jon Plumer,26
Green Lake,Town Of Kingston Wards 1-2,State Assembly,42,27,REP,Darren W. Schroeder,0
Green Lake,Town Of Kingston Wards 1-2,State Assembly,42,27,REP,Spencer Zimmerman,0
Green Lake,Town Of Kingston Wards 1-2,State Assembly,42,27,REP,Colleen J. Locke-Murphy,1
Green Lake,Town Of Kingston Wards 1-2,State Assembly,42,27,REP,Scattering,0
Green Lake,Town Of Manchester Ward 1,State Assembly,42,28,REP,Jon Plumer,22
Green Lake,Town Of Manchester Ward 1,State Assembly,42,28,REP,Darren W. Schroeder,3
Green Lake,Town Of Manchester Ward 1,State Assembly,42,28,REP,Spencer Zimmerman,0
Green Lake,Town Of Manchester Ward 1,State Assembly,42,28,REP,Colleen J. Locke-Murphy,3
Green Lake,Town Of Manchester Ward 1,State Assembly,42,28,REP,Scattering,0
Green Lake,Village Of Kingston Ward 1,State Assembly,42,15,REP,Jon Plumer,14
Green Lake,Village Of Kingston Ward 1,State Assembly,42,15,REP,Darren W. Schroeder,0
Green Lake,Village Of Kingston Ward 1,State Assembly,42,15,REP,Spencer Zimmerman,0
Green Lake,Village Of Kingston Ward 1,State Assembly,42,15,REP,Colleen J. Locke-Murphy,1
Green Lake,Village Of Kingston Ward 1,State Assembly,42,15,REP,Scattering,0
Marquette,Town Of Buffalo Wards 1-2,State Assembly,42,27,REP,Jon Plumer,19
Marquette,Town Of Buffalo Wards 1-2,State Assembly,42,27,REP,Darren W. Schroeder,3
Marquette,Town Of Buffalo Wards 1-2,State Assembly,42,27,REP,Spencer Zimmerman,2
Marquette,Town Of Buffalo Wards 1-2,State Assembly,42,27,REP,Colleen J. Locke-Murphy,3
Marquette,Town Of Buffalo Wards 1-2,State Assembly,42,27,REP,Scattering,0
Marquette,Town Of Douglas Ward 1,State Assembly,42,38,REP,Jon Plumer,25
Marquette,Town Of Douglas Ward 1,State Assembly,42,38,REP,Darren W. Schroeder,3
Marquette,Town Of Douglas Ward 1,State Assembly,42,38,REP,Spencer Zimmerman,8
Marquette,Town Of Douglas Ward 1,State Assembly,42,38,REP,Colleen J. Locke-Murphy,2
Marquette,Town Of Douglas Ward 1,State Assembly,42,38,REP,Scattering,0
Marquette,Town Of Moundville Wards 1-2,State Assembly,42,27,REP,Jon Plumer,9
Marquette,Town Of Moundville Wards 1-2,State Assembly,42,27,REP,Darren W. Schroeder,12
Marquette,Town Of Moundville Wards 1-2,State Assembly,42,27,REP,Spencer Zimmerman,2
Marquette,Town Of Moundville Wards 1-2,State Assembly,42,27,REP,Colleen J. Locke-Murphy,4
Marquette,Town Of Moundville Wards 1-2,State Assembly,42,27,REP,Scattering,0
Marquette,Village Of Endeavor Ward 1,State Assembly,42,15,REP,Jon Plumer,13
Marquette,Village Of Endeavor Ward 1,State Assembly,42,15,REP,Darren W. Schroeder,0
Marquette,Village Of Endeavor Ward 1,State Assembly,42,15,REP,Spencer Zimmerman,2
Marquette,Village Of Endeavor Ward 1,State Assembly,42,15,REP,Colleen J. Locke-Murphy,0
Marquette,Village Of Endeavor Ward 1,State Assembly,42,15,REP,Scattering,0
Columbia,Town Of Arlington Ward 1,State Assembly,42,14,DEM,Ann Groves Lloyd,14
Columbia,Town Of Arlington Ward 1,State Assembly,42,14,DEM,Scattering,0
Columbia,Town Of Columbus Ward 1,State Assembly,42,2,DEM,Ann Groves Lloyd,2
Columbia,Town Of Columbus Ward 1,State Assembly,42,2,DEM,Scattering,0
Columbia,Town Of Courtland Ward 1,State Assembly,42,6,DEM,Ann Groves Lloyd,6
Columbia,Town Of Courtland Ward 1,State Assembly,42,6,DEM,Scattering,0
Columbia,Town Of Dekorra Wards 1-3,State Assembly,42,30,DEM,Ann Groves Lloyd,30
Columbia,Town Of Dekorra Wards 1-3,State Assembly,42,30,DEM,Scattering,0
Columbia,Town Of Fort Winnebago Ward 1,State Assembly,42,5,DEM,Ann Groves Lloyd,5
Columbia,Town Of Fort Winnebago Ward 1,State Assembly,42,5,DEM,Scattering,0
Columbia,Town Of Fountain Prairie Wards 1-2,State Assembly,42,8,DEM,Ann Groves Lloyd,8
Columbia,Town Of Fountain Prairie Wards 1-2,State Assembly,42,8,DEM,Scattering,0
Columbia,Town Of Hampden Ward 1,State Assembly,42,5,DEM,Ann Groves Lloyd,5
Columbia,Town Of Hampden Ward 1,State Assembly,42,5,DEM,Scattering,0
Columbia,Town Of Leeds Wards 1-2,State Assembly,42,4,DEM,Ann Groves Lloyd,4
Columbia,Town Of Leeds Wards 1-2,State Assembly,42,4,DEM,Scattering,0
Columbia,Town Of Lodi Wards 1-5,State Assembly,42,84,DEM,Ann Groves Lloyd,84
Columbia,Town Of Lodi Wards 1-5,State Assembly,42,84,DEM,Scattering,0
Columbia,Town Of Lowville Wards 1-2,State Assembly,42,18,DEM,Ann Groves Lloyd,18
Columbia,Town Of Lowville Wards 1-2,State Assembly,42,18,DEM,Scattering,0
Columbia,Town Of Marcellon Wards 1-2,State Assembly,42,16,DEM,Ann Groves Lloyd,16
Columbia,Town Of Marcellon Wards 1-2,State Assembly,42,16,DEM,Scattering,0
Columbia,Town Of Otsego Ward 1,State Assembly,42,15,DEM,Ann Groves Lloyd,15
Columbia,Town Of Otsego Ward 1,State Assembly,42,15,DEM,Scattering,0
Columbia,Town Of Pacific Wards 1-4,State Assembly,42,37,DEM,Ann Groves Lloyd,37
Columbia,Town Of Pacific Wards 1-4,State Assembly,42,37,DEM,Scattering,0
