county,ward,office,district,totalvotes,party,candidate,votes
Adams,Town Of Adams Wards 1-3,Governor,,54,DEM,Mary Burke,49
Adams,Town Of Adams Wards 1-3,Governor,,54,DEM,Brett Hulsey,4
Adams,Town Of Adams Wards 1-3,Governor,,54,DEM,Scattering,1
Adams,Town Of Big Flats Wards 1 & 2,Governor,,48,DEM,Mary Burke,36
Adams,Town Of Big Flats Wards 1 & 2,Governor,,48,DEM,Brett Hulsey,12
Adams,Town Of Big Flats Wards 1 & 2,Governor,,48,DEM,Scattering,0
Adams,Town Of Colburn Ward 1,Governor,,13,DEM,Mary Burke,10
Adams,Town Of Colburn Ward 1,Governor,,13,DEM,Brett Hulsey,3
Adams,Town Of Colburn Ward 1,Governor,,13,DEM,Scattering,0
Adams,Town Of Dell Prairie Wards 1-3,Governor,,53,DEM,Mary Burke,47
Adams,Town Of Dell Prairie Wards 1-3,Governor,,53,DEM,Brett Hulsey,6
Adams,Town Of Dell Prairie Wards 1-3,Governor,,53,DEM,Scattering,0
Adams,Town Of Easton Wards 1 & 2,Governor,,49,DEM,Mary Burke,42
Adams,Town Of Easton Wards 1 & 2,Governor,,49,DEM,Brett Hulsey,7
Adams,Town Of Easton Wards 1 & 2,Governor,,49,DEM,Scattering,0
Adams,Town Of Jackson Wards 1 & 2,Governor,,55,DEM,Mary Burke,49
Adams,Town Of Jackson Wards 1 & 2,Governor,,55,DEM,Brett Hulsey,6
Adams,Town Of Jackson Wards 1 & 2,Governor,,55,DEM,Scattering,0
Adams,Town Of Leola Ward 1,Governor,,8,DEM,Mary Burke,6
Adams,Town Of Leola Ward 1,Governor,,8,DEM,Brett Hulsey,2
Adams,Town Of Leola Ward 1,Governor,,8,DEM,Scattering,0
Adams,Town Of Lincoln Ward 1,Governor,,18,DEM,Mary Burke,15
Adams,Town Of Lincoln Ward 1,Governor,,18,DEM,Brett Hulsey,3
Adams,Town Of Lincoln Ward 1,Governor,,18,DEM,Scattering,0
Adams,Town Of Monroe Ward 1,Governor,,28,DEM,Mary Burke,20
Adams,Town Of Monroe Ward 1,Governor,,28,DEM,Brett Hulsey,8
Adams,Town Of Monroe Ward 1,Governor,,28,DEM,Scattering,0
Adams,Town Of New Chester Ward 1-3,Governor,,50,DEM,Mary Burke,42
Adams,Town Of New Chester Ward 1-3,Governor,,50,DEM,Brett Hulsey,8
Adams,Town Of New Chester Ward 1-3,Governor,,50,DEM,Scattering,0
Adams,Town Of New Haven Ward 1,Governor,,39,DEM,Mary Burke,39
Adams,Town Of New Haven Ward 1,Governor,,39,DEM,Brett Hulsey,0
Adams,Town Of New Haven Ward 1,Governor,,39,DEM,Scattering,0
Adams,Town Of Preston Wards 1 & 2,Governor,,82,DEM,Mary Burke,77
Adams,Town Of Preston Wards 1 & 2,Governor,,82,DEM,Brett Hulsey,5
