county,ward,office,district,total votes,party,candidate,votes
Adams,Town Of Adams Wards 1-3,Supreme Court,,229,NP,Brian Hagedorn,128
Adams,Town Of Adams Wards 1-3,Supreme Court,,229,NP,Lisa Neubauer,101
Adams,Town Of Adams Wards 1-3,Supreme Court,,229,,Scattering,0
Adams,Town Of Big Flats Wards 1-2,Supreme Court,,227,NP,Brian Hagedorn,114
Adams,Town Of Big Flats Wards 1-2,Supreme Court,,227,NP,Lisa Neubauer,113
Adams,Town Of Big Flats Wards 1-2,Supreme Court,,227,,Scattering,0
Adams,Town Of Colburn Ward 1,Supreme Court,,38,NP,Brian Hagedorn,20
Adams,Town Of Colburn Ward 1,Supreme Court,,38,NP,Lisa Neubauer,18
Adams,Town Of Colburn Ward 1,Supreme Court,,38,,Scattering,0
Adams,Town Of Dell Prairie Wards 1-3,Supreme Court,,246,NP,Brian Hagedorn,119
Adams,Town Of Dell Prairie Wards 1-3,Supreme Court,,246,NP,Lisa Neubauer,127
Adams,Town Of Dell Prairie Wards 1-3,Supreme Court,,246,,Scattering,0
Adams,Town Of Easton Wards 1-2,Supreme Court,,217,NP,Brian Hagedorn,141
Adams,Town Of Easton Wards 1-2,Supreme Court,,217,NP,Lisa Neubauer,76
Adams,Town Of Easton Wards 1-2,Supreme Court,,217,,Scattering,0
Adams,Town Of Jackson Wards 1-2,Supreme Court,,241,NP,Brian Hagedorn,141
Adams,Town Of Jackson Wards 1-2,Supreme Court,,241,NP,Lisa Neubauer,100
Adams,Town Of Jackson Wards 1-2,Supreme Court,,241,,Scattering,0
Adams,Town Of Leola Ward 1,Supreme Court,,70,NP,Brian Hagedorn,49
Adams,Town Of Leola Ward 1,Supreme Court,,70,NP,Lisa Neubauer,21
Adams,Town Of Leola Ward 1,Supreme Court,,70,,Scattering,0
Adams,Town Of Lincoln Ward 1,Supreme Court,,77,NP,Brian Hagedorn,43
Adams,Town Of Lincoln Ward 1,Supreme Court,,77,NP,Lisa Neubauer,34
Adams,Town Of Lincoln Ward 1,Supreme Court,,77,,Scattering,0
Adams,Town Of Monroe Ward 1,Supreme Court,,106,NP,Brian Hagedorn,72
Adams,Town Of Monroe Ward 1,Supreme Court,,106,NP,Lisa Neubauer,33
Adams,Town Of Monroe Ward 1,Supreme Court,,106,,Scattering,1
Adams,Town Of New Chester Wards 1-3,Supreme Court,,145,NP,Brian Hagedorn,75
Adams,Town Of New Chester Wards 1-3,Supreme Court,,145,NP,Lisa Neubauer,70
Adams,Town Of New Chester Wards 1-3,Supreme Court,,145,,Scattering,0
Adams,Town Of New Haven Ward 1,Supreme Court,,146,NP,Brian Hagedorn,70
Adams,Town Of New Haven Ward 1,Supreme Court,,146,NP,Lisa Neubauer,76
Adams,Town Of New Haven Ward 1,Supreme Court,,146,,Scattering,0
Adams,Town Of Preston Wards 1-2,Supreme Court,,263,NP,Brian Hagedorn,139
Adams,Town Of Preston Wards 1-2,Supreme Court,,263,NP,Lisa Neubauer,124
Adams,Town Of Preston Wards 1-2,Supreme Court,,263,,Scattering,0
Adams,Town Of Quincy Wards 1-3,Supreme Court,,408,NP,Brian Hagedorn,222
Adams,Town Of Quincy Wards 1-3,Supreme Court,,408,NP,Lisa Neubauer,186
Adams,Town Of Quincy Wards 1-3,Supreme Court,,408,,Scattering,0
Adams,Town Of Richfield Ward 1,Supreme Court,,41,NP,Brian Hagedorn,29
Adams,Town Of Richfield Ward 1,Supreme Court,,41,NP,Lisa Neubauer,12
Adams,Town Of Richfield Ward 1,Supreme Court,,41,,Scattering,0
Adams,Town Of Rome Wards 1-5,Supreme Court,,989,NP,Brian Hagedorn,570
Adams,Town Of Rome Wards 1-5,Supreme Court,,989,NP,Lisa Neubauer,419
Adams,Town Of Rome Wards 1-5,Supreme Court,,989,,Scattering,0
Adams,Town Of Springville Wards 1-2,Supreme Court,,246,NP,Brian Hagedorn,141
Adams,Town Of Springville Wards 1-2,Supreme Court,,246,NP,Lisa Neubauer,105
Adams,Town Of Springville Wards 1-2,Supreme Court,,246,,Scattering,0
Adams,Town Of Strongs Prairie Wards 1-3,Supreme Court,,241,NP,Brian Hagedorn,139
Adams,Town Of Strongs Prairie Wards 1-3,Supreme Court,,241,NP,Lisa Neubauer,102
Adams,Town Of Strongs Prairie Wards 1-3,Supreme Court,,241,,Scattering,0
Adams,Village Of Friendship Ward 1,Supreme Court,,123,NP,Brian Hagedorn,61
Adams,Village Of Friendship Ward 1,Supreme Court,,123,NP,Lisa Neubauer,62
Adams,Village Of Friendship Ward 1,Supreme Court,,123,,Scattering,0
Adams,City Of Adams Ward 1,Supreme Court,,66,NP,Brian Hagedorn,37
Adams,City Of Adams Ward 1,Supreme Court,,66,NP,Lisa Neubauer,29
Adams,City Of Adams Ward 1,Supreme Court,,66,,Scattering,0
Adams,City Of Adams Ward 2,Supreme Court,,94,NP,Brian Hagedorn,45
Adams,City Of Adams Ward 2,Supreme Court,,94,NP,Lisa Neubauer,49
Adams,City Of Adams Ward 2,Supreme Court,,94,,Scattering,0
Adams,City Of Adams Wards 3-4,Supreme Court,,97,NP,Brian Hagedorn,46
Adams,City Of Adams Wards 3-4,Supreme Court,,97,NP,Lisa Neubauer,51
Adams,City Of Adams Wards 3-4,Supreme Court,,97,,Scattering,0
Adams,"City Of Wisconsin Dells Wards 5,9",Supreme Court,,3,NP,Brian Hagedorn,0
Adams,"City Of Wisconsin Dells Wards 5,9",Supreme Court,,3,NP,Lisa Neubauer,3
Adams,"City Of Wisconsin Dells Wards 5,9",Supreme Court,,3,,Scattering,0
Ashland,Town Of Agenda Ward 1,Supreme Court,,108,NP,Brian Hagedorn,62
Ashland,Town Of Agenda Ward 1,Supreme Court,,108,NP,Lisa Neubauer,46
Ashland,Town Of Agenda Ward 1,Supreme Court,,108,,Scattering,0
Ashland,Town Of Ashland Ward 1,Supreme Court,,154,NP,Brian Hagedorn,60
Ashland,Town Of Ashland Ward 1,Supreme Court,,154,NP,Lisa Neubauer,93
Ashland,Town Of Ashland Ward 1,Supreme Court,,154,,Scattering,1
Ashland,Town Of Chippewa Ward 1,Supreme Court,,147,NP,Brian Hagedorn,77
Ashland,Town Of Chippewa Ward 1,Supreme Court,,147,NP,Lisa Neubauer,70
Ashland,Town Of Chippewa Ward 1,Supreme Court,,147,,Scattering,0
Ashland,Town Of Gingles Ward 1,Supreme Court,,163,NP,Brian Hagedorn,77
Ashland,Town Of Gingles Ward 1,Supreme Court,,163,NP,Lisa Neubauer,85
Ashland,Town Of Gingles Ward 1,Supreme Court,,163,,Scattering,1
Ashland,Town Of Gordon Wards 1-2,Supreme Court,,75,NP,Brian Hagedorn,38
Ashland,Town Of Gordon Wards 1-2,Supreme Court,,75,NP,Lisa Neubauer,37
Ashland,Town Of Gordon Wards 1-2,Supreme Court,,75,,Scattering,0
Ashland,Town Of Jacobs Ward 1,Supreme Court,,205,NP,Brian Hagedorn,117
Ashland,Town Of Jacobs Ward 1,Supreme Court,,205,NP,Lisa Neubauer,88
Ashland,Town Of Jacobs Ward 1,Supreme Court,,205,,Scattering,0
Ashland,Town Of La Pointe Ward 1,Supreme Court,,179,NP,Brian Hagedorn,37
Ashland,Town Of La Pointe Ward 1,Supreme Court,,179,NP,Lisa Neubauer,142
Ashland,Town Of La Pointe Ward 1,Supreme Court,,179,,Scattering,0
Ashland,Town Of Marengo Wards 1-2,Supreme Court,,129,NP,Brian Hagedorn,52
Ashland,Town Of Marengo Wards 1-2,Supreme Court,,129,NP,Lisa Neubauer,77
Ashland,Town Of Marengo Wards 1-2,Supreme Court,,129,,Scattering,0
Ashland,Town Of Morse Wards 1-3,Supreme Court,,83,NP,Brian Hagedorn,26
Ashland,Town Of Morse Wards 1-3,Supreme Court,,83,NP,Lisa Neubauer,57
Ashland,Town Of Morse Wards 1-3,Supreme Court,,83,,Scattering,0
Ashland,Town Of Peeksville Wards 1-2,Supreme Court,,48,NP,Brian Hagedorn,26
Ashland,Town Of Peeksville Wards 1-2,Supreme Court,,48,NP,Lisa Neubauer,22
Ashland,Town Of Peeksville Wards 1-2,Supreme Court,,48,,Scattering,0
Ashland,Town Of Sanborn Wards 1-2,Supreme Court,,150,NP,Brian Hagedorn,30
Ashland,Town Of Sanborn Wards 1-2,Supreme Court,,150,NP,Lisa Neubauer,120
Ashland,Town Of Sanborn Wards 1-2,Supreme Court,,150,,Scattering,0
Ashland,Town Of Shanagolden Ward 1,Supreme Court,,67,NP,Brian Hagedorn,25
Ashland,Town Of Shanagolden Ward 1,Supreme Court,,67,NP,Lisa Neubauer,42
Ashland,Town Of Shanagolden Ward 1,Supreme Court,,67,,Scattering,0
Ashland,Town Of White River Wards 1-2,Supreme Court,,190,NP,Brian Hagedorn,140
Ashland,Town Of White River Wards 1-2,Supreme Court,,190,NP,Lisa Neubauer,50
Ashland,Town Of White River Wards 1-2,Supreme Court,,190,,Scattering,0
Ashland,Village Of Butternut Wards 1-2,Supreme Court,,64,NP,Brian Hagedorn,20
