county,ward,office,district,total votes,party,candidate,votes
Waukesha,"Town Of Delafield Wards 1, 2, 5, 6",State Senate,33,343,REP,Brian Dorow,141
Waukesha,"Town Of Delafield Wards 1, 2, 5, 6",State Senate,33,343,REP,Chris Kapenga,200
Waukesha,"Town Of Delafield Wards 1, 2, 5, 6",State Senate,33,343,REP,M. D. Langner,2
Waukesha,"Town Of Delafield Wards 1, 2, 5, 6",State Senate,33,343,,Scattering,0
Waukesha,"Town Of Delafield Wards 3, 4",State Senate,33,228,REP,Brian Dorow,87
Waukesha,"Town Of Delafield Wards 3, 4",State Senate,33,228,REP,Chris Kapenga,137
Waukesha,"Town Of Delafield Wards 3, 4",State Senate,33,228,REP,M. D. Langner,4
Waukesha,"Town Of Delafield Wards 3, 4",State Senate,33,228,,Scattering,0
Waukesha,"Town Of Delafield Wards 7, 8",State Senate,33,140,REP,Brian Dorow,49
Waukesha,"Town Of Delafield Wards 7, 8",State Senate,33,140,REP,Chris Kapenga,90
Waukesha,"Town Of Delafield Wards 7, 8",State Senate,33,140,REP,M. D. Langner,1
Waukesha,"Town Of Delafield Wards 7, 8",State Senate,33,140,,Scattering,0
Waukesha,"Town Of Delafield Wards 9, 10, 11",State Senate,33,206,REP,Brian Dorow,65
Waukesha,"Town Of Delafield Wards 9, 10, 11",State Senate,33,206,REP,Chris Kapenga,134
Waukesha,"Town Of Delafield Wards 9, 10, 11",State Senate,33,206,REP,M. D. Langner,7
Waukesha,"Town Of Delafield Wards 9, 10, 11",State Senate,33,206,,Scattering,0
Waukesha,Town Of Genesee Wards 1-10,State Senate,33,607,REP,Brian Dorow,199
Waukesha,Town Of Genesee Wards 1-10,State Senate,33,607,REP,Chris Kapenga,405
Waukesha,Town Of Genesee Wards 1-10,State Senate,33,607,REP,M. D. Langner,3
Waukesha,Town Of Genesee Wards 1-10,State Senate,33,607,,Scattering,0
Waukesha,Town Of Lisbon Ward 3,State Senate,33,56,REP,Brian Dorow,22
Waukesha,Town Of Lisbon Ward 3,State Senate,33,56,REP,Chris Kapenga,33
Waukesha,Town Of Lisbon Ward 3,State Senate,33,56,REP,M. D. Langner,1
Waukesha,Town Of Lisbon Ward 3,State Senate,33,56,,Scattering,0
Waukesha,"Town Of Merton Wards 1, 2, 3, 7, 8, 9",State Senate,33,411,REP,Brian Dorow,195
Waukesha,"Town Of Merton Wards 1, 2, 3, 7, 8, 9",State Senate,33,411,REP,Chris Kapenga,212
Waukesha,"Town Of Merton Wards 1, 2, 3, 7, 8, 9",State Senate,33,411,REP,M. D. Langner,4
Waukesha,"Town Of Merton Wards 1, 2, 3, 7, 8, 9",State Senate,33,411,,Scattering,0
Waukesha,"Town Of Merton Wards 4, 5, 6, 10, 11",State Senate,33,189,REP,Brian Dorow,70
Waukesha,"Town Of Merton Wards 4, 5, 6, 10, 11",State Senate,33,189,REP,Chris Kapenga,116
Waukesha,"Town Of Merton Wards 4, 5, 6, 10, 11",State Senate,33,189,REP,M. D. Langner,3
Waukesha,"Town Of Merton Wards 4, 5, 6, 10, 11",State Senate,33,189,,Scattering,0
Waukesha,Town Of Mukwonago Wards 4-6,State Senate,33,149,REP,Brian Dorow,65
Waukesha,Town Of Mukwonago Wards 4-6,State Senate,33,149,REP,Chris Kapenga,84
Waukesha,Town Of Mukwonago Wards 4-6,State Senate,33,149,REP,M. D. Langner,0
Waukesha,Town Of Mukwonago Wards 4-6,State Senate,33,149,,Scattering,0
Waukesha,Town Of Oconomowoc Ward 10,State Senate,33,0,REP,Brian Dorow,0
Waukesha,Town Of Oconomowoc Ward 10,State Senate,33,0,REP,Chris Kapenga,0
Waukesha,Town Of Oconomowoc Ward 10,State Senate,33,0,REP,M. D. Langner,0
Waukesha,Town Of Oconomowoc Ward 10,State Senate,33,0,,Scattering,0
Waukesha,Town Of Ottawa Wards 1-5,State Senate,33,274,REP,Brian Dorow,113
Waukesha,Town Of Ottawa Wards 1-5,State Senate,33,274,REP,Chris Kapenga,152
Waukesha,Town Of Ottawa Wards 1-5,State Senate,33,274,REP,M. D. Langner,9
Waukesha,Town Of Ottawa Wards 1-5,State Senate,33,274,,Scattering,0
Waukesha,Town Of Waukesha Wards 1-6 & 8,State Senate,33,465,REP,Brian Dorow,233
Waukesha,Town Of Waukesha Wards 1-6 & 8,State Senate,33,465,REP,Chris Kapenga,220
Waukesha,Town Of Waukesha Wards 1-6 & 8,State Senate,33,465,REP,M. D. Langner,12
Waukesha,Town Of Waukesha Wards 1-6 & 8,State Senate,33,465,,Scattering,0
Waukesha,Village Of Chenequa Ward 1,State Senate,33,73,REP,Brian Dorow,26
Waukesha,Village Of Chenequa Ward 1,State Senate,33,73,REP,Chris Kapenga,47
Waukesha,Village Of Chenequa Ward 1,State Senate,33,73,REP,M. D. Langner,0
Waukesha,Village Of Chenequa Ward 1,State Senate,33,73,,Scattering,0
Waukesha,Village Of Dousman Wards 1-3,State Senate,33,103,REP,Brian Dorow,40
Waukesha,Village Of Dousman Wards 1-3,State Senate,33,103,REP,Chris Kapenga,61
Waukesha,Village Of Dousman Wards 1-3,State Senate,33,103,REP,M. D. Langner,2
Waukesha,Village Of Dousman Wards 1-3,State Senate,33,103,,Scattering,0
Waukesha,Village Of Hartland Wards 1-13,State Senate,33,522,REP,Brian Dorow,247
Waukesha,Village Of Hartland Wards 1-13,State Senate,33,522,REP,Chris Kapenga,266
