county,ward,office,district,total votes,party,candidate,votes
Waukesha,"Town Of Delafield Wards 1, 2, 5, 6",State Assembly,99,317,REP,Dave Westlake,77
Waukesha,"Town Of Delafield Wards 1, 2, 5, 6",State Assembly,99,317,REP,Spencer Zimmerman,10
Waukesha,"Town Of Delafield Wards 1, 2, 5, 6",State Assembly,99,317,REP,Scott Owens,34
Waukesha,"Town Of Delafield Wards 1, 2, 5, 6",State Assembly,99,317,REP,Cindi Duchow,193
Waukesha,"Town Of Delafield Wards 1, 2, 5, 6",State Assembly,99,317,REP,Scattering,3
Waukesha,"Town Of Delafield Wards 3, 4",State Assembly,99,171,REP,Dave Westlake,53
Waukesha,"Town Of Delafield Wards 3, 4",State Assembly,99,171,REP,Spencer Zimmerman,4
Waukesha,"Town Of Delafield Wards 3, 4",State Assembly,99,171,REP,Scott Owens,8
Waukesha,"Town Of Delafield Wards 3, 4",State Assembly,99,171,REP,Cindi Duchow,106
Waukesha,"Town Of Delafield Wards 3, 4",State Assembly,99,171,REP,Scattering,0
Waukesha,"Town Of Delafield Wards 7, 8",State Assembly,99,129,REP,Dave Westlake,46
Waukesha,"Town Of Delafield Wards 7, 8",State Assembly,99,129,REP,Spencer Zimmerman,5
Waukesha,"Town Of Delafield Wards 7, 8",State Assembly,99,129,REP,Scott Owens,29
Waukesha,"Town Of Delafield Wards 7, 8",State Assembly,99,129,REP,Cindi Duchow,49
Waukesha,"Town Of Delafield Wards 7, 8",State Assembly,99,129,REP,Scattering,0
Waukesha,"Town Of Delafield Wards 9, 10, 11",State Assembly,99,170,REP,Dave Westlake,46
Waukesha,"Town Of Delafield Wards 9, 10, 11",State Assembly,99,170,REP,Spencer Zimmerman,6
Waukesha,"Town Of Delafield Wards 9, 10, 11",State Assembly,99,170,REP,Scott Owens,32
Waukesha,"Town Of Delafield Wards 9, 10, 11",State Assembly,99,170,REP,Cindi Duchow,84
Waukesha,"Town Of Delafield Wards 9, 10, 11",State Assembly,99,170,REP,Scattering,2
Waukesha,"Town Of Genesee Wards 1-5, 9 10",State Assembly,99,278,REP,Dave Westlake,68
Waukesha,"Town Of Genesee Wards 1-5, 9 10",State Assembly,99,278,REP,Spencer Zimmerman,9
