county,ward,office,district,total votes,party,candidate,votes
Waukesha,"Town Of Delafield Wards 1, 2, 5, 6",State Senate,33,180,REP,Paul Farrow,178
Waukesha,"Town Of Delafield Wards 1, 2, 5, 6",State Senate,33,180,,Scattering,2
Waukesha,"Town Of Delafield Wards 3, 4",State Senate,33,116,REP,Paul Farrow,112
Waukesha,"Town Of Delafield Wards 3, 4",State Senate,33,116,,Scattering,4
Waukesha,"Town Of Delafield Wards 7, 8",State Senate,33,107,REP,Paul Farrow,107
Waukesha,"Town Of Delafield Wards 7, 8",State Senate,33,107,,Scattering,0
Waukesha,"Town Of Delafield Wards 9, 10, 11",State Senate,33,141,REP,Paul Farrow,139
Waukesha,"Town Of Delafield Wards 9, 10, 11",State Senate,33,141,,Scattering,2
Waukesha,Town Of Genesee Wards 1-10,State Senate,33,438,REP,Paul Farrow,427
Waukesha,Town Of Genesee Wards 1-10,State Senate,33,438,,Scattering,11
Waukesha,Town Of Lisbon Ward 3,State Senate,33,56,REP,Paul Farrow,54
Waukesha,Town Of Lisbon Ward 3,State Senate,33,56,,Scattering,2
Waukesha,"Town Of Merton Wards 1, 2, 3, 7, 8, 9",State Senate,33,300,REP,Paul Farrow,299
Waukesha,"Town Of Merton Wards 1, 2, 3, 7, 8, 9",State Senate,33,300,,Scattering,1
Waukesha,"Town Of Merton Wards, 4, 5, 6, 10",State Senate,33,129,REP,Paul Farrow,127
Waukesha,"Town Of Merton Wards, 4, 5, 6, 10",State Senate,33,129,,Scattering,2
Waukesha,"Town Of Mukwonago Wards 4,5,6",State Senate,33,96,REP,Paul Farrow,94
Waukesha,"Town Of Mukwonago Wards 4,5,6",State Senate,33,96,,Scattering,2
Waukesha,Town Of Oconomowoc Ward 10,State Senate,33,0,REP,Paul Farrow,0
Waukesha,Town Of Oconomowoc Ward 10,State Senate,33,0,,Scattering,0
Waukesha,Town Of Ottawa Wards 1-5,State Senate,33,273,REP,Paul Farrow,271
Waukesha,Town Of Ottawa Wards 1-5,State Senate,33,273,,Scattering,2
Waukesha,"Town Of Waukesha Wards 1,2,3,4,5,6 & 8",State Senate,33,337,REP,Paul Farrow,334
Waukesha,"Town Of Waukesha Wards 1,2,3,4,5,6 & 8",State Senate,33,337,,Scattering,3
Waukesha,Village Of Chenequa Ward 1,State Senate,33,57,REP,Paul Farrow,56
Waukesha,Village Of Chenequa Ward 1,State Senate,33,57,,Scattering,1
Waukesha,Village Of Dousman Wards 1-3,State Senate,33,132,REP,Paul Farrow,128
Waukesha,Village Of Dousman Wards 1-3,State Senate,33,132,,Scattering,4
Waukesha,Village Of Hartland Wards 1-12,State Senate,33,285,REP,Paul Farrow,283
Waukesha,Village Of Hartland Wards 1-12,State Senate,33,285,,Scattering,2
Waukesha,Village Of Merton Wards 1-4,State Senate,33,138,REP,Paul Farrow,138
Waukesha,Village Of Merton Wards 1-4,State Senate,33,138,,Scattering,0
Waukesha,Village Of Nashotah Wards 1-2,State Senate,33,75,REP,Paul Farrow,75
Waukesha,Village Of Nashotah Wards 1-2,State Senate,33,75,,Scattering,0
Waukesha,Village Of North Prairie Wards 1-3,State Senate,33,121,REP,Paul Farrow,118
Waukesha,Village Of North Prairie Wards 1-3,State Senate,33,121,,Scattering,3
Waukesha,Village Of Oconomowoc Lake Ward 1,State Senate,33,65,REP,Paul Farrow,65
Waukesha,Village Of Oconomowoc Lake Ward 1,State Senate,33,65,,Scattering,0
Waukesha,Village Of Pewaukee Wards 1 - 5,State Senate,33,264,REP,Paul Farrow,258
Waukesha,Village Of Pewaukee Wards 1 - 5,State Senate,33,264,,Scattering,6
Waukesha,Village Of Pewaukee Wards 6 - 10,State Senate,33,144,REP,Paul Farrow,137
Waukesha,Village Of Pewaukee Wards 6 - 10,State Senate,33,144,,Scattering,7
Waukesha,Village Of Summit Wards 2 - 5,State Senate,33,168,REP,Paul Farrow,168
Waukesha,Village Of Summit Wards 2 - 5,State Senate,33,168,,Scattering,0
Waukesha,Village Of Sussex Wds1-2-3-8,State Senate,33,170,REP,Paul Farrow,158
Waukesha,Village Of Sussex Wds1-2-3-8,State Senate,33,170,,Scattering,12
Waukesha,Village Of Sussex Wds4-5-6-7,State Senate,33,189,REP,Paul Farrow,183
Waukesha,Village Of Sussex Wds4-5-6-7,State Senate,33,189,,Scattering,6
Waukesha,Village Of Wales Wards 1-4,State Senate,33,213,REP,Paul Farrow,201
Waukesha,Village Of Wales Wards 1-4,State Senate,33,213,,Scattering,12
Waukesha,City Of Delafield Wards 1-14,State Senate,33,380,REP,Paul Farrow,372
Waukesha,City Of Delafield Wards 1-14,State Senate,33,380,,Scattering,8
Waukesha,City Of Pewaukee Wards 1-4,State Senate,33,318,REP,Paul Farrow,314
Waukesha,City Of Pewaukee Wards 1-4,State Senate,33,318,,Scattering,4
Waukesha,City Of Pewaukee Wards 5-7,State Senate,33,297,REP,Paul Farrow,293
Waukesha,City Of Pewaukee Wards 5-7,State Senate,33,297,,Scattering,4
Waukesha,City Of Pewaukee Wards 8-10,State Senate,33,281,REP,Paul Farrow,274
Waukesha,City Of Pewaukee Wards 8-10,State Senate,33,281,,Scattering,7
Waukesha,City Of Waukesha Ward 1,State Senate,33,45,REP,Paul Farrow,43
Waukesha,City Of Waukesha Ward 1,State Senate,33,45,,Scattering,2
Waukesha,City Of Waukesha Ward 2,State Senate,33,62,REP,Paul Farrow,62
Waukesha,City Of Waukesha Ward 2,State Senate,33,62,,Scattering,0
Waukesha,City Of Waukesha Ward 3,State Senate,33,28,REP,Paul Farrow,28
Waukesha,City Of Waukesha Ward 3,State Senate,33,28,,Scattering,0
Waukesha,City Of Waukesha Ward 4,State Senate,33,36,REP,Paul Farrow,35
Waukesha,City Of Waukesha Ward 4,State Senate,33,36,,Scattering,1
Waukesha,City Of Waukesha Ward 5,State Senate,33,32,REP,Paul Farrow,31
Waukesha,City Of Waukesha Ward 5,State Senate,33,32,,Scattering,1
Waukesha,City Of Waukesha Ward 6,State Senate,33,32,REP,Paul Farrow,30
Waukesha,City Of Waukesha Ward 6,State Senate,33,32,,Scattering,2
Waukesha,City Of Waukesha Ward 7,State Senate,33,18,REP,Paul Farrow,17
Waukesha,City Of Waukesha Ward 7,State Senate,33,18,,Scattering,1
Waukesha,City Of Waukesha Ward 8,State Senate,33,11,REP,Paul Farrow,11
Waukesha,City Of Waukesha Ward 8,State Senate,33,11,,Scattering,0
Waukesha,City Of Waukesha Ward 9,State Senate,33,62,REP,Paul Farrow,60
Waukesha,City Of Waukesha Ward 9,State Senate,33,62,,Scattering,2
Waukesha,City Of Waukesha Ward 10,State Senate,33,26,REP,Paul Farrow,25
Waukesha,City Of Waukesha Ward 10,State Senate,33,26,,Scattering,1
Waukesha,City Of Waukesha Ward 11,State Senate,33,17,REP,Paul Farrow,17
Waukesha,City Of Waukesha Ward 11,State Senate,33,17,,Scattering,0
Waukesha,City Of Waukesha Ward 12,State Senate,33,68,REP,Paul Farrow,68
Waukesha,City Of Waukesha Ward 12,State Senate,33,68,,Scattering,0
Waukesha,City Of Waukesha Ward 13,State Senate,33,46,REP,Paul Farrow,46
Waukesha,City Of Waukesha Ward 13,State Senate,33,46,,Scattering,0
Waukesha,City Of Waukesha Ward 14,State Senate,33,25,REP,Paul Farrow,25
Waukesha,City Of Waukesha Ward 14,State Senate,33,25,,Scattering,0
Waukesha,City Of Waukesha Ward 15,State Senate,33,37,REP,Paul Farrow,37
Waukesha,City Of Waukesha Ward 15,State Senate,33,37,,Scattering,0
Waukesha,City Of Waukesha Ward 16,State Senate,33,19,REP,Paul Farrow,19
Waukesha,City Of Waukesha Ward 16,State Senate,33,19,,Scattering,0
Waukesha,City Of Waukesha Ward 17,State Senate,33,82,REP,Paul Farrow,81
Waukesha,City Of Waukesha Ward 17,State Senate,33,82,,Scattering,1
Waukesha,City Of Waukesha Ward 18,State Senate,33,22,REP,Paul Farrow,22
Waukesha,City Of Waukesha Ward 18,State Senate,33,22,,Scattering,0
Waukesha,City Of Waukesha Ward 19,State Senate,33,56,REP,Paul Farrow,55
Waukesha,City Of Waukesha Ward 19,State Senate,33,56,,Scattering,1
Waukesha,City Of Waukesha Ward 20,State Senate,33,57,REP,Paul Farrow,56
Waukesha,City Of Waukesha Ward 20,State Senate,33,57,,Scattering,1
Waukesha,City Of Waukesha Ward 21,State Senate,33,31,REP,Paul Farrow,29
Waukesha,City Of Waukesha Ward 21,State Senate,33,31,,Scattering,2
Waukesha,City Of Waukesha Ward 22,State Senate,33,23,REP,Paul Farrow,22
Waukesha,City Of Waukesha Ward 22,State Senate,33,23,,Scattering,1
Waukesha,City Of Waukesha Ward 23,State Senate,33,46,REP,Paul Farrow,46
Waukesha,City Of Waukesha Ward 23,State Senate,33,46,,Scattering,0
Waukesha,City Of Waukesha Ward 24,State Senate,33,19,REP,Paul Farrow,19
Waukesha,City Of Waukesha Ward 24,State Senate,33,19,,Scattering,0
Waukesha,City Of Waukesha Ward 25,State Senate,33,26,REP,Paul Farrow,25
Waukesha,City Of Waukesha Ward 25,State Senate,33,26,,Scattering,1
Waukesha,City Of Waukesha Ward 26,State Senate,33,41,REP,Paul Farrow,39
Waukesha,City Of Waukesha Ward 26,State Senate,33,41,,Scattering,2
Waukesha,City Of Waukesha Ward 27,State Senate,33,0,REP,Paul Farrow,0
Waukesha,City Of Waukesha Ward 27,State Senate,33,0,,Scattering,0
Waukesha,City Of Waukesha Ward 28,State Senate,33,22,REP,Paul Farrow,22
Waukesha,City Of Waukesha Ward 28,State Senate,33,22,,Scattering,0
Waukesha,City Of Waukesha Ward 29,State Senate,33,32,REP,Paul Farrow,30
Waukesha,City Of Waukesha Ward 29,State Senate,33,32,,Scattering,2
Waukesha,City Of Waukesha Ward 30,State Senate,33,44,REP,Paul Farrow,44
Waukesha,City Of Waukesha Ward 30,State Senate,33,44,,Scattering,0
Waukesha,City Of Waukesha Ward 31,State Senate,33,36,REP,Paul Farrow,35
Waukesha,City Of Waukesha Ward 31,State Senate,33,36,,Scattering,1
Waukesha,City Of Waukesha Ward 32,State Senate,33,81,REP,Paul Farrow,80
Waukesha,City Of Waukesha Ward 32,State Senate,33,81,,Scattering,1
Waukesha,City Of Waukesha Ward 33,State Senate,33,82,REP,Paul Farrow,80
Waukesha,City Of Waukesha Ward 33,State Senate,33,82,,Scattering,2
Waukesha,City Of Waukesha Ward 34,State Senate,33,32,REP,Paul Farrow,32
Waukesha,City Of Waukesha Ward 34,State Senate,33,32,,Scattering,0
Waukesha,City Of Waukesha Ward 35,State Senate,33,79,REP,Paul Farrow,77
Waukesha,City Of Waukesha Ward 35,State Senate,33,79,,Scattering,2
Waukesha,City Of Waukesha Ward 36,State Senate,33,85,REP,Paul Farrow,84
Waukesha,City Of Waukesha Ward 36,State Senate,33,85,,Scattering,1
Waukesha,City Of Waukesha Ward 37,State Senate,33,24,REP,Paul Farrow,24
Waukesha,City Of Waukesha Ward 37,State Senate,33,24,,Scattering,0
Waukesha,City Of Waukesha Ward 38,State Senate,33,91,REP,Paul Farrow,90
Waukesha,City Of Waukesha Ward 38,State Senate,33,91,,Scattering,1
