county,ward,office,district,totalvotes,party,candidate,votes
Adams,Town Of Quincy Ward 1,President,,151,REP,Uninstructed Delegation,0
Adams,Town Of Quincy Ward 1,President,,151,,Scattering,0
Adams,Town Of Richfield Ward 1,President,,27,REP,Newt Gingrich,1
Adams,Town Of Richfield Ward 1,President,,27,REP,Jon Huntsman,1
Adams,Town Of Richfield Ward 1,President,,27,REP,Mitt Romney,7
Adams,Town Of Richfield Ward 1,President,,27,REP,Michele Bachmann,1
Adams,Town Of Richfield Ward 1,President,,27,REP,Ron Paul,6
Adams,Town Of Richfield Ward 1,President,,27,REP,Rick Santorum,11
Adams,Town Of Richfield Ward 1,President,,27,REP,Uninstructed Delegation,0
Adams,Town Of Richfield Ward 1,President,,27,,Scattering,0
Adams,Town Of Rome Wards 1-2,President,,291,REP,Newt Gingrich,24
Adams,Town Of Rome Wards 1-2,President,,291,REP,Jon Huntsman,1
Adams,Town Of Rome Wards 1-2,President,,291,REP,Mitt Romney,130
Adams,Town Of Rome Wards 1-2,President,,291,REP,Michele Bachmann,5
Adams,Town Of Rome Wards 1-2,President,,291,REP,Ron Paul,28
Adams,Town Of Rome Wards 1-2,President,,291,REP,Rick Santorum,103
Adams,Town Of Rome Wards 1-2,President,,291,REP,Uninstructed Delegation,0
Adams,Town Of Rome Wards 1-2,President,,291,,Scattering,0
Adams,Town Of Rome Wards 3-4,President,,269,REP,Newt Gingrich,23
Adams,Town Of Rome Wards 3-4,President,,269,REP,Jon Huntsman,0
Adams,Town Of Rome Wards 3-4,President,,269,REP,Mitt Romney,136
Adams,Town Of Rome Wards 3-4,President,,269,REP,Michele Bachmann,4
Adams,Town Of Rome Wards 3-4,President,,269,REP,Ron Paul,21
Adams,Town Of Rome Wards 3-4,President,,269,REP,Rick Santorum,83
Adams,Town Of Rome Wards 3-4,President,,269,REP,Uninstructed Delegation,2
Adams,Town Of Rome Wards 3-4,President,,269,,Scattering,0
Adams,Town Of Rome Ward 5,President,,126,REP,Newt Gingrich,21
Adams,Town Of Rome Ward 5,President,,126,REP,Jon Huntsman,0
Adams,Town Of Rome Ward 5,President,,126,REP,Mitt Romney,43
Adams,Town Of Rome Ward 5,President,,126,REP,Michele Bachmann,0
Adams,Town Of Rome Ward 5,President,,126,REP,Ron Paul,11
Adams,Town Of Rome Ward 5,President,,126,REP,Rick Santorum,51
Adams,Town Of Rome Ward 5,President,,126,REP,Uninstructed Delegation,0
Adams,Town Of Rome Ward 5,President,,126,,Scattering,0
Adams,Town Of Springville Wards 1 & 2,President,,143,REP,Newt Gingrich,7
Adams,Town Of Springville Wards 1 & 2,President,,143,REP,Jon Huntsman,1
Adams,Town Of Springville Wards 1 & 2,President,,143,REP,Mitt Romney,70
Adams,Town Of Springville Wards 1 & 2,President,,143,REP,Michele Bachmann,0
Adams,Town Of Springville Wards 1 & 2,President,,143,REP,Ron Paul,20
Adams,Town Of Springville Wards 1 & 2,President,,143,REP,Rick Santorum,45
Adams,Town Of Springville Wards 1 & 2,President,,143,REP,Uninstructed Delegation,0
Adams,Town Of Springville Wards 1 & 2,President,,143,,Scattering,0
Adams,Town Of Strongs Prairie Wards 1-3,President,,139,REP,Newt Gingrich,12
Adams,Town Of Strongs Prairie Wards 1-3,President,,139,REP,Jon Huntsman,1
Adams,Town Of Strongs Prairie Wards 1-3,President,,139,REP,Mitt Romney,64
Adams,Town Of Strongs Prairie Wards 1-3,President,,139,REP,Michele Bachmann,1
Adams,Town Of Strongs Prairie Wards 1-3,President,,139,REP,Ron Paul,13
Adams,Town Of Strongs Prairie Wards 1-3,President,,139,REP,Rick Santorum,44
Adams,Town Of Strongs Prairie Wards 1-3,President,,139,REP,Uninstructed Delegation,3
Adams,Town Of Strongs Prairie Wards 1-3,President,,139,,Scattering,1
Adams,Village Of Friendship Ward 1,President,,71,REP,Newt Gingrich,5
Adams,Village Of Friendship Ward 1,President,,71,REP,Jon Huntsman,1
Adams,Village Of Friendship Ward 1,President,,71,REP,Mitt Romney,31
Adams,Village Of Friendship Ward 1,President,,71,REP,Michele Bachmann,1
Adams,Village Of Friendship Ward 1,President,,71,REP,Ron Paul,12
Adams,Village Of Friendship Ward 1,President,,71,REP,Rick Santorum,21
Adams,Village Of Friendship Ward 1,President,,71,REP,Uninstructed Delegation,0
Adams,Village Of Friendship Ward 1,President,,71,,Scattering,0
Adams,City Of Adams Ward 1,President,,50,REP,Newt Gingrich,3
Adams,City Of Adams Ward 1,President,,50,REP,Jon Huntsman,0
Adams,City Of Adams Ward 1,President,,50,REP,Mitt Romney,21
Adams,City Of Adams Ward 1,President,,50,REP,Michele Bachmann,2
Adams,City Of Adams Ward 1,President,,50,REP,Ron Paul,5
Adams,City Of Adams Ward 1,President,,50,REP,Rick Santorum,16
Adams,City Of Adams Ward 1,President,,50,REP,Uninstructed Delegation,3
Adams,City Of Adams Ward 1,President,,50,,Scattering,0
Adams,City Of Adams Ward 2,President,,55,REP,Newt Gingrich,6
Adams,City Of Adams Ward 2,President,,55,REP,Jon Huntsman,0
Adams,City Of Adams Ward 2,President,,55,REP,Mitt Romney,19
Adams,City Of Adams Ward 2,President,,55,REP,Michele Bachmann,2
Adams,City Of Adams Ward 2,President,,55,REP,Ron Paul,11
Adams,City Of Adams Ward 2,President,,55,REP,Rick Santorum,16
Adams,City Of Adams Ward 2,President,,55,REP,Uninstructed Delegation,1
Adams,City Of Adams Ward 2,President,,55,,Scattering,0
Adams,City Of Adams Ward 3,President,,20,REP,Newt Gingrich,1
Adams,City Of Adams Ward 3,President,,20,REP,Jon Huntsman,0
Adams,City Of Adams Ward 3,President,,20,REP,Mitt Romney,10
Adams,City Of Adams Ward 3,President,,20,REP,Michele Bachmann,0
Adams,City Of Adams Ward 3,President,,20,REP,Ron Paul,2
Adams,City Of Adams Ward 3,President,,20,REP,Rick Santorum,5
Adams,City Of Adams Ward 3,President,,20,REP,Uninstructed Delegation,2
Adams,City Of Adams Ward 3,President,,20,,Scattering,0
Adams,City Of Adams Ward 4,President,,31,REP,Newt Gingrich,2
Adams,City Of Adams Ward 4,President,,31,REP,Jon Huntsman,1
Adams,City Of Adams Ward 4,President,,31,REP,Mitt Romney,18
Adams,City Of Adams Ward 4,President,,31,REP,Michele Bachmann,0
Adams,City Of Adams Ward 4,President,,31,REP,Ron Paul,1
Adams,City Of Adams Ward 4,President,,31,REP,Rick Santorum,9
Adams,City Of Adams Ward 4,President,,31,REP,Uninstructed Delegation,0
Adams,City Of Adams Ward 4,President,,31,,Scattering,0
Adams,City Of Wisconsin Dells Wards 5 & 9,President,,0,REP,Newt Gingrich,0
Adams,City Of Wisconsin Dells Wards 5 & 9,President,,0,REP,Jon Huntsman,0
Adams,City Of Wisconsin Dells Wards 5 & 9,President,,0,REP,Mitt Romney,0
Adams,City Of Wisconsin Dells Wards 5 & 9,President,,0,REP,Michele Bachmann,0
Adams,City Of Wisconsin Dells Wards 5 & 9,President,,0,REP,Ron Paul,0
Adams,City Of Wisconsin Dells Wards 5 & 9,President,,0,REP,Rick Santorum,0
Adams,City Of Wisconsin Dells Wards 5 & 9,President,,0,REP,Uninstructed Delegation,0
Adams,City Of Wisconsin Dells Wards 5 & 9,President,,0,,Scattering,0
Ashland,Town Of Agenda Ward 1,President,,86,REP,Newt Gingrich,3
Ashland,Town Of Agenda Ward 1,President,,86,REP,Jon Huntsman,0
Ashland,Town Of Agenda Ward 1,President,,86,REP,Mitt Romney,28
Ashland,Town Of Agenda Ward 1,President,,86,REP,Michele Bachmann,1
Ashland,Town Of Agenda Ward 1,President,,86,REP,Ron Paul,8
Ashland,Town Of Agenda Ward 1,President,,86,REP,Rick Santorum,46
Ashland,Town Of Agenda Ward 1,President,,86,REP,Uninstructed Delegation,0
Ashland,Town Of Agenda Ward 1,President,,86,,Scattering,0
Ashland,Town Of Ashland Ward 1,President,,44,REP,Newt Gingrich,4
Ashland,Town Of Ashland Ward 1,President,,44,REP,Jon Huntsman,1
Ashland,Town Of Ashland Ward 1,President,,44,REP,Mitt Romney,8
Ashland,Town Of Ashland Ward 1,President,,44,REP,Michele Bachmann,1
Ashland,Town Of Ashland Ward 1,President,,44,REP,Ron Paul,8
Ashland,Town Of Ashland Ward 1,President,,44,REP,Rick Santorum,22
Ashland,Town Of Ashland Ward 1,President,,44,REP,Uninstructed Delegation,0
Ashland,Town Of Ashland Ward 1,President,,44,,Scattering,0
Ashland,Town Of Chippewa Ward 1,President,,57,REP,Newt Gingrich,6
Ashland,Town Of Chippewa Ward 1,President,,57,REP,Jon Huntsman,0
Ashland,Town Of Chippewa Ward 1,President,,57,REP,Mitt Romney,19
Ashland,Town Of Chippewa Ward 1,President,,57,REP,Michele Bachmann,0
Ashland,Town Of Chippewa Ward 1,President,,57,REP,Ron Paul,3
Ashland,Town Of Chippewa Ward 1,President,,57,REP,Rick Santorum,29
Ashland,Town Of Chippewa Ward 1,President,,57,REP,Uninstructed Delegation,0
Ashland,Town Of Chippewa Ward 1,President,,57,,Scattering,0
Ashland,Town Of Gingles Wards 1 & 2,President,,109,REP,Newt Gingrich,12
Ashland,Town Of Gingles Wards 1 & 2,President,,109,REP,Jon Huntsman,0
Ashland,Town Of Gingles Wards 1 & 2,President,,109,REP,Mitt Romney,26
Ashland,Town Of Gingles Wards 1 & 2,President,,109,REP,Michele Bachmann,1
Ashland,Town Of Gingles Wards 1 & 2,President,,109,REP,Ron Paul,11
Ashland,Town Of Gingles Wards 1 & 2,President,,109,REP,Rick Santorum,57
Ashland,Town Of Gingles Wards 1 & 2,President,,109,REP,Uninstructed Delegation,2
Ashland,Town Of Gingles Wards 1 & 2,President,,109,,Scattering,0
Ashland,Town Of Gordon Wards 1-2,President,,69,REP,Newt Gingrich,11
Ashland,Town Of Gordon Wards 1-2,President,,69,REP,Jon Huntsman,0
Ashland,Town Of Gordon Wards 1-2,President,,69,REP,Mitt Romney,25
Ashland,Town Of Gordon Wards 1-2,President,,69,REP,Michele Bachmann,0
Ashland,Town Of Gordon Wards 1-2,President,,69,REP,Ron Paul,7
Ashland,Town Of Gordon Wards 1-2,President,,69,REP,Rick Santorum,26
Ashland,Town Of Gordon Wards 1-2,President,,69,REP,Uninstructed Delegation,0
Ashland,Town Of Gordon Wards 1-2,President,,69,,Scattering,0
Ashland,Town Of Jacobs Ward 1,President,,135,REP,Newt Gingrich,9
Ashland,Town Of Jacobs Ward 1,President,,135,REP,Jon Huntsman,1
Ashland,Town Of Jacobs Ward 1,President,,135,REP,Mitt Romney,29
Ashland,Town Of Jacobs Ward 1,President,,135,REP,Michele Bachmann,1
Ashland,Town Of Jacobs Ward 1,President,,135,REP,Ron Paul,12
Ashland,Town Of Jacobs Ward 1,President,,135,REP,Rick Santorum,79
Ashland,Town Of Jacobs Ward 1,President,,135,REP,Uninstructed Delegation,0
Ashland,Town Of Jacobs Ward 1,President,,135,,Scattering,4
Ashland,Town Of La Pointe Ward 1,President,,78,REP,Newt Gingrich,8
Ashland,Town Of La Pointe Ward 1,President,,78,REP,Jon Huntsman,1
Ashland,Town Of La Pointe Ward 1,President,,78,REP,Mitt Romney,23
Ashland,Town Of La Pointe Ward 1,President,,78,REP,Michele Bachmann,3
Ashland,Town Of La Pointe Ward 1,President,,78,REP,Ron Paul,19
Ashland,Town Of La Pointe Ward 1,President,,78,REP,Rick Santorum,24
Ashland,Town Of La Pointe Ward 1,President,,78,REP,Uninstructed Delegation,0
Ashland,Town Of La Pointe Ward 1,President,,78,,Scattering,0
Ashland,Town Of Marengo Ward 1,President,,15,REP,Newt Gingrich,1
Ashland,Town Of Marengo Ward 1,President,,15,REP,Jon Huntsman,0
Ashland,Town Of Marengo Ward 1,President,,15,REP,Mitt Romney,6
Ashland,Town Of Marengo Ward 1,President,,15,REP,Michele Bachmann,0
Ashland,Town Of Marengo Ward 1,President,,15,REP,Ron Paul,2
Ashland,Town Of Marengo Ward 1,President,,15,REP,Rick Santorum,6
Ashland,Town Of Marengo Ward 1,President,,15,REP,Uninstructed Delegation,0
Ashland,Town Of Marengo Ward 1,President,,15,,Scattering,0
Ashland,Town Of Marengo Ward 2,President,,27,REP,Newt Gingrich,0
Ashland,Town Of Marengo Ward 2,President,,27,REP,Jon Huntsman,1
Ashland,Town Of Marengo Ward 2,President,,27,REP,Mitt Romney,7
Ashland,Town Of Marengo Ward 2,President,,27,REP,Michele Bachmann,0
Ashland,Town Of Marengo Ward 2,President,,27,REP,Ron Paul,5
Ashland,Town Of Marengo Ward 2,President,,27,REP,Rick Santorum,13
Ashland,Town Of Marengo Ward 2,President,,27,REP,Uninstructed Delegation,1
Ashland,Town Of Marengo Ward 2,President,,27,,Scattering,0
Ashland,Town Of Morse Wards 1-3,President,,65,REP,Newt Gingrich,1
Ashland,Town Of Morse Wards 1-3,President,,65,REP,Jon Huntsman,0
Ashland,Town Of Morse Wards 1-3,President,,65,REP,Mitt Romney,28
Ashland,Town Of Morse Wards 1-3,President,,65,REP,Michele Bachmann,0
Ashland,Town Of Morse Wards 1-3,President,,65,REP,Ron Paul,9
Ashland,Town Of Morse Wards 1-3,President,,65,REP,Rick Santorum,27
Ashland,Town Of Morse Wards 1-3,President,,65,REP,Uninstructed Delegation,0
Ashland,Town Of Morse Wards 1-3,President,,65,,Scattering,0
Ashland,Town Of Peeksville Wards 1-2,President,,55,REP,Newt Gingrich,5
Ashland,Town Of Peeksville Wards 1-2,President,,55,REP,Jon Huntsman,0
Ashland,Town Of Peeksville Wards 1-2,President,,55,REP,Mitt Romney,13
Ashland,Town Of Peeksville Wards 1-2,President,,55,REP,Michele Bachmann,0
Ashland,Town Of Peeksville Wards 1-2,President,,55,REP,Ron Paul,17
Ashland,Town Of Peeksville Wards 1-2,President,,55,REP,Rick Santorum,19
Ashland,Town Of Peeksville Wards 1-2,President,,55,REP,Uninstructed Delegation,1
Ashland,Town Of Peeksville Wards 1-2,President,,55,,Scattering,0
Ashland,Town Of Sanborn Wards 1 & 2,President,,24,REP,Newt Gingrich,0
Ashland,Town Of Sanborn Wards 1 & 2,President,,24,REP,Jon Huntsman,0
Ashland,Town Of Sanborn Wards 1 & 2,President,,24,REP,Mitt Romney,11
Ashland,Town Of Sanborn Wards 1 & 2,President,,24,REP,Michele Bachmann,2
Ashland,Town Of Sanborn Wards 1 & 2,President,,24,REP,Ron Paul,3
Ashland,Town Of Sanborn Wards 1 & 2,President,,24,REP,Rick Santorum,8
Ashland,Town Of Sanborn Wards 1 & 2,President,,24,REP,Uninstructed Delegation,0
Ashland,Town Of Sanborn Wards 1 & 2,President,,24,,Scattering,0
Ashland,Town Of Shanagolden Ward 1,President,,32,REP,Newt Gingrich,2
Ashland,Town Of Shanagolden Ward 1,President,,32,REP,Jon Huntsman,0
Ashland,Town Of Shanagolden Ward 1,President,,32,REP,Mitt Romney,9
Ashland,Town Of Shanagolden Ward 1,President,,32,REP,Michele Bachmann,0
Ashland,Town Of Shanagolden Ward 1,President,,32,REP,Ron Paul,3
Ashland,Town Of Shanagolden Ward 1,President,,32,REP,Rick Santorum,18
Ashland,Town Of Shanagolden Ward 1,President,,32,REP,Uninstructed Delegation,0
Ashland,Town Of Shanagolden Ward 1,President,,32,,Scattering,0
Ashland,Town Of White River Wards 1 - 3,President,,147,REP,Newt Gingrich,6
Ashland,Town Of White River Wards 1 - 3,President,,147,REP,Jon Huntsman,2
Ashland,Town Of White River Wards 1 - 3,President,,147,REP,Mitt Romney,36
Ashland,Town Of White River Wards 1 - 3,President,,147,REP,Michele Bachmann,2
Ashland,Town Of White River Wards 1 - 3,President,,147,REP,Ron Paul,9
Ashland,Town Of White River Wards 1 - 3,President,,147,REP,Rick Santorum,90
Ashland,Town Of White River Wards 1 - 3,President,,147,REP,Uninstructed Delegation,1
Ashland,Town Of White River Wards 1 - 3,President,,147,,Scattering,1
Ashland,Village Of Butternut Wards 1 & 2,President,,39,REP,Newt Gingrich,6
Ashland,Village Of Butternut Wards 1 & 2,President,,39,REP,Jon Huntsman,0
Ashland,Village Of Butternut Wards 1 & 2,President,,39,REP,Mitt Romney,8
Ashland,Village Of Butternut Wards 1 & 2,President,,39,REP,Michele Bachmann,0
Ashland,Village Of Butternut Wards 1 & 2,President,,39,REP,Ron Paul,3
Ashland,Village Of Butternut Wards 1 & 2,President,,39,REP,Rick Santorum,22
Ashland,Village Of Butternut Wards 1 & 2,President,,39,REP,Uninstructed Delegation,0
Ashland,Village Of Butternut Wards 1 & 2,President,,39,,Scattering,0
Ashland,City Of Ashland Ward 1,President,,148,REP,Newt Gingrich,11
Ashland,City Of Ashland Ward 1,President,,148,REP,Jon Huntsman,0
Ashland,City Of Ashland Ward 1,President,,148,REP,Mitt Romney,67
Ashland,City Of Ashland Ward 1,President,,148,REP,Michele Bachmann,3
Ashland,City Of Ashland Ward 1,President,,148,REP,Ron Paul,5
Ashland,City Of Ashland Ward 1,President,,148,REP,Rick Santorum,61
Ashland,City Of Ashland Ward 1,President,,148,REP,Uninstructed Delegation,0
Ashland,City Of Ashland Ward 1,President,,148,,Scattering,1
Ashland,City Of Ashland Ward 2,President,,44,REP,Newt Gingrich,6
Ashland,City Of Ashland Ward 2,President,,44,REP,Jon Huntsman,0
Ashland,City Of Ashland Ward 2,President,,44,REP,Mitt Romney,12
Ashland,City Of Ashland Ward 2,President,,44,REP,Michele Bachmann,1
Ashland,City Of Ashland Ward 2,President,,44,REP,Ron Paul,7
Ashland,City Of Ashland Ward 2,President,,44,REP,Rick Santorum,18
Ashland,City Of Ashland Ward 2,President,,44,REP,Uninstructed Delegation,0
Ashland,City Of Ashland Ward 2,President,,44,,Scattering,0
Ashland,City Of Ashland Ward 3,President,,57,REP,Newt Gingrich,3
Ashland,City Of Ashland Ward 3,President,,57,REP,Jon Huntsman,1
Ashland,City Of Ashland Ward 3,President,,57,REP,Mitt Romney,23
Ashland,City Of Ashland Ward 3,President,,57,REP,Michele Bachmann,0
Ashland,City Of Ashland Ward 3,President,,57,REP,Ron Paul,6
Ashland,City Of Ashland Ward 3,President,,57,REP,Rick Santorum,24
Ashland,City Of Ashland Ward 3,President,,57,REP,Uninstructed Delegation,0
Ashland,City Of Ashland Ward 3,President,,57,,Scattering,0
Ashland,City Of Ashland Ward 4,President,,132,REP,Newt Gingrich,15
Ashland,City Of Ashland Ward 4,President,,132,REP,Jon Huntsman,1
Ashland,City Of Ashland Ward 4,President,,132,REP,Mitt Romney,37
Ashland,City Of Ashland Ward 4,President,,132,REP,Michele Bachmann,0
Ashland,City Of Ashland Ward 4,President,,132,REP,Ron Paul,10
Ashland,City Of Ashland Ward 4,President,,132,REP,Rick Santorum,62
Ashland,City Of Ashland Ward 4,President,,132,REP,Uninstructed Delegation,7
Ashland,City Of Ashland Ward 4,President,,132,,Scattering,0
Ashland,City Of Ashland Ward 5,President,,82,REP,Newt Gingrich,2
Ashland,City Of Ashland Ward 5,President,,82,REP,Jon Huntsman,3
Ashland,City Of Ashland Ward 5,President,,82,REP,Mitt Romney,21
Ashland,City Of Ashland Ward 5,President,,82,REP,Michele Bachmann,0
Ashland,City Of Ashland Ward 5,President,,82,REP,Ron Paul,19
Ashland,City Of Ashland Ward 5,President,,82,REP,Rick Santorum,36
Ashland,City Of Ashland Ward 5,President,,82,REP,Uninstructed Delegation,1
Ashland,City Of Ashland Ward 5,President,,82,,Scattering,0
Ashland,City Of Ashland Ward 6,President,,49,REP,Newt Gingrich,4
Ashland,City Of Ashland Ward 6,President,,49,REP,Jon Huntsman,2
Ashland,City Of Ashland Ward 6,President,,49,REP,Mitt Romney,17
Ashland,City Of Ashland Ward 6,President,,49,REP,Michele Bachmann,0
Ashland,City Of Ashland Ward 6,President,,49,REP,Ron Paul,10
Ashland,City Of Ashland Ward 6,President,,49,REP,Rick Santorum,16
Ashland,City Of Ashland Ward 6,President,,49,REP,Uninstructed Delegation,0
Ashland,City Of Ashland Ward 6,President,,49,,Scattering,0
Ashland,City Of Ashland Ward 7,President,,85,REP,Newt Gingrich,4
Ashland,City Of Ashland Ward 7,President,,85,REP,Jon Huntsman,3
Ashland,City Of Ashland Ward 7,President,,85,REP,Mitt Romney,19
