county,ward,office,district,total votes,party,candidate,votes
Dane,Town Of Albion Wards 1 - 2,"Dane County Circuit Court, Branch 11",,106,NP,Roger A. Allen,34
Dane,Town Of Albion Wards 1 - 2,"Dane County Circuit Court, Branch 11",,106,NP,Francis X. Sullivan,25
Dane,Town Of Albion Wards 1 - 2,"Dane County Circuit Court, Branch 11",,106,NP,Ellen K. Berz,47
Dane,Town Of Albion Wards 1 - 2,"Dane County Circuit Court, Branch 11",,106,,Scattering,0
Dane,Town Of Berry Wards 1-2,"Dane County Circuit Court, Branch 11",,102,NP,Roger A. Allen,34
Dane,Town Of Berry Wards 1-2,"Dane County Circuit Court, Branch 11",,102,NP,Francis X. Sullivan,26
Dane,Town Of Berry Wards 1-2,"Dane County Circuit Court, Branch 11",,102,NP,Ellen K. Berz,42
Dane,Town Of Berry Wards 1-2,"Dane County Circuit Court, Branch 11",,102,,Scattering,0
Dane,Town Of Black Earth Ward 1,"Dane County Circuit Court, Branch 11",,69,NP,Roger A. Allen,22
Dane,Town Of Black Earth Ward 1,"Dane County Circuit Court, Branch 11",,69,NP,Francis X. Sullivan,19
Dane,Town Of Black Earth Ward 1,"Dane County Circuit Court, Branch 11",,69,NP,Ellen K. Berz,28
Dane,Town Of Black Earth Ward 1,"Dane County Circuit Court, Branch 11",,69,,Scattering,0
Dane,Town Of Blooming Grove Wards 1 - 3,"Dane County Circuit Court, Branch 11",,133,NP,Roger A. Allen,47
Dane,Town Of Blooming Grove Wards 1 - 3,"Dane County Circuit Court, Branch 11",,133,NP,Francis X. Sullivan,30
Dane,Town Of Blooming Grove Wards 1 - 3,"Dane County Circuit Court, Branch 11",,133,NP,Ellen K. Berz,55
Dane,Town Of Blooming Grove Wards 1 - 3,"Dane County Circuit Court, Branch 11",,133,,Scattering,1
Dane,Town Of Blue Mounds Ward 1,"Dane County Circuit Court, Branch 11",,99,NP,Roger A. Allen,36
Dane,Town Of Blue Mounds Ward 1,"Dane County Circuit Court, Branch 11",,99,NP,Francis X. Sullivan,13
Dane,Town Of Blue Mounds Ward 1,"Dane County Circuit Court, Branch 11",,99,NP,Ellen K. Berz,48
Dane,Town Of Blue Mounds Ward 1,"Dane County Circuit Court, Branch 11",,99,,Scattering,2
Dane,Town Of Bristol Wards 1-4,"Dane County Circuit Court, Branch 11",,155,NP,Roger A. Allen,55
Dane,Town Of Bristol Wards 1-4,"Dane County Circuit Court, Branch 11",,155,NP,Francis X. Sullivan,44
Dane,Town Of Bristol Wards 1-4,"Dane County Circuit Court, Branch 11",,155,NP,Ellen K. Berz,54
Dane,Town Of Bristol Wards 1-4,"Dane County Circuit Court, Branch 11",,155,,Scattering,2
Dane,Town Of Burke Wards 1-4,"Dane County Circuit Court, Branch 11",,144,NP,Roger A. Allen,57
Dane,Town Of Burke Wards 1-4,"Dane County Circuit Court, Branch 11",,144,NP,Francis X. Sullivan,32
Dane,Town Of Burke Wards 1-4,"Dane County Circuit Court, Branch 11",,144,NP,Ellen K. Berz,55
Dane,Town Of Burke Wards 1-4,"Dane County Circuit Court, Branch 11",,144,,Scattering,0
Dane,Town Of Christiana Wards 1-2,"Dane County Circuit Court, Branch 11",,65,NP,Roger A. Allen,22
Dane,Town Of Christiana Wards 1-2,"Dane County Circuit Court, Branch 11",,65,NP,Francis X. Sullivan,22
Dane,Town Of Christiana Wards 1-2,"Dane County Circuit Court, Branch 11",,65,NP,Ellen K. Berz,21
Dane,Town Of Christiana Wards 1-2,"Dane County Circuit Court, Branch 11",,65,,Scattering,0
Dane,Town Of Cottage Grove Wards 1-7,"Dane County Circuit Court, Branch 11",,208,NP,Roger A. Allen,82
Dane,Town Of Cottage Grove Wards 1-7,"Dane County Circuit Court, Branch 11",,208,NP,Francis X. Sullivan,57
Dane,Town Of Cottage Grove Wards 1-7,"Dane County Circuit Court, Branch 11",,208,NP,Ellen K. Berz,69
Dane,Town Of Cottage Grove Wards 1-7,"Dane County Circuit Court, Branch 11",,208,,Scattering,0
Dane,Town Of Cottage Grove Wards 1 - 7,"Dane County Circuit Court, Branch 11",,0,NP,Roger A. Allen,0
Dane,Town Of Cottage Grove Wards 1 - 7,"Dane County Circuit Court, Branch 11",,0,NP,Francis X. Sullivan,0
Dane,Town Of Cottage Grove Wards 1 - 7,"Dane County Circuit Court, Branch 11",,0,NP,Ellen K. Berz,0
Dane,Town Of Cottage Grove Wards 1 - 7,"Dane County Circuit Court, Branch 11",,0,,Scattering,0
Dane,Town Of Cross Plains Wards 1-2,"Dane County Circuit Court, Branch 11",,123,NP,Roger A. Allen,37
Dane,Town Of Cross Plains Wards 1-2,"Dane County Circuit Court, Branch 11",,123,NP,Francis X. Sullivan,38
Dane,Town Of Cross Plains Wards 1-2,"Dane County Circuit Court, Branch 11",,123,NP,Ellen K. Berz,48
Dane,Town Of Cross Plains Wards 1-2,"Dane County Circuit Court, Branch 11",,123,,Scattering,0
Dane,Town Of Dane Ward 1,"Dane County Circuit Court, Branch 11",,57,NP,Roger A. Allen,23
Dane,Town Of Dane Ward 1,"Dane County Circuit Court, Branch 11",,57,NP,Francis X. Sullivan,13
Dane,Town Of Dane Ward 1,"Dane County Circuit Court, Branch 11",,57,NP,Ellen K. Berz,21
