county,ward,office,district,total votes,party,candidate,votes
Adams,Town Of Adams Wards 1-3,Governor,,126,REP,Scott Walker,117
Adams,Town Of Adams Wards 1-3,Governor,,126,REP,Arthur Kohl-Riggs,7
Adams,Town Of Adams Wards 1-3,Governor,,126,REP,Patrick J. O'Brien (Write-In),0
Adams,Town Of Adams Wards 1-3,Governor,,126,REP,Scattering,2
Adams,Town Of Big Flats Wards 1 & 2,Governor,,105,REP,Scott Walker,103
Adams,Town Of Big Flats Wards 1 & 2,Governor,,105,REP,Arthur Kohl-Riggs,2
Adams,Town Of Big Flats Wards 1 & 2,Governor,,105,REP,Patrick J. O'Brien (Write-In),0
Adams,Town Of Big Flats Wards 1 & 2,Governor,,105,REP,Scattering,0
Adams,Town Of Colburn Ward 1,Governor,,35,REP,Scott Walker,33
Adams,Town Of Colburn Ward 1,Governor,,35,REP,Arthur Kohl-Riggs,2
Adams,Town Of Colburn Ward 1,Governor,,35,REP,Patrick J. O'Brien (Write-In),0
Adams,Town Of Colburn Ward 1,Governor,,35,REP,Scattering,0
Adams,Town Of Dell Prairie Wards 1-3,Governor,,147,REP,Scott Walker,146
Adams,Town Of Dell Prairie Wards 1-3,Governor,,147,REP,Arthur Kohl-Riggs,1
Adams,Town Of Dell Prairie Wards 1-3,Governor,,147,REP,Patrick J. O'Brien (Write-In),0
Adams,Town Of Dell Prairie Wards 1-3,Governor,,147,REP,Scattering,0
Adams,Town Of Easton Wards 1 & 2,Governor,,100,REP,Scott Walker,98
Adams,Town Of Easton Wards 1 & 2,Governor,,100,REP,Arthur Kohl-Riggs,2
Adams,Town Of Easton Wards 1 & 2,Governor,,100,REP,Patrick J. O'Brien (Write-In),0
Adams,Town Of Easton Wards 1 & 2,Governor,,100,REP,Scattering,0
Adams,Town Of Jackson Wards 1 & 2,Governor,,129,REP,Scott Walker,128
Adams,Town Of Jackson Wards 1 & 2,Governor,,129,REP,Arthur Kohl-Riggs,1
Adams,Town Of Jackson Wards 1 & 2,Governor,,129,REP,Patrick J. O'Brien (Write-In),0
Adams,Town Of Jackson Wards 1 & 2,Governor,,129,REP,Scattering,0
Adams,Town Of Leola Ward 1,Governor,,54,REP,Scott Walker,53
Adams,Town Of Leola Ward 1,Governor,,54,REP,Arthur Kohl-Riggs,1
Adams,Town Of Leola Ward 1,Governor,,54,REP,Patrick J. O'Brien (Write-In),0
Adams,Town Of Leola Ward 1,Governor,,54,REP,Scattering,0
Adams,Town Of Lincoln Ward 1,Governor,,39,REP,Scott Walker,38
Adams,Town Of Lincoln Ward 1,Governor,,39,REP,Arthur Kohl-Riggs,1
Adams,Town Of Lincoln Ward 1,Governor,,39,REP,Patrick J. O'Brien (Write-In),0
Adams,Town Of Lincoln Ward 1,Governor,,39,REP,Scattering,0
Adams,Town Of Monroe Ward 1,Governor,,62,REP,Scott Walker,61
Adams,Town Of Monroe Ward 1,Governor,,62,REP,Arthur Kohl-Riggs,1
Adams,Town Of Monroe Ward 1,Governor,,62,REP,Patrick J. O'Brien (Write-In),0
Adams,Town Of Monroe Ward 1,Governor,,62,REP,Scattering,0
Adams,Town Of New Chester Ward 1-3,Governor,,72,REP,Scott Walker,67
Adams,Town Of New Chester Ward 1-3,Governor,,72,REP,Arthur Kohl-Riggs,5
Adams,Town Of New Chester Ward 1-3,Governor,,72,REP,Patrick J. O'Brien (Write-In),0
Adams,Town Of New Chester Ward 1-3,Governor,,72,REP,Scattering,0
Adams,Town Of New Haven Ward 1,Governor,,65,REP,Scott Walker,59
Adams,Town Of New Haven Ward 1,Governor,,65,REP,Arthur Kohl-Riggs,6
Adams,Town Of New Haven Ward 1,Governor,,65,REP,Patrick J. O'Brien (Write-In),0
Adams,Town Of New Haven Ward 1,Governor,,65,REP,Scattering,0
Adams,Town Of Preston Wards 1 & 2,Governor,,129,REP,Scott Walker,128
Adams,Town Of Preston Wards 1 & 2,Governor,,129,REP,Arthur Kohl-Riggs,1
Adams,Town Of Preston Wards 1 & 2,Governor,,129,REP,Patrick J. O'Brien (Write-In),0
Adams,Town Of Preston Wards 1 & 2,Governor,,129,REP,Scattering,0
Adams,Town Of Quincy Wards 1-3,Governor,,109,REP,Scott Walker,104
Adams,Town Of Quincy Wards 1-3,Governor,,109,REP,Arthur Kohl-Riggs,5
Adams,Town Of Quincy Wards 1-3,Governor,,109,REP,Patrick J. O'Brien (Write-In),0
Adams,Town Of Quincy Wards 1-3,Governor,,109,REP,Scattering,0
Adams,Town Of Richfield Ward 1,Governor,,24,REP,Scott Walker,23
Adams,Town Of Richfield Ward 1,Governor,,24,REP,Arthur Kohl-Riggs,1
Adams,Town Of Richfield Ward 1,Governor,,24,REP,Patrick J. O'Brien (Write-In),0
Adams,Town Of Richfield Ward 1,Governor,,24,REP,Scattering,0
Adams,Town Of Rome Wards 1-5,Governor,,571,REP,Scott Walker,560
Adams,Town Of Rome Wards 1-5,Governor,,571,REP,Arthur Kohl-Riggs,11
Adams,Town Of Rome Wards 1-5,Governor,,571,REP,Patrick J. O'Brien (Write-In),0
Adams,Town Of Rome Wards 1-5,Governor,,571,REP,Scattering,0
Adams,Town Of Springville Wards 1 & 2,Governor,,117,REP,Scott Walker,117
Adams,Town Of Springville Wards 1 & 2,Governor,,117,REP,Arthur Kohl-Riggs,0
Adams,Town Of Springville Wards 1 & 2,Governor,,117,REP,Patrick J. O'Brien (Write-In),0
Adams,Town Of Springville Wards 1 & 2,Governor,,117,REP,Scattering,0
Adams,Town Of Strongs Prairie Wards 1-3,Governor,,118,REP,Scott Walker,112
Adams,Town Of Strongs Prairie Wards 1-3,Governor,,118,REP,Arthur Kohl-Riggs,6
Adams,Town Of Strongs Prairie Wards 1-3,Governor,,118,REP,Patrick J. O'Brien (Write-In),0
Adams,Town Of Strongs Prairie Wards 1-3,Governor,,118,REP,Scattering,0
Adams,Village Of Friendship Ward 1,Governor,,53,REP,Scott Walker,50
Adams,Village Of Friendship Ward 1,Governor,,53,REP,Arthur Kohl-Riggs,3
