county,ward,office,district,total votes,party,candidate,votes
Waukesha,"Town Of Delafield Wards 1, 2, 5, 6",State Senate,33,1456,REP,Paul Farrow,616
Waukesha,"Town Of Delafield Wards 1, 2, 5, 6",State Senate,33,1456,REP,Chris Kapenga,834
Waukesha,"Town Of Delafield Wards 1, 2, 5, 6",State Senate,33,1456,REP,Scattering,6
Waukesha,"Town Of Delafield Wards 3, 4",State Senate,33,899,REP,Paul Farrow,425
Waukesha,"Town Of Delafield Wards 3, 4",State Senate,33,899,REP,Chris Kapenga,474
Waukesha,"Town Of Delafield Wards 3, 4",State Senate,33,899,REP,Scattering,0
Waukesha,"Town Of Delafield Wards 7, 8",State Senate,33,639,REP,Paul Farrow,261
Waukesha,"Town Of Delafield Wards 7, 8",State Senate,33,639,REP,Chris Kapenga,378
Waukesha,"Town Of Delafield Wards 7, 8",State Senate,33,639,REP,Scattering,0
Waukesha,"Town Of Delafield Wards 9, 10, 11",State Senate,33,990,REP,Paul Farrow,298
Waukesha,"Town Of Delafield Wards 9, 10, 11",State Senate,33,990,REP,Chris Kapenga,691
Waukesha,"Town Of Delafield Wards 9, 10, 11",State Senate,33,990,REP,Scattering,1
Waukesha,"Town Of Genesee Ward 1,3,5 & 9",State Senate,33,1103,REP,Paul Farrow,433
Waukesha,"Town Of Genesee Ward 1,3,5 & 9",State Senate,33,1103,REP,Chris Kapenga,669
Waukesha,"Town Of Genesee Ward 1,3,5 & 9",State Senate,33,1103,REP,Scattering,1
Waukesha,"Town Of Genesee Ward 2, 4 & 10",State Senate,33,1144,REP,Paul Farrow,503
Waukesha,"Town Of Genesee Ward 2, 4 & 10",State Senate,33,1144,REP,Chris Kapenga,636
Waukesha,"Town Of Genesee Ward 2, 4 & 10",State Senate,33,1144,REP,Scattering,5
Waukesha,"Town Of Genesee Ward 6,7 & 8",State Senate,33,1293,REP,Paul Farrow,619
Waukesha,"Town Of Genesee Ward 6,7 & 8",State Senate,33,1293,REP,Chris Kapenga,672
Waukesha,"Town Of Genesee Ward 6,7 & 8",State Senate,33,1293,REP,Scattering,2
Waukesha,Town Of Lisbon Ward 3,State Senate,33,475,REP,Paul Farrow,302
Waukesha,Town Of Lisbon Ward 3,State Senate,33,475,REP,Chris Kapenga,173
Waukesha,Town Of Lisbon Ward 3,State Senate,33,475,REP,Scattering,0
Waukesha,"Town Of Merton Wards 1, 2, 3, 7, 8, 9",State Senate,33,2591,REP,Paul Farrow,1142
Waukesha,"Town Of Merton Wards 1, 2, 3, 7, 8, 9",State Senate,33,2591,REP,Chris Kapenga,1441
Waukesha,"Town Of Merton Wards 1, 2, 3, 7, 8, 9",State Senate,33,2591,REP,Scattering,8
Waukesha,"Town Of Merton Wards, 4, 5, 6, 10",State Senate,33,1160,REP,Paul Farrow,481
Waukesha,"Town Of Merton Wards, 4, 5, 6, 10",State Senate,33,1160,REP,Chris Kapenga,676
Waukesha,"Town Of Merton Wards, 4, 5, 6, 10",State Senate,33,1160,REP,Scattering,3
