WAUKESHA,"TOWN OF DELAFIELD WARDS 1, 2, 5, 6",STATE SENATE,33,180,REP,PAUL FARROW,178.0
WAUKESHA,"TOWN OF DELAFIELD WARDS 1, 2, 5, 6",STATE SENATE,33,180,,SCATTERING,2.0
"TOWN OF DELAFIELD WARDS 3, 4",STATE SENATE,33,116,REP,PAUL FARROW,112.0
"TOWN OF DELAFIELD WARDS 3, 4",STATE SENATE,33,116,,SCATTERING,4.0
"TOWN OF DELAFIELD WARDS 7, 8",STATE SENATE,33,107,REP,PAUL FARROW,107.0
"TOWN OF DELAFIELD WARDS 7, 8",STATE SENATE,33,107,,SCATTERING,0.0
"TOWN OF DELAFIELD WARDS 9, 10, 11",STATE SENATE,33,141,REP,PAUL FARROW,139.0
"TOWN OF DELAFIELD WARDS 9, 10, 11",STATE SENATE,33,141,,SCATTERING,2.0
TOWN OF GENESEE Wards 1-10,STATE SENATE,33,438,REP,PAUL FARROW,427.0
TOWN OF GENESEE Wards 1-10,STATE SENATE,33,438,,SCATTERING,11.0
TOWN OF LISBON WARD 3,STATE SENATE,33,56,REP,PAUL FARROW,54.0
TOWN OF LISBON WARD 3,STATE SENATE,33,56,,SCATTERING,2.0
"TOWN OF MERTON Wards 1, 2, 3, 7, 8, 9",STATE SENATE,33,300,REP,PAUL FARROW,299.0
"TOWN OF MERTON Wards 1, 2, 3, 7, 8, 9",STATE SENATE,33,300,,SCATTERING,1.0
"TOWN OF MERTON Wards, 4, 5, 6, 10",STATE SENATE,33,129,REP,PAUL FARROW,127.0
"TOWN OF MERTON Wards, 4, 5, 6, 10",STATE SENATE,33,129,,SCATTERING,2.0
"TOWN OF MUKWONAGO WARDS 4,5,6",STATE SENATE,33,96,REP,PAUL FARROW,94.0
"TOWN OF MUKWONAGO WARDS 4,5,6",STATE SENATE,33,96,,SCATTERING,2.0
TOWN OF OCONOMOWOC WARD 10,STATE SENATE,33,0.0,REP,PAUL FARROW,0.0
TOWN OF OCONOMOWOC WARD 10,STATE SENATE,33,0.0,,SCATTERING,0.0
TOWN OF OTTAWA WARDS 1-5,STATE SENATE,33,273,REP,PAUL FARROW,271.0
TOWN OF OTTAWA WARDS 1-5,STATE SENATE,33,273,,SCATTERING,2.0
"TOWN OF WAUKESHA Wards 1,2,3,4,5,6 & 8",STATE SENATE,33,337,REP,PAUL FARROW,334.0
"TOWN OF WAUKESHA Wards 1,2,3,4,5,6 & 8",STATE SENATE,33,337,,SCATTERING,3.0
VILLAGE OF CHENEQUA Ward 1,STATE SENATE,33,57,REP,PAUL FARROW,56.0
VILLAGE OF CHENEQUA Ward 1,STATE SENATE,33,57,,SCATTERING,1.0
VILLAGE OF DOUSMAN Wards 1-3,STATE SENATE,33,132,REP,PAUL FARROW,128.0
VILLAGE OF DOUSMAN Wards 1-3,STATE SENATE,33,132,,SCATTERING,4.0
VILLAGE OF HARTLAND Wards 1-12,STATE SENATE,33,285,REP,PAUL FARROW,283.0
VILLAGE OF HARTLAND Wards 1-12,STATE SENATE,33,285,,SCATTERING,2.0
VILLAGE OF MERTON WARDS 1-4,STATE SENATE,33,138,REP,PAUL FARROW,138.0
VILLAGE OF MERTON WARDS 1-4,STATE SENATE,33,138,,SCATTERING,0.0
VILLAGE OF NASHOTAH WARDS 1-2,STATE SENATE,33,75,REP,PAUL FARROW,75.0
VILLAGE OF NASHOTAH WARDS 1-2,STATE SENATE,33,75,,SCATTERING,0.0
VILLAGE OF NORTH PRAIRIE Wards 1-3,STATE SENATE,33,121,REP,PAUL FARROW,118.0
VILLAGE OF NORTH PRAIRIE Wards 1-3,STATE SENATE,33,121,,SCATTERING,3.0
