county,ward,office,district,total votes,party,candidate,votes
Clark,Town Of Beaver Ward 1,State Assembly,69,61,DEM,Kenneth A. Slezak,10
Clark,Town Of Beaver Ward 1,State Assembly,69,61,REP,Bob Kulp,47
Clark,Town Of Beaver Ward 1,State Assembly,69,61,IND,Tim Swiggum,4
Clark,Town Of Beaver Ward 1,State Assembly,69,61,,Scattering,0
Clark,"Town Of Colby Wards 1, 2 & 3",State Assembly,69,89,DEM,Kenneth A. Slezak,16
Clark,"Town Of Colby Wards 1, 2 & 3",State Assembly,69,89,REP,Bob Kulp,67
Clark,"Town Of Colby Wards 1, 2 & 3",State Assembly,69,89,IND,Tim Swiggum,6
Clark,"Town Of Colby Wards 1, 2 & 3",State Assembly,69,89,,Scattering,0
Clark,Town Of Dewhurst Ward 1,State Assembly,69,33,DEM,Kenneth A. Slezak,8
Clark,Town Of Dewhurst Ward 1,State Assembly,69,33,REP,Bob Kulp,23
Clark,Town Of Dewhurst Ward 1,State Assembly,69,33,IND,Tim Swiggum,2
Clark,Town Of Dewhurst Ward 1,State Assembly,69,33,,Scattering,0
Clark,Town Of Fremont Ward 1 & 2,State Assembly,69,114,DEM,Kenneth A. Slezak,24
Clark,Town Of Fremont Ward 1 & 2,State Assembly,69,114,REP,Bob Kulp,82
Clark,Town Of Fremont Ward 1 & 2,State Assembly,69,114,IND,Tim Swiggum,8
Clark,Town Of Fremont Ward 1 & 2,State Assembly,69,114,,Scattering,0
Clark,Town Of Grant Ward 1 & 2,State Assembly,69,115,DEM,Kenneth A. Slezak,38
Clark,Town Of Grant Ward 1 & 2,State Assembly,69,115,REP,Bob Kulp,71
Clark,Town Of Grant Ward 1 & 2,State Assembly,69,115,IND,Tim Swiggum,6
Clark,Town Of Grant Ward 1 & 2,State Assembly,69,115,,Scattering,0
Clark,Town Of Green Grove Ward 1 & 2,State Assembly,69,67,DEM,Kenneth A. Slezak,13
Clark,Town Of Green Grove Ward 1 & 2,State Assembly,69,67,REP,Bob Kulp,39
Clark,Town Of Green Grove Ward 1 & 2,State Assembly,69,67,IND,Tim Swiggum,15
Clark,Town Of Green Grove Ward 1 & 2,State Assembly,69,67,,Scattering,0
Clark,Town Of Hewett Ward 1 & 2,State Assembly,69,44,DEM,Kenneth A. Slezak,23
Clark,Town Of Hewett Ward 1 & 2,State Assembly,69,44,REP,Bob Kulp,17
Clark,Town Of Hewett Ward 1 & 2,State Assembly,69,44,IND,Tim Swiggum,4
Clark,Town Of Hewett Ward 1 & 2,State Assembly,69,44,,Scattering,0
Clark,Town Of Hoard Ward 1 & 2,State Assembly,69,84,DEM,Kenneth A. Slezak,12
Clark,Town Of Hoard Ward 1 & 2,State Assembly,69,84,REP,Bob Kulp,57
Clark,Town Of Hoard Ward 1 & 2,State Assembly,69,84,IND,Tim Swiggum,15
Clark,Town Of Hoard Ward 1 & 2,State Assembly,69,84,,Scattering,0
Clark,Town Of Levis Ward 1 & 2,State Assembly,69,51,DEM,Kenneth A. Slezak,9
Clark,Town Of Levis Ward 1 & 2,State Assembly,69,51,REP,Bob Kulp,41
Clark,Town Of Levis Ward 1 & 2,State Assembly,69,51,IND,Tim Swiggum,1
Clark,Town Of Levis Ward 1 & 2,State Assembly,69,51,,Scattering,0
Clark,Town Of Loyal Ward 1 & 2,State Assembly,69,59,DEM,Kenneth A. Slezak,5
Clark,Town Of Loyal Ward 1 & 2,State Assembly,69,59,REP,Bob Kulp,53
Clark,Town Of Loyal Ward 1 & 2,State Assembly,69,59,IND,Tim Swiggum,1
Clark,Town Of Loyal Ward 1 & 2,State Assembly,69,59,,Scattering,0
Clark,Town Of Lynn Ward 1 & 2,State Assembly,69,61,DEM,Kenneth A. Slezak,8
Clark,Town Of Lynn Ward 1 & 2,State Assembly,69,61,REP,Bob Kulp,47
Clark,Town Of Lynn Ward 1 & 2,State Assembly,69,61,IND,Tim Swiggum,6
Clark,Town Of Lynn Ward 1 & 2,State Assembly,69,61,,Scattering,0
Clark,Town Of Mayville Ward 1 & 2,State Assembly,69,87,DEM,Kenneth A. Slezak,18
Clark,Town Of Mayville Ward 1 & 2,State Assembly,69,87,REP,Bob Kulp,59
Clark,Town Of Mayville Ward 1 & 2,State Assembly,69,87,IND,Tim Swiggum,10
Clark,Town Of Mayville Ward 1 & 2,State Assembly,69,87,,Scattering,0
