WAUKESHA,TOWN OF LISBON WARD 3,ASSEMBLY,98,158,REP,ADAM NEYLON,158.0
WAUKESHA,TOWN OF LISBON WARD 3,ASSEMBLY,98,158,,SCATTERING,0.0
VILLAGE OF PEWAUKEE Wards 1 - 5,ASSEMBLY,98,518,REP,ADAM NEYLON,515.0
VILLAGE OF PEWAUKEE Wards 1 - 5,ASSEMBLY,98,518,,SCATTERING,3.0
VILLAGE OF PEWAUKEE Wards 6 - 10,ASSEMBLY,98,357,REP,ADAM NEYLON,356.0
VILLAGE OF PEWAUKEE Wards 6 - 10,ASSEMBLY,98,357,,SCATTERING,1.0
"VILLAGE OF SUSSEX Wards 1,3",ASSEMBLY,98,253,REP,ADAM NEYLON,253.0
"VILLAGE OF SUSSEX Wards 1,3",ASSEMBLY,98,253,,SCATTERING,0.0
"VILLAGE OF SUSSEX Wards 2,4",ASSEMBLY,98,362,REP,ADAM NEYLON,362.0
"VILLAGE OF SUSSEX Wards 2,4",ASSEMBLY,98,362,,SCATTERING,0.0
"VILLAGE OF SUSSEX Wards 5,6,7",ASSEMBLY,98,419,REP,ADAM NEYLON,417.0
"VILLAGE OF SUSSEX Wards 5,6,7",ASSEMBLY,98,419,,SCATTERING,2.0
VILLAGE OF SUSSEX Ward 8,ASSEMBLY,98,12,REP,ADAM NEYLON,12.0
VILLAGE OF SUSSEX Ward 8,ASSEMBLY,98,12,,SCATTERING,0.0
CITY OF PEWAUKEE WARDS 1-4,ASSEMBLY,98,659,REP,ADAM NEYLON,653.0
CITY OF PEWAUKEE WARDS 1-4,ASSEMBLY,98,659,,SCATTERING,6.0
CITY OF PEWAUKEE WARDS 5-7,ASSEMBLY,98,590,REP,ADAM NEYLON,588.0
CITY OF PEWAUKEE WARDS 5-7,ASSEMBLY,98,590,,SCATTERING,2.0
CITY OF PEWAUKEE WARDS 8-10,ASSEMBLY,98,626,REP,ADAM NEYLON,622.0
CITY OF PEWAUKEE WARDS 8-10,ASSEMBLY,98,626,,SCATTERING,4.0
CITY OF WAUKESHA Ward 1,ASSEMBLY,98,191,REP,ADAM NEYLON,190.0
CITY OF WAUKESHA Ward 1,ASSEMBLY,98,191,,SCATTERING,1.0
CITY OF WAUKESHA Ward 2,ASSEMBLY,98,258,REP,ADAM NEYLON,255.0
CITY OF WAUKESHA Ward 2,ASSEMBLY,98,258,,SCATTERING,3.0
CITY OF WAUKESHA Ward 3,ASSEMBLY,98,57,REP,ADAM NEYLON,56.0
CITY OF WAUKESHA Ward 3,ASSEMBLY,98,57,,SCATTERING,1.0
CITY OF WAUKESHA Ward 4,ASSEMBLY,98,73,REP,ADAM NEYLON,71.0
CITY OF WAUKESHA Ward 4,ASSEMBLY,98,73,,SCATTERING,2.0
CITY OF WAUKESHA Ward 6,ASSEMBLY,98,106,REP,ADAM NEYLON,104.0
CITY OF WAUKESHA Ward 6,ASSEMBLY,98,106,,SCATTERING,2.0
CITY OF WAUKESHA Ward 9,ASSEMBLY,98,227,REP,ADAM NEYLON,224.0
CITY OF WAUKESHA Ward 9,ASSEMBLY,98,227,,SCATTERING,3.0
CITY OF WAUKESHA Ward 10,ASSEMBLY,98,81,REP,ADAM NEYLON,80.0
CITY OF WAUKESHA Ward 10,ASSEMBLY,98,81,,SCATTERING,1.0
CITY OF WAUKESHA Ward 12,ASSEMBLY,98,224,REP,ADAM NEYLON,220.0
CITY OF WAUKESHA Ward 12,ASSEMBLY,98,224,,SCATTERING,4.0
CITY OF WAUKESHA Ward 13,ASSEMBLY,98,183,REP,ADAM NEYLON,183.0
CITY OF WAUKESHA Ward 13,ASSEMBLY,98,183,,SCATTERING,0.0
CITY OF WAUKESHA Ward 27,ASSEMBLY,98,2,REP,ADAM NEYLON,2.0
CITY OF WAUKESHA Ward 27,ASSEMBLY,98,2,,SCATTERING,0.0
CITY OF WAUKESHA Ward 29,ASSEMBLY,98,61,REP,ADAM NEYLON,61.0
CITY OF WAUKESHA Ward 29,ASSEMBLY,98,61,,SCATTERING,0.0
CITY OF WAUKESHA Ward 34,ASSEMBLY,98,70,REP,ADAM NEYLON,70.0
CITY OF WAUKESHA Ward 34,ASSEMBLY,98,70,,SCATTERING,0.0
CITY OF WAUKESHA Ward 35,ASSEMBLY,98,245,REP,ADAM NEYLON,240.0
CITY OF WAUKESHA Ward 35,ASSEMBLY,98,245,,SCATTERING,5.0
CITY OF WAUKESHA Ward 36,ASSEMBLY,98,315,REP,ADAM NEYLON,314.0
CITY OF WAUKESHA Ward 36,ASSEMBLY,98,315,,SCATTERING,1.0
