county,ward,office,district,total votes,party,candidate,votes
Waukesha,Town Of Lisbon Ward 3,State Assembly,98,0,DEM,Scattering,0
Waukesha,Village Of Pewaukee Wards 1 - 5,State Assembly,98,5,DEM,Scattering,5
Waukesha,Village Of Pewaukee Wards 6 - 10,State Assembly,98,2,DEM,Scattering,2
Waukesha,Village Of Sussex Wards 1 - 8,State Assembly,98,17,DEM,Scattering,17
Waukesha,City Of Pewaukee Wards 1-4,State Assembly,98,6,DEM,Scattering,6
Waukesha,City Of Pewaukee Wards 5-7,State Assembly,98,1,DEM,Scattering,1
Waukesha,City Of Pewaukee Wards 8-10,State Assembly,98,7,DEM,Scattering,7
Waukesha,City Of Waukesha Ward 1,State Assembly,98,0,DEM,Scattering,0
Waukesha,City Of Waukesha Ward 2,State Assembly,98,2,DEM,Scattering,2
Waukesha,City Of Waukesha Ward 3,State Assembly,98,0,DEM,Scattering,0
Waukesha,City Of Waukesha Ward 4,State Assembly,98,0,DEM,Scattering,0
Waukesha,City Of Waukesha Ward 6,State Assembly,98,1,DEM,Scattering,1
Waukesha,City Of Waukesha Ward 9,State Assembly,98,0,DEM,Scattering,0
Waukesha,City Of Waukesha Ward 10,State Assembly,98,1,DEM,Scattering,1
Waukesha,City Of Waukesha Ward 12,State Assembly,98,3,DEM,Scattering,3
Waukesha,City Of Waukesha Ward 13,State Assembly,98,0,DEM,Scattering,0
Waukesha,City Of Waukesha Ward 27,State Assembly,98,0,DEM,Scattering,0
Waukesha,City Of Waukesha Ward 29,State Assembly,98,1,DEM,Scattering,1
Waukesha,City Of Waukesha Ward 34,State Assembly,98,1,DEM,Scattering,1
Waukesha,City Of Waukesha Ward 35,State Assembly,98,3,DEM,Scattering,3
Waukesha,City Of Waukesha Ward 36,State Assembly,98,2,DEM,Scattering,2
Waukesha,Town Of Lisbon Ward 3,State Assembly,98,132,REP,Ed Baumann,46
Waukesha,Town Of Lisbon Ward 3,State Assembly,98,132,REP,Adam Neylon,63
Waukesha,Town Of Lisbon Ward 3,State Assembly,98,132,REP,Jeanne Tarantino,11
Waukesha,Town Of Lisbon Ward 3,State Assembly,98,132,REP,Matt Morzy,4
Waukesha,Town Of Lisbon Ward 3,State Assembly,98,132,REP,Todd A. Greenwald,7
Waukesha,Town Of Lisbon Ward 3,State Assembly,98,132,REP,Scattering,1
Waukesha,Village Of Pewaukee Wards 1 - 5,State Assembly,98,495,REP,Ed Baumann,254
Waukesha,Village Of Pewaukee Wards 1 - 5,State Assembly,98,495,REP,Adam Neylon,169
Waukesha,Village Of Pewaukee Wards 1 - 5,State Assembly,98,495,REP,Jeanne Tarantino,31
Waukesha,Village Of Pewaukee Wards 1 - 5,State Assembly,98,495,REP,Matt Morzy,10
Waukesha,Village Of Pewaukee Wards 1 - 5,State Assembly,98,495,REP,Todd A. Greenwald,29
Waukesha,Village Of Pewaukee Wards 1 - 5,State Assembly,98,495,REP,Scattering,2
Waukesha,Village Of Pewaukee Wards 6 - 10,State Assembly,98,290,REP,Ed Baumann,148
Waukesha,Village Of Pewaukee Wards 6 - 10,State Assembly,98,290,REP,Adam Neylon,92
Waukesha,Village Of Pewaukee Wards 6 - 10,State Assembly,98,290,REP,Jeanne Tarantino,31
Waukesha,Village Of Pewaukee Wards 6 - 10,State Assembly,98,290,REP,Matt Morzy,10
Waukesha,Village Of Pewaukee Wards 6 - 10,State Assembly,98,290,REP,Todd A. Greenwald,8
Waukesha,Village Of Pewaukee Wards 6 - 10,State Assembly,98,290,REP,Scattering,1
Waukesha,Village Of Sussex Wards 1 - 8,State Assembly,98,831,REP,Ed Baumann,276
Waukesha,Village Of Sussex Wards 1 - 8,State Assembly,98,831,REP,Adam Neylon,353
Waukesha,Village Of Sussex Wards 1 - 8,State Assembly,98,831,REP,Jeanne Tarantino,125
Waukesha,Village Of Sussex Wards 1 - 8,State Assembly,98,831,REP,Matt Morzy,40
Waukesha,Village Of Sussex Wards 1 - 8,State Assembly,98,831,REP,Todd A. Greenwald,36
Waukesha,Village Of Sussex Wards 1 - 8,State Assembly,98,831,REP,Scattering,1
Waukesha,City Of Pewaukee Wards 1-4,State Assembly,98,644,REP,Ed Baumann,261
Waukesha,City Of Pewaukee Wards 1-4,State Assembly,98,644,REP,Adam Neylon,269
Waukesha,City Of Pewaukee Wards 1-4,State Assembly,98,644,REP,Jeanne Tarantino,67
Waukesha,City Of Pewaukee Wards 1-4,State Assembly,98,644,REP,Matt Morzy,19
Waukesha,City Of Pewaukee Wards 1-4,State Assembly,98,644,REP,Todd A. Greenwald,25
Waukesha,City Of Pewaukee Wards 1-4,State Assembly,98,644,REP,Scattering,3
Waukesha,City Of Pewaukee Wards 5-7,State Assembly,98,559,REP,Ed Baumann,230
Waukesha,City Of Pewaukee Wards 5-7,State Assembly,98,559,REP,Adam Neylon,219
Waukesha,City Of Pewaukee Wards 5-7,State Assembly,98,559,REP,Jeanne Tarantino,61
Waukesha,City Of Pewaukee Wards 5-7,State Assembly,98,559,REP,Matt Morzy,22
Waukesha,City Of Pewaukee Wards 5-7,State Assembly,98,559,REP,Todd A. Greenwald,27
Waukesha,City Of Pewaukee Wards 5-7,State Assembly,98,559,REP,Scattering,0
