county,ward,office,district,totalvotes,party,candidate,votes
Adams,Town Of Adams Wards 1 & 2,Adams County District Attorney,,481,DEM,Mark D. Thibodeau,475
Adams,Town Of Adams Wards 1 & 2,Adams County District Attorney,,481,,Scattering,6
Adams,Town Of Big Flats,Adams County District Attorney,,390,DEM,Mark D. Thibodeau,387
Adams,Town Of Big Flats,Adams County District Attorney,,390,,Scattering,3
Adams,Town Of Colburn,Adams County District Attorney,,96,DEM,Mark D. Thibodeau,96
Adams,Town Of Colburn,Adams County District Attorney,,96,,Scattering,0
Adams,Town Of Dell Prairie Wards 1 & 2,Adams County District Attorney,,517,DEM,Mark D. Thibodeau,514
Adams,Town Of Dell Prairie Wards 1 & 2,Adams County District Attorney,,517,,Scattering,3
Adams,Town Of Easton Wards 1 & 2,Adams County District Attorney,,338,DEM,Mark D. Thibodeau,334
Adams,Town Of Easton Wards 1 & 2,Adams County District Attorney,,338,,Scattering,4
Adams,Town Of Jackson,Adams County District Attorney,,335,DEM,Mark D. Thibodeau,335
Adams,Town Of Jackson,Adams County District Attorney,,335,,Scattering,0
Adams,Town Of Leola,Adams County District Attorney,,90,DEM,Mark D. Thibodeau,90
Adams,Town Of Leola,Adams County District Attorney,,90,,Scattering,0
Adams,Town Of Lincoln,Adams County District Attorney,,130,DEM,Mark D. Thibodeau,130
Adams,Town Of Lincoln,Adams County District Attorney,,130,,Scattering,0
Adams,Town Of Monroe,Adams County District Attorney,,194,DEM,Mark D. Thibodeau,191
Adams,Town Of Monroe,Adams County District Attorney,,194,,Scattering,3
Adams,Town Of New Chester Wards 1 & 2,Adams County District Attorney,,311,DEM,Mark D. Thibodeau,311
Adams,Town Of New Chester Wards 1 & 2,Adams County District Attorney,,311,,Scattering,0
Adams,Town Of New Haven,Adams County District Attorney,,274,DEM,Mark D. Thibodeau,273
Adams,Town Of New Haven,Adams County District Attorney,,274,,Scattering,1
Adams,Town Of Preston Wards 1 - 3,Adams County District Attorney,,475,DEM,Mark D. Thibodeau,475
Adams,Town Of Preston Wards 1 - 3,Adams County District Attorney,,475,,Scattering,0
Adams,Town Of Quincy Wards 1 & 2,Adams County District Attorney,,487,DEM,Mark D. Thibodeau,482
