county,ward,office,district,total votes,party,candidate,votes
Adams,Town Of Adams Ward 1-3,State Superintendent Of Public Instruction,,153,NP,Tony Evers,110
Adams,Town Of Adams Ward 1-3,State Superintendent Of Public Instruction,,153,NP,Lowell E. Holtz,43
Adams,Town Of Adams Ward 1-3,State Superintendent Of Public Instruction,,153,NP,Rick Melcher (Write-In),0
Adams,Town Of Adams Ward 1-3,State Superintendent Of Public Instruction,,153,,Scattering,0
Adams,Town Of Big Flats Ward 1-2,State Superintendent Of Public Instruction,,100,NP,Tony Evers,74
Adams,Town Of Big Flats Ward 1-2,State Superintendent Of Public Instruction,,100,NP,Lowell E. Holtz,25
Adams,Town Of Big Flats Ward 1-2,State Superintendent Of Public Instruction,,100,NP,Rick Melcher (Write-In),1
Adams,Town Of Big Flats Ward 1-2,State Superintendent Of Public Instruction,,100,,Scattering,0
Adams,Town Of Colburn Ward 1,State Superintendent Of Public Instruction,,51,NP,Tony Evers,39
Adams,Town Of Colburn Ward 1,State Superintendent Of Public Instruction,,51,NP,Lowell E. Holtz,12
Adams,Town Of Colburn Ward 1,State Superintendent Of Public Instruction,,51,NP,Rick Melcher (Write-In),0
Adams,Town Of Colburn Ward 1,State Superintendent Of Public Instruction,,51,,Scattering,0
Adams,Town Of Dell Prairie Ward 1-3,State Superintendent Of Public Instruction,,121,NP,Tony Evers,82
Adams,Town Of Dell Prairie Ward 1-3,State Superintendent Of Public Instruction,,121,NP,Lowell E. Holtz,39
Adams,Town Of Dell Prairie Ward 1-3,State Superintendent Of Public Instruction,,121,NP,Rick Melcher (Write-In),0
Adams,Town Of Dell Prairie Ward 1-3,State Superintendent Of Public Instruction,,121,,Scattering,0
Adams,Town Of Easton Ward 1-2,State Superintendent Of Public Instruction,,97,NP,Tony Evers,69
Adams,Town Of Easton Ward 1-2,State Superintendent Of Public Instruction,,97,NP,Lowell E. Holtz,28
Adams,Town Of Easton Ward 1-2,State Superintendent Of Public Instruction,,97,NP,Rick Melcher (Write-In),0
