 rka.D ,"","",h iobau ed,"",acttngire
Vance Creek Town , 194 , 0
Almena Village , 194 , 2
Cameron Village Wards 1 & 2 , 435 , 2
Dallas Village , 93 , 1
 L.,"",mro,"",gin
gn a le,"",m ts lo,"",tactre
Haugen Village , 97 , 0
New Auburn Village Ward 2 , 4 , 0
Prairie Farm Village , 134 , 4
Turtle Lake Village Ward 1 , 305 , 2
Barron City Wards 1 - 7 , 902 , 29
Chetek City Wards 1 - 4 , 655 , 9
Cumberland City Wards 1 - 5 , 769 , 8
Rice Lake City Wards 1 - 4 , 581 , 15
Rice Lake City Wards 5 - 8 , 839 , 13
Rice Lake City Wards 9 - 13 , 800 , 7
Rice Lake City Wards 14 - 17 , 777 , 11
"","","",as ,girn
r ig a,"","",au ak ,actte
Barksdale Town , 217 , 1
Barnes Town , 264 , 0
Bayfield Town , 172 , 2
Bayview Town , 145 , 0
Bell Town , 76 , 0
Cable Town , 285 , 0
Clover Town , 65 , 0
Delta Town , 98 , 0
Drummond Town , 130 , 0
Eileen Town Wards 1 & 2 , 187 , 1
Grand View Town , 119 , 0
Hughes Town , 126 , 0
Iron River Town Wards 1 & 2 , 180 , 0
Kelly Town , 109 , 1
Keystone Town , 75 , 0
Lincoln Town , 77 , 0
Mason Town , 97 , 0
Namakagon Town , 139 , 0
Orienta Town , 26 , 0
Oulu Town , 123 , 0
Pilsen Town , 71 , 0
Port Wing Town , 90 , 0
Russell Town Wards 1 & 2 , 112 , 1
Tripp Town , 46 , 0
Washburn Town , 141 , 0
Mason Village , 20 , 0
Ashland City Ward 12 , 0 , 0
Bayfield City Wards 1 - 4 , 129 , 1
"","",as ,igrn
irag ,"",aku a ,catte
Washburn City Wards 1 - 4 , 393 , 0
oh n  P. ,"","",ka s ikow ,"","","",acrigntte
Eaton Town Wards 1 & 2 , 667 , 4
Glenmore Town Wards 1 & 2 , 513 , 2
Green Bay Town Wards 1 & 2 , 841 , 1
Holland Town Wards 1 & 2 , 622 , 4
Humboldt Town Wards 1 & 2 , 533 , 2
Lawrence Town Wards 1 - 3 ," 1,247 ", 5
Ledgeview Town Wards 1 - 4 ," 1,824 ", 12
Morrison Town Wards 1 & 2 , 764 , 1
New Denmark Town Wards 1 - 3 , 713 , 1
Pittsfield Town Wards 1 - 4 ," 1,206 ", 0
Rockland Town Wards 1 & 2 , 767 , 1
Scott Town Wards 1 - 4 ," 1,500 ", 6
Scott Town Ward 5 , 49 , 1
Wrightstown Town Wards 1 - 3 , 853 , 1
Allouez Village Wards 1 & 2 ," 1,243 ", 15
Allouez Village Wards 3 & 4 ," 1,695 ", 12
Allouez Village Wards 5 & 6 ," 1,953 ", 10
Allouez Village Wards 7 - 9 ," 1,497 ", 13
Ashwaubenon Village Wards 1 & 2 , 929 , 9
Ashwaubenon Village Wards 3 & 4 ," 1,099 ", 13
Ashwaubenon Village Wards 5 & 6 ," 1,244 ", 7
Ashwaubenon Village Wards 7 & 8 ," 1,327 ", 6
Ashwaubenon Village Ward 9 , 494 , 1
Ashwaubenon Village Ward 10 , 902 , 8
Ashwaubenon Village Wards 11 & 12 ," 1,288 ", 8
Bellevue Village Wards 1 - 6 ," 2,319 ", 13
Bellevue Village Wards 7 - 10 ," 2,626 ", 16
Denmark Village Wards 1 - 3 , 803 , 5
oh n  P. ,"","",ka s ikow ,"","","",acrigntte
Hobart Village Wards 1 - 7 ," 2,558 ", 16
Howard Village Wards 1 - 8 ," 2,811 ", 17
Howard Village Wards 9 - 16 ," 3,818 ", 18
Pulaski Village Wards 1 - 3 & 6 , 973 , 5
Suamico Village Wards 1 - 3 & 10 ," 1,717 ", 11
Suamico Village Ward 7 , 629 , 8
"Suamico Village Wards 4 - 6, 8 & 9 "," 2,346 ", 8
Wrightstown Village Wards 1 & 2 , 858 , 3
De Pere City Wards 1 - 3 ," 2,445 ", 15
De Pere City Wards 4 - 7 ," 2,194 ", 15
De Pere City Wards 8 - 10 ," 1,874 ", 26
De Pere City Wards 11 - 14 ," 2,384 ", 12
De Pere City Ward 15 , 2 , 0
Green Bay City Ward 1 , 901 , 1
Green Bay City Ward 2 , 759 , 7
Green Bay City Ward 3 , 942 , 5
Green Bay City Ward 4 , 802 , 7
Green Bay City Ward 5 ," 1,053 ", 4
Green Bay City Ward 6 , 604 , 6
Green Bay City Ward 7 ," 1,181 ", 4
Green Bay City Ward 8 , 999 , 7
Green Bay City Ward 9 , 782 , 3
Green Bay City Ward 10 , 926 , 6
Green Bay City Ward 11 , 651 , 12
Green Bay City Ward 12 , 490 , 4
Green Bay City Ward 13 , 547 , 7
Green Bay City Ward 14 , 780 , 17
Green Bay City Ward 15 , 782 , 8
oh n  P. ,"","",ka s ikow ,"","","",acrigntte
Green Bay City Ward 16 , 647 , 8
Green Bay City Ward 17 , 453 , 11
Green Bay City Ward 18 , 334 , 8
Green Bay City Ward 19 , 335 , 11
Green Bay City Ward 20 , 534 , 5
Green Bay City Ward 21 , 620 , 6
Green Bay City Ward 22 , 556 , 7
Green Bay City Ward 23 , 536 , 7
Green Bay City Ward 24 , 440 , 3
Green Bay City Ward 25 , 436 , 9
Green Bay City Ward 26 , 188 , 5
Green Bay City Ward 27 , 592 , 13
Green Bay City Ward 28 ," 1,011 ", 10
Green Bay City Ward 29 , 749 , 13
Green Bay City Ward 30 , 806 , 5
Green Bay City Ward 31 , 419 , 3
Green Bay City Ward 32 ," 1,025 ", 9
Green Bay City Ward 33 , 998 , 4
Green Bay City Ward 34 , 642 , 9
Green Bay City Ward 35 , 593 , 12
Green Bay City Ward 36 , 414 , 11
Green Bay City Ward 37 , 513 , 20
Green Bay City Ward 38 , 703 , 7
Green Bay City Ward 39 , 501 , 4
Green Bay City Ward 40 , 609 , 5
Green Bay City Ward 41 , 659 , 9
Green Bay City Ward 42 , 869 , 4
Green Bay City Ward 43 , 929 , 4
"","","","","","",g
hno  P .,"","",o iksw ak,"","",tactirne
Green Bay City Ward 44 , 861 , 7
Green Bay City Ward 45 , 888 , 9
Green Bay City Ward 46 ," 1,044 ", 5
Green Bay City Ward 47 , 583 , 2
Green Bay City Ward 48 ," 1,176 ", 2
Green Bay City Ward 49 , 903 , 4
Green Bay City Ward 50 , 15 , 0
"","","","","","",g
a m va seirnegud J,"","",llu ,"","",actet
Alma Town , 116 , 1
Belvidere Town , 149 , 1
Buffalo Town , 266 , 0
Canton Town , 115 , 0
Cross Town , 123 , 0
Dover Town , 156 , 0
Gilmanton Town , 169 , 0
Glencoe Town , 145 , 0
Lincoln Town , 80 , 0
Maxville Town , 98 , 0
Milton Town , 211 , 1
Modena Town , 118 , 1
Mondovi Town Wards 1 & 2 , 176 , 0
Montana Town , 91 , 0
Naples Town , 249 , 0
Nelson Town , 215 , 0
Waumandee Town , 165 , 1
Cochrane Village , 164 , 0
Nelson Village , 142 , 2
Alma City Wards 1 & 2 , 335 , 1
Buffalo City , 419 , 0
Fountain City City Wards 1 & 2 , 338 , 0
Mondovi City Wards 1 - 3 , 841 , 3
.L ,"",g
enttn  htez tu,"",nireac
Anderson Town , 122 , 0
Blaine Town , 80 , 1
Daniels Town , 256 , 1
Dewey Town , 190 , 2
Grantsburg Town Wards 1 - 3 , 346 , 3
Jackson Town , 341 , 0
La Follette Town Wards 1 & 2 , 176 , 0
Lincoln Town , 111 , 4
Meenon Town Wards 1 - 3 , 345 , 2
Oakland Town Wards 1 & 2 , 386 , 0
Roosevelt Town , 77 , 1
Rusk Town Wards 1 & 2 , 176 , 1
Sand Lake Town , 208 , 1
Scott Town Wards 1 & 2 , 227 , 1
Siren Town Wards 1 - 3 , 321 , 1
Swiss Town Wards 1 & 2 , 322 , 3
Trade Lake Town Wards 1 & 2 , 322 , 1
Union Town , 148 , 0
Webb Lake Town , 158 , 0
West Marshland Town Wards 1 & 2 , 99 , 0
Wood River Town Wards 1 & 2 , 371 , 2
Grantsburg Village Wards 1 & 2 , 448 , 2
Siren Village Wards 1 & 2 , 268 , 1
Webster Village , 234 , 1
en n .R  hte,"","","",ra tz ,"",acerngitt
Brillion Town Wards 1 & 2 , 588 , 0
Brothertown Town Wards 1 & 2 , 573 , 0
Charlestown Town Wards 1 & 2 , 351 , 0
Chilton Town Wards 1 & 2 , 466 , 0
"Harrison Town Wards 1 - 3, 6 & 8 "," 1,971 ", 6
"Harrison Town Wards 4, 5 & 7 "," 1,851 ", 8
Harrison Town Ward 9 , 0 , 0
New Holstein Town Wards 1 & 2 , 414 , 0
New Holstein Town Ward 3 , 136 , 0
Rantoul Town Wards 1 & 2 , 301 , 0
Stockbridge Town Wards 1 - 3 , 551 , 1
Woodville Town Wards 1 & 2 , 386 , 0
Hilbert Village Wards 1 & 2 , 444 , 1
Potter Village , 116 , 0
Sherwood Village Wards 1 - 7 ," 1,125 ", 6
Stockbridge Village , 268 , 0
Appleton City Ward 12 , 103 , 0
Appleton City Ward 13 , 401 , 3
Appleton City Ward 14 , 467 , 1
Appleton City Ward 40 , 651 , 3
Appleton City Ward 42 , 807 , 3
Appleton City Ward 43 , 628 , 2
Appleton City Ward 44 , 516 , 2
Appleton City Ward 45 , 249 , 1
Appleton City Ward 46 , 54 , 0
Appleton City Ward 47 , 14 , 1
Appleton City Ward 48 , 0 , 0
Brillion City Wards 1 - 4 ," 1,354 ", 6
.R ,"","",g
th,"","",irn
e e nn,tz ra,"",actte
Chilton City Wards 1 & 2 , 722 , 0
Chilton City Wards 3 & 4 , 678 , 2
Kaukauna City Ward 13 , 10 , 0
Kiel City Wards 7 & 8 , 111 , 0
Menasha City Wards 11 & 15 , 592 , 2
New Holstein City Wards 1 - 5 ," 1,325 ", 3
. ,"","","","",ir
o  nM,"","",h n seie,"",cttegna
Anson Town Wards 1 - 3 , 786 , 0
Arthur Town , 244 , 2
Auburn Town , 219 , 2
Birch Creek Town , 212 , 0
Bloomer Town , 355 , 0
Cleveland Town , 301 , 0
Colburn Town , 300 , 4
Cooks Valley Town , 264 , 1
Delmar Town , 319 , 1
Eagle Point Town Wards 1 - 4 ," 1,246 ", 3
Edson Town , 272 , 0
Estella Town , 160 , 2
Goetz Town Wards 1 & 2 , 232 , 0
Hallie Town Wards 1 & 2 , 66 , 0
Howard Town , 220 , 1
Lafayette Town Wards 1 - 7 ," 2,314 ", 16
Lake Holcombe Town Wards 1 & 2 , 402 , 0
Ruby Town , 124 , 0
Sampson Town , 334 , 0
Sigel Town Wards 1 & 2 , 332 , 1
Tilden Town Wards 1 - 3 , 547 , 2
Wheaton Town Wards 1 - 3 ," 1,080 ", 7
Woodmohr Town Wards 1 - 3 , 376 , 1
Boyd Village , 212 , 0
Cadott Village Wards 1 & 2 , 459 , 4
Lake Hallie Village Wards 1 - 5 ," 1,917 ", 9
New Auburn Village Ward 1 , 182 , 1
Bloomer City Wards 1 - 4 ," 1,182 ", 5
"","","","","",g
no Miren. ,"",i seneh,"","",tact
Chippewa Falls City Ward 1 , 648 , 10
Chippewa Falls City Ward 2 , 659 , 2
Chippewa Falls City Ward 3 , 782 , 6
Chippewa Falls City Ward 4 , 568 , 6
Chippewa Falls City Ward 5 , 529 , 1
Chippewa Falls City Ward 6 , 579 , 2
Chippewa Falls City Ward 7 , 590 , 2
Cornell City Wards 1 - 4 , 505 , 7
Eau Claire City Wards 16 & 40 , 540 , 7
Stanley City Wards 1 - 4 , 666 , 2
.  Lin,"","","","",. K ,"","","",g
"","","","","","","","","",n
a rw ie,"",g w,"","",a tth ew ,"",iro r ,"",catteir
Beaver Town Wards 1 & 2 , 130 , 153 , 0
Butler Town , 19 , 27 , 0
Colby Town , 163 , 120 , 1
Dewhurst Town , 108 , 70 , 0
Eaton Town Wards 1 & 2 , 161 , 105 , 0
Foster Town , 40 , 27 , 0
Fremont Town Wards 1 & 2 , 196 , 287 , 0
Grant Town Wards 1 & 2 , 204 , 187 , 0
Green Grove Town , 131 , 132 , 0
Hendren Town , 134 , 105 , 0
Hewett Town Wards 1 & 2 , 118 , 73 , 0
Hixon Town Wards 1 & 2 , 127 , 130 , 0
Hoard Town Wards 1 & 2 , 125 , 138 , 0
Levis Town Wards 1 & 2 , 130 , 100 , 0
Longwood Town Wards 1 & 2 , 130 , 124 , 0
Loyal Town Wards 1 & 2 , 136 , 149 , 1
Lynn Town Wards 1 & 2 , 119 , 183 , 0
Mayville Town Wards 1 & 2 , 204 , 181 , 0
Mead Town , 78 , 42 , 0
Mentor Town , 120 , 125 , 0
Pine Valley Town Wards 1 & 2 , 390 , 237 , 2
Reseburg Town Wards 1 & 2 , 128 , 86 , 1
Seif Town , 62 , 47 , 0
Sherman Town , 159 , 173 , 0
Sherwood Town , 88 , 64 , 0
Thorp Town , 178 , 115 , 0
Unity Town , 174 , 156 , 0
Warner Town Wards 1 & 2 , 154 , 91 , 0
.  Lin,"","","","",. K ,"","","",g
"","","","","","","","","",n
a rw ie,"",g w,"","",a tth ew ,"",iro r ,"",catteir
Washburn Town Wards 1 & 2 , 78 , 68 , 0
Weston Town Wards 1 & 2 , 213 , 125 , 0
Withee Town , 173 , 135 , 0
Worden Town Ward 1 , 84 , 115 , 0
Worden Town Ward 2 , 39 , 19 , 0
York Town , 183 , 208 , 0
Curtiss Village , 39 , 31 , 0
Dorchester Village Ward 1 , 159 , 177 , 0
Granton Village , 116 , 79 , 0
Unity Village Ward 2 , 29 , 46 , 0
Withee Village , 131 , 121 , 0
Abbotsford City Ward 2 , 115 , 124 , 0
Abbotsford City Ward 3 , 120 , 105 , 0
Abbotsford City Ward 4 , 151 , 114 , 0
Colby City Ward 2 , 105 , 108 , 0
Colby City Ward 3 , 126 , 89 , 0
Colby City Ward 4 , 96 , 78 , 0
Greenwood City Ward 1 , 183 , 97 , 1
Greenwood City Ward 2 , 160 , 91 , 0
Loyal City Wards 1 - 3 , 304 , 355 , 1
Neillsville City Ward 1 , 147 , 120 , 0
Neillsville City Ward 2 , 171 , 95 , 0
Neillsville City Ward 3 , 166 , 90 , 0
Neillsville City Ward 4 , 166 , 70 , 0
Neillsville City Ward 5 , 136 , 90 , 0
Owen City Ward 1 , 98 , 80 , 0
Owen City Ward 2 , 80 , 60 , 0
Owen City Ward 3 , 73 , 62 , 0
"","","","","","","","","","","",gn
.L in,"","","","","",.  Kw ,"","","","",i
raw,"",ig e w ,"","","",a e tth ,"","",r iro ,"",cretta
Stanley City Ward 5 , 0 , 0 , 0
Thorp City Ward 1 , 82 , 49 , 0
Thorp City Ward 2 , 89 , 84 , 0
Thorp City Ward 3 , 83 , 61 , 0
Thorp City Ward 4 , 54 , 41 , 0
Thorp City Ward 5 , 123 , 71 , 0
Thorp City Ward 6 , 38 , 33 , 0
anttee . E,"",hoy elw,"","","",igrnca
Arlington Town Wards 1 & 2 , 335 , 4
Caledonia Town Wards 1 & 2 , 515 , 7
Columbus Town , 254 , 4
Courtland Town Wards 1 & 2 , 247 , 2
Dekorra Town Wards 1 - 4 , 954 , 11
Fort Winnebago Town Wards 1 & 2 , 376 , 4
Fountain Prairie Town Wards 1 & 2 , 378 , 1
Hampden Town , 230 , 4
Leeds Town Wards 1 & 2 , 334 , 4
Lewiston Town Wards 1 & 2 , 498 , 12
Lodi Town Wards 1 - 5 ," 1,294 ", 8
Lowville Town Wards 1 & 2 , 458 , 3
Marcellon Town Wards 1 & 2 , 405 , 2
Newport Town , 242 , 5
Otsego Town , 296 , 2
Pacific Town Wards 1 - 3 ," 1,196 ", 10
Randolph Town , 363 , 1
Scott Town , 271 , 2
Springvale Town , 212 , 4
West Point Town Wards 1 & 2 , 707 , 3
Wyocena Town Wards 1 - 3 , 636 , 7
Arlington Village , 290 , 3
Cambria Village , 321 , 4
Doylestown Village , 115 , 1
Fall River Village Wards 1 & 2 , 421 , 4
Friesland Village , 173 , 1
Pardeeville Village Wards 1 - 3 , 736 , 8
Poynette Village Wards 1 - 3 , 817 , 2
anttee . E,"","",hoy elw ,"","","",girnac
Randolph Village Ward 3 , 201 , 3
Rio Village , 396 , 4
Wyocena Village , 214 , 3
Columbus City Wards 1 - 8 ," 1,664 ", 27
Lodi City Wards 1 - 4 , 951 , 6
Portage City Wards 1 & 2 , 276 , 3
Portage City Wards 3 & 4 , 315 , 13
Portage City Wards 5 & 6 , 471 , 17
Portage City Wards 7 & 8 , 336 , 9
Portage City Wards 9 & 10 , 276 , 6
Portage City Wards 11 & 12 , 367 , 7
Portage City Wards 13 & 14 , 273 , 5
Portage City Wards 15 & 16 , 138 , 2
Portage City Wards 17 & 18 , 354 , 6
Wisconsin Dells City Wards 1 - 3 & 6 , 723 , 8
to .  Cyhirnim a ,"","",tex r,"",ctegta
Bridgeport Town , 282 , 1
Clayton Town Wards 1 - 3 , 311 , 1
Eastman Town Wards 1 & 2 , 224 , 0
Freeman Town , 250 , 0
Haney Town , 102 , 1
Marietta Town , 143 , 0
Prairie du Chien Town , 314 , 0
Scott Town , 177 , 0
Seneca Town , 284 , 1
Utica Town , 253 , 0
Wauzeka Town Wards 1 & 2 , 102 , 2
Bell Center Village , 38 , 2
De Soto Village Ward 2 , 36 , 0
Eastman Village , 102 , 0
Ferryville Village , 82 , 0
Gays Mills Village , 203 , 0
Lynxville Village , 67 , 0
Mount Sterling Village , 69 , 0
Soldiers Grove Village , 196 , 1
Steuben Village , 45 , 1
Wauzeka Village , 200 , 2
Prairie du Chien City Ward 1 , 315 , 1
Prairie du Chien City Wards 2 & 3 , 248 , 2
Prairie du Chien City Wards 4 & 5 , 276 , 0
Prairie du Chien City Ward 6 , 318 , 1
Prairie du Chien City Wards 7 & 8 , 348 , 0
Prairie du Chien City Ward 9 , 348 , 0
"","","","","","","",g
im xa o .C  yth,"","","",r te,"","",acrintte
"","","","","","","","","","","",g
ir an,"",larda chn ,"","","",la lA.y ,"","","",itx ,actteirn
Albion Town Wards 1 & 2 , 700 , 162 , 0
Berry Town Wards 1 & 2 , 509 , 113 , 0
Black Earth Town , 182 , 52 , 0
Blooming Grove Town Wards 1 - 3 , 695 , 210 , 1
Blue Mounds Town , 332 , 67 , 0
Bristol Town Wards 1 - 3 ," 1,248 ", 240 , 1
Burke Town Wards 1 - 4 ," 1,170 ", 260 , 3
Christiana Town Wards 1 & 2 , 483 , 93 , 0
Cottage Grove Town Wards 1 - 5 ," 1,484 ", 356 , 5
Cross Plains Town Wards 1 & 2 , 635 , 117 , 2
Dane Town , 347 , 53 , 3
Deerfield Town Wards 1 & 2 , 535 , 114 , 0
Dunkirk Town Wards 1 - 3 , 841 , 144 , 0
Dunn Town Wards 1 & 7 , 543 , 144 , 3
Dunn Town Wards 2 - 6 ," 1,604 ", 361 , 0
Madison Town Ward 1 , 215 , 93 , 0
Madison Town Wards 2 - 4 & 6 , 520 , 169 , 4
"Madison Town Wards 5, 7 - 11 "," 1,019 ", 310 , 2
Mazomanie Town Wards 1 & 2 , 367 , 125 , 2
Medina Town Wards 1 & 2 , 483 , 93 , 0
Middleton Town Wards 1 - 5 ," 2,157 ", 403 , 5
Montrose Town Wards 1 & 2 , 467 , 112 , 0
Oregon Town Wards 1 - 4 ," 1,311 ", 260 , 2
Perry Town , 306 , 76 , 0
Pleasant Springs Town Wards 1 - 4 ," 1,195 ", 240 , 1
Primrose Town , 307 , 59 , 0
Roxbury Town Wards 1 & 2 , 623 , 115 , 1
Rutland Town Wards 1 & 2 , 797 , 168 , 1
"","","","","","","","","","","",g
ir an,"",larda chn ,"","","",la lA.y ,"","","",itx ,actteirn
Springdale Town Wards 1 & 2 , 705 , 193 , 3
Springfield Town Wards 1 - 3 ," 1,090 ", 174 , 1
Sun Prairie Town Wards 1 - 3 , 786 , 150 , 2
Vermont Town , 366 , 123 , 0
Verona Town Wards 1 - 3 , 829 , 176 , 1
Vienna Town Wards 1 & 2 , 504 , 86 , 1
Westport Town Wards 1 - 4 ," 1,727 ", 299 , 1
Windsor Town Wards 1 - 7 ," 2,109 ", 412 , 3
York Town , 264 , 59 , 3
Belleville Village Wards 1 & 2 , 777 , 124 , 0
Black Earth Village Wards 1 & 2 , 471 , 131 , 1
Blue Mounds Village , 283 , 54 , 0
Brooklyn Village Ward 1 , 251 , 44 , 0
Cambridge Village Wards 2 & 3 , 467 , 85 , 1
Cottage Grove Village Wards 1 - 7 ," 1,826 ", 355 , 6
Cross Plains Village Wards 1 - 4 ," 1,418 ", 215 , 3
Dane Village , 273 , 48 , 1
Deerfield Village Wards 1 & 2 , 702 , 151 , 1
De Forest Village Wards 1 - 8 ," 2,526 ", 480 , 3
Maple Bluff Village Wards 1 & 2 , 613 , 115 , 1
Marshall Village Wards 1 - 6 ," 1,154 ", 240 , 0
Mazomanie Village Wards 1 & 2 , 602 , 135 , 0
McFarland Village Wards 1 - 7 ," 2,943 ", 537 , 6
Mount Horeb Village Wards 1 - 6 ," 2,458 ", 446 , 2
"Oregon Village Wards 1, 5 - 8 "," 2,056 ", 336 , 1
Oregon Village Wards 2 - 4 ," 1,163 ", 217 , 1
Rockdale Village , 87 , 17 , 0
Shorewood Hills Village Wards 1 & 2 , 870 , 215 , 1
"","","","","","","","","","","",g
ir an,"",larda chn ,"","","",la lA.y ,"","","",itx ,actteirn
Waunakee Village Wards 1 - 7 ," 1,681 ", 234 , 0
Waunakee Village Wards 8 - 14 ," 2,305 ", 377 , 2
Edgerton City Ward 7 , 2 , 2 , 0
Fitchburg City Wards 1 - 3 ," 1,675 ", 398 , 3
Fitchburg City Wards 4 & 6 ," 1,192 ", 245 , 2
Fitchburg City Ward 5 , 537 , 109 , 2
Fitchburg City Wards 7 - 9 ," 2,339 ", 392 , 3
Fitchburg City Wards 10 - 12 ," 1,930 ", 435 , 8
Fitchburg City Ward 13 , 0 , 0 , 0
Madison City Ward 1 ," 1,380 ", 293 , 0
Madison City Ward 2 ," 1,579 ", 296 , 1
Madison City Ward 3 , 907 , 174 , 3
Madison City Ward 4 , 935 , 155 , 2
Madison City Ward 5 ," 1,020 ", 157 , 4
Madison City Ward 6 ," 1,066 ", 197 , 3
Madison City Ward 7 ," 1,184 ", 203 , 1
Madison City Ward 8 ," 1,076 ", 251 , 3
Madison City Ward 9 , 535 , 117 , 2
Madison City Ward 10 ," 1,023 ", 248 , 2
Madison City Ward 11 ," 1,535 ", 364 , 0
Madison City Ward 12 , 624 , 261 , 2
Madison City Ward 13 , 287 , 104 , 3
Madison City Ward 14 , 741 , 258 , 0
Madison City Ward 15 , 433 , 121 , 0
Madison City Ward 16 , 360 , 82 , 2
Madison City Ward 17 , 977 , 222 , 2
Madison City Ward 18 , 693 , 119 , 1
Madison City Ward 19 ," 1,262 ", 269 , 2
iran ,"",la cn h dra,"","","",la ly  A. ,"","","",itx,tactreign
Madison City Ward 20 , 343 , 65 , 0
Madison City Ward 21 , 245 , 68 , 0
Madison City Ward 22 , 700 , 148 , 2
Madison City Ward 23 , 584 , 90 , 1
Madison City Ward 24 , 955 , 198 , 1
Madison City Ward 25 ," 1,879 ", 316 , 3
Madison City Ward 26 , 198 , 37 , 0
Madison City Ward 27 ," 1,050 ", 168 , 3
Madison City Ward 28 , 167 , 47 , 0
Madison City Ward 29 , 217 , 32 , 0
Madison City Ward 30 , 735 , 153 , 1
Madison City Ward 31 , 591 , 232 , 0
Madison City Ward 32 ," 1,076 ", 569 , 4
Madison City Ward 33 ," 1,587 ", 738 , 1
Madison City Ward 34 ," 1,513 "," 1,092 ", 4
Madison City Ward 35 , 797 , 728 , 3
Madison City Ward 36 , 249 , 108 , 1
Madison City Ward 37 , 961 , 515 , 5
Madison City Ward 38 , 686 , 518 , 0
Madison City Ward 39 ," 1,087 ", 901 , 7
Madison City Ward 40 , 958 , 543 , 6
Madison City Ward 41 , 780 , 386 , 9
Madison City Ward 42 ," 1,341 ", 517 , 15
Madison City Ward 43 , 994 , 308 , 2
Madison City Ward 44 ," 1,555 ", 812 , 9
Madison City Ward 45 ," 1,291 ", 569 , 7
Madison City Ward 46 ," 1,075 ", 388 , 9
Madison City Ward 47 , 835 , 320 , 2
"","","","","","",. ,"","","","","",in
n ira ,"",d rahcnla ,"","","", yl A la,"","","",itx ,"",acttegr
Madison City Ward 48 ," 1,111 ", 340 , 5
Madison City Ward 49 , 526 , 212 , 2
Madison City Ward 50 ," 1,436 ", 582 , 11
Madison City Ward 51 , 621 , 312 , 3
Madison City Ward 52 ," 1,017 ", 483 , 2
Madison City Ward 53 , 395 , 101 , 0
Madison City Ward 54 , 719 , 141 , 2
Madison City Ward 55 , 88 , 17 , 0
Madison City Ward 56 ," 1,025 ", 209 , 1
Madison City Ward 57 , 355 , 78 , 1
Madison City Ward 58 , 392 , 85 , 1
Madison City Ward 59 , 770 , 158 , 2
Madison City Ward 60 , 271 , 105 , 1
Madison City Ward 61 ," 1,352 ", 540 , 9
Madison City Ward 62 , 587 , 254 , 0
Madison City Ward 63 , 294 , 119 , 1
Madison City Ward 64 ," 1,135 ", 355 , 2
Madison City Ward 65 ," 1,077 ", 289 , 1
