"",nan,"",.D,"","",gin
om,rem ,"",a yre ,ies ,"",acttre
Kewaunee City Wards 1 - 5 , 724 , 835 , 0
"","","","",girn
r k an,"","",a ees ,actet
Eaton Town Wards 1 & 2 , 670 , 2
Glenmore Town Wards 1 & 2 , 537 , 3
Ledgeview Town Wards 1 - 4 ," 1,799 ", 23
New Denmark Town Wards 1 - 3 , 718 , 3
Rockland Town Wards 1 & 2 , 771 , 3
Wrightstown Town Wards 1 - 3 , 862 , 4
Bellevue Village Wards 1 - 6 ," 2,289 ", 24
Bellevue Village Wards 7 - 10 ," 2,575 ", 28
Denmark Village Wards 1 - 3 , 823 , 6
Wrightstown Village Wards 1 & 2 , 862 , 3
De Pere City Ward 15 , 2 , 0
Franklin Town , 427 , 0
Cooperstown Town Wards 1 & 2 , 517 , 1
Franklin Town Wards 1 & 2 , 538 , 0
Gibson Town Wards 1 & 2 , 545 , 0
Kossuth Town Wards 1 - 3 , 771 , 1
Maple Grove Town , 365 , 0
"","","","",girn
r k an,"","",a ees ,actet
Mishicot Town Wards 1 - 4 , 500 , 1
Two Creeks Town , 209 , 0
Two Rivers Town Wards 1 - 4 , 724 , 0
Francis Creek Village , 242 , 2
Kellnersville Village , 121 , 0
Maribel Village , 136 , 0
Mishicot Village Wards 1 & 2 , 528 , 0
Two Rivers City Wards 1 - 3 ," 1,096 ", 10
"Two Rivers City Wards 4, 5, 10 & 11 "," 1,347 ", 8
Two Rivers City Wards 6 & 7 , 975 , 11
Two Rivers City Wards 8 & 9 , 899 , 8
"","","","","","","",g
"","","",r ,"","","",i
ra d ,"","",isehc,"",l,tt,acrntet
Holland Town Wards 1 & 2 , 240 , 564 , 0
Morrison Town Wards 1 & 2 , 241 , 639 , 0
Brillion Town Wards 1 & 2 , 230 , 567 , 0
Chilton Town Wards 1 & 2 , 136 , 451 , 1
"Harrison Town Wards 1 - 3, 6 & 8 ", 872 ," 1,660 ", 1
"Harrison Town Wards 4, 5 & 7 ", 759 ," 1,515 ", 1
Harrison Town Ward 9 , 2 , 1 , 0
Stockbridge Town Wards 1 - 3 , 276 , 522 , 0
Woodville Town Wards 1 & 2 , 127 , 377 , 0
Sherwood Village Wards 1 - 7 , 440 ," 1,002 ", 0
Stockbridge Village , 140 , 244 , 0
Appleton City Ward 12 , 62 , 82 , 0
Appleton City Ward 13 , 218 , 323 , 0
Appleton City Ward 14 , 220 , 401 , 0
Appleton City Ward 40 , 395 , 499 , 0
Appleton City Ward 42 , 331 , 732 , 0
Appleton City Ward 43 , 366 , 541 , 0
Appleton City Ward 44 , 316 , 439 , 0
Appleton City Ward 45 , 158 , 201 , 0
Appleton City Ward 46 , 11 , 52 , 0
Appleton City Ward 47 , 1 , 15 , 0
Appleton City Ward 48 , 0 , 0 , 0
"","","","","","",irng
ratted ,isre ch,"","",l,tt,ca
Brillion City Wards 1 - 4 , 425 ," 1,238 ", 2
Chilton City Wards 1 & 2 , 312 , 643 , 0
Chilton City Wards 3 & 4 , 292 , 607 , 0
Kaukauna City Ward 13 , 4 , 7 , 0
Menasha City Wards 11 & 15 , 316 , 465 , 0
Buchanan Town Wards 1 - 5 & 10 , 889 ," 1,491 ", 2
Buchanan Town Wards 6 - 9 , 404 , 829 , 0
Combined Locks Village Wards 1 - 4 , 655 , 850 , 0
Kimberly Village Wards 1 - 5 ," 1,117 "," 1,092 ", 3
Kimberly Village Wards 6 & 7 , 531 , 563 , 0
Little Chute Village Wards 5 & 11 , 458 , 430 , 1
Little Chute Village Wards 6 & 7 , 985 , 852 , 1
"","","","","","",rey,"",""
y . R,"","",e r ,"","",m ,"",ign
r eac ,"","",aveedn ,"",ilh ,ontgo ,"",ttreca
Allouez Village Wards 1 & 2 , 760 , 816 , 2
Allouez Village Wards 3 & 4 , 829 ," 1,220 ", 2
Allouez Village Wards 5 & 6 , 755 ," 1,512 ", 4
Allouez Village Wards 7 - 9 , 662 ," 1,157 ", 1
Ashwaubenon Village Wards 1 & 2 , 525 , 678 , 3
Ashwaubenon Village Wards 3 & 4 , 589 , 810 , 1
Ashwaubenon Village Wards 5 & 6 , 550 , 980 , 2
Ashwaubenon Village Wards 7 & 8 , 463 ," 1,076 ", 1
Ashwaubenon Village Ward 10 , 367 , 735 , 0
Ashwaubenon Village Wards 11 & 12 , 458 ," 1,074 ", 3
De Pere City Wards 1 - 3 ," 1,026 "," 1,892 ", 4
De Pere City Wards 4 - 7 ," 1,104 "," 1,532 ", 2
De Pere City Wards 8 - 10 ," 1,122 "," 1,264 ", 6
De Pere City Wards 11 - 14 ," 1,064 "," 1,790 ", 2
Green Bay City Ward 46 , 459 , 788 , 3
"","","","","","","","",gn
o m ls ,one ,"",e c yk,"",e r eb,"","",acttrei
Lawrence Town Wards 1 - 3 , 589 , 898 , 1
Ashwaubenon Village Ward 9 , 307 , 288 , 0
Hobart Village Wards 1 - 7 ," 1,257 "," 1,867 ", 3
Green Bay City Ward 47 , 519 , 353 , 2
Green Bay City Ward 48 , 529 , 864 , 0
Green Bay City Ward 49 , 367 , 719 , 0
Black Creek Town Wards 1 & 2 , 280 , 353 , 0
Cicero Town Wards 1 & 2 , 251 , 296 , 0
Freedom Town Wards 1 - 7 ," 1,383 "," 1,467 ", 0
Kaukauna Town Wards 1 & 2 , 310 , 291 , 0
Oneida Town Wards 1 - 5 ," 1,094 ", 817 , 0
Osborn Town Wards 1 & 2 , 254 , 328 , 1
Seymour Town Wards 1 & 2 , 273 , 347 , 0
Vandenbroek Town Wards 1 & 2 , 426 , 337 , 0
Black Creek Village Wards 1 & 2 , 325 , 332 , 0
Howard Village Ward 17 , 0 , 0 , 0
"Little Chute Village Wards 1, 4, 9 & 10 "," 1,117 ", 788 , 0
"Little Chute Village Wards 2, 8, 12 & 13 ", 298 , 176 , 0
Nichols Village , 51 , 66 , 0
Wrightstown Village Ward 3 , 12 , 20 , 0
Appleton City Ward 55 , 1 , 3 , 0
Kaukauna City Wards 1 - 3 ," 1,090 ", 590 , 2
"","","","","","","","","","",i
om eon ls ,"","",ey kc ,"","",e er b ,"","","",cattgnre
Kaukauna City Wards 4 - 6 ," 1,149 ", 688 , 1
Kaukauna City Wards 7 & 8 ," 1,156 ", 583 , 2
Kaukauna City Wards 9 - 12 ," 1,083 ", 598 , 1
Seymour City Wards 1 - 6 , 712 , 862 , 1
Maple Grove Town Wards 1 & 2 , 181 , 318 , 0
oh. nH ,"",in trho sw,"",acttegirn
Abrams Town Wards 1 - 4 , 663 , 4
Bagley Town , 127 , 0
Brazeau Town Wards 1 - 3 , 541 , 2
Breed Town , 261 , 0
Gillett Town Wards 1 & 2 , 474 , 0
How Town Wards 1 - 3 , 244 , 2
Maple Valley Town Wards 1 & 2 , 288 , 0
Morgan Town , 406 , 1
Oconto Falls Town Wards 1 & 2 , 487 , 1
Spruce Town Wards 1 & 2 , 309 , 2
Underhill Town , 300 , 0
Suring Village , 203 , 1
Gillett City Wards 1 - 4 , 458 , 2
Oconto Falls City Wards 1 - 5 , 930 , 4
Bovina Town Wards 1 & 2 , 385 , 0
Deer Creek Town Wards 1 & 2 , 209 , 2
Ellington Town Wards 1 - 4 , 958 , 0
Liberty Town , 328 , 0
Maine Town , 297 , 1
Maple Creek Town , 252 , 0
Bear Creek Village , 110 , 2
Shiocton Village , 277 , 1
.H ,trho ,igrn
o hn,in sw ,catte
Angelica Town Wards 1 - 3 , 645 , 2
Belle Plaine Town Wards 1 - 3 , 831 , 14
Grant Town Wards 1 & 2 , 371 , 0
Green Valley Town Wards 1 & 2 , 330 , 3
Hartland Town , 337 , 1
Herman Town Wards 1 & 2 , 310 , 3
Lessor Town Wards 1 & 2 , 414 , 0
Morris Town Wards 1 & 2 , 150 , 0
Navarino Town , 163 , 1
Pella Town , 344 , 2
Richmond Town Wards 1 - 3 , 873 , 9
Seneca Town , 210 , 0
Washington Town Wards 1 & 2 , 693 , 8
Waukechon Town Wards 1 & 2 , 348 , 3
Wescott Town Wards 1 - 5 ," 1,324 ", 32
Bonduel Village Wards 1 & 2 , 542 , 3
Bowler Village , 83 , 1
Cecil Village , 179 , 1
Gresham Village , 151 , 0
Shawano City Wards 1 & 2 , 432 , 1
Shawano City Wards 3 & 4 , 410 , 2
Shawano City Wards 5 & 6 , 423 , 1
Hrn.,otrh ,"",gi
o hn,in sw ,"",actte
Matteson Town , 353 , 1
Embarrass Village , 147 , 0
"","","","",g
egtteg y ,"",ruis ck ,"",inrac
Greenfield City Ward 1 , 763 , 12
Greenfield City Ward 2 , 766 , 9
Greenfield City Ward 3 , 577 , 9
Greenfield City Ward 4 , 614 , 5
Greenfield City Ward 5 , 671 , 8
Greenfield City Ward 8 , 709 , 1
Greenfield City Ward 13 , 453 , 2
Greenfield City Ward 14 , 633 , 4
Greenfield City Ward 15 , 395 , 5
Greenfield City Ward 16 , 441 , 6
Greenfield City Ward 17 , 578 , 0
Greenfield City Ward 18 , 597 , 6
Greenfield City Ward 19 , 818 , 7
Greenfield City Ward 20 , 743 , 6
Greenfield City Ward 21 , 592 , 8
Milwaukee City Ward 184 , 853 , 9
Milwaukee City Ward 185 , 546 , 10
Milwaukee City Ward 186 , 538 , 5
Milwaukee City Ward 187 , 505 , 5
Milwaukee City Ward 188 ," 1,047 ", 29
Milwaukee City Ward 189 , 749 , 10
Milwaukee City Ward 190 , 925 , 8
Milwaukee City Ward 193 , 769 , 7
Milwaukee City Ward 194 , 490 , 5
Milwaukee City Ward 195 , 465 , 5
Milwaukee City Ward 196 ," 1,033 ", 22
Milwaukee City Ward 197 , 908 , 8
Milwaukee City Ward 198 , 938 , 6
eggy ,"",rsu ic k ,"","","",catteigrn
Milwaukee City Ward 199 , 715 , 8
Milwaukee City Ward 231 ," 1,243 ", 8
"","","","",ing
ed ro ,"",lo on ,"",acrtte
Milwaukee City Ward 63 , 242 , 6
Milwaukee City Ward 64 , 570 , 5
Milwaukee City Ward 132 , 377 , 7
Milwaukee City Ward 133 , 270 , 4
Milwaukee City Ward 134 , 380 , 5
Milwaukee City Ward 135 , 549 , 5
Milwaukee City Ward 139 , 284 , 1
Milwaukee City Ward 201 , 561 , 13
Milwaukee City Ward 202 , 389 , 7
Milwaukee City Ward 203 , 370 , 6
Milwaukee City Ward 204 , 335 , 2
Milwaukee City Ward 205 , 245 , 1
Milwaukee City Ward 206 , 310 , 3
Milwaukee City Ward 207 , 357 , 2
Milwaukee City Ward 208 , 242 , 7
Milwaukee City Ward 209 , 433 , 6
Milwaukee City Ward 210 , 346 , 1
Milwaukee City Ward 211 , 403 , 3
Milwaukee City Ward 212 , 424 , 3
Milwaukee City Ward 213 , 278 , 6
Milwaukee City Ward 214 , 176 , 8
Milwaukee City Ward 215 , 379 , 5
Milwaukee City Ward 291 , 233 , 5
Milwaukee City Ward 292 , 432 , 3
Milwaukee City Ward 293 , 230 , 2
"","","",irng
ed ro ,lo no,"",catte
"","","","","",g
so h ,"",ep ckin ,"","",actinrte
Milwaukee City Ward 136 , 540 , 8
Milwaukee City Ward 137 , 507 , 5
Milwaukee City Ward 138 , 726 , 10
Milwaukee City Ward 140 , 489 , 6
Milwaukee City Ward 141 , 370 , 1
Milwaukee City Ward 142 , 602 , 8
Milwaukee City Ward 143 , 344 , 3
Milwaukee City Ward 144 , 631 , 11
Milwaukee City Ward 145 , 620 , 5
Milwaukee City Ward 146 , 558 , 6
Milwaukee City Ward 182 , 252 , 2
Milwaukee City Ward 183 , 384 , 1
Milwaukee City Ward 200 ," 1,154 ", 17
Milwaukee City Ward 217 , 582 , 7
Milwaukee City Ward 218 , 621 , 15
Milwaukee City Ward 219 , 527 , 7
Milwaukee City Ward 220 , 763 , 11
Milwaukee City Ward 221 , 671 , 6
Milwaukee City Ward 242 , 496 , 6
Milwaukee City Ward 243 , 484 , 4
Milwaukee City Ward 244 , 438 , 11
Milwaukee City Ward 245 , 498 , 11
Milwaukee City Ward 246 , 342 , 3
Milwaukee City Ward 247 , 401 , 4
Milwaukee City Ward 248 , 447 , 6
Milwaukee City Ward 294 , 223 , 2
Milwaukee City Ward 295 , 502 , 3
Milwaukee City Ward 296 , 603 , 13
"","",k ic,"",tregin
sh o,"",enp ,"",act
llyo,"","","","","","",""
n tenirn P tes ilamli ,"","",ie nam on,"",es ,"",acgtte
ly,"","","","","",""
"","","","","","",g
loP tte,s m ,"",n ie ,s,"",teirn
e nn ,ill ai,"",a m eo ,n,"",tca
Milwaukee City Ward 177 , 578 , 7 , 1
Milwaukee City Ward 178 , 477 , 9 , 0
"","","","","",girn
a n so,"","",ie s ld,"",actte
Milwaukee City Ward 4 , 426 , 3
Milwaukee City Ward 5 , 558 , 2
Milwaukee City Ward 6 , 566 , 2
Milwaukee City Ward 7 , 680 , 2
Milwaukee City Ward 8 , 580 , 2
Milwaukee City Ward 9 , 749 , 6
Milwaukee City Ward 10 , 791 , 5
Milwaukee City Ward 12 , 722 , 10
Milwaukee City Ward 14 , 630 , 4
Milwaukee City Ward 15 ," 1,288 ", 5
Milwaukee City Ward 18 , 880 , 1
Milwaukee City Ward 20 , 597 , 6
Milwaukee City Ward 21 , 660 , 4
Milwaukee City Ward 22 , 576 , 2
Milwaukee City Ward 23 , 545 , 7
Milwaukee City Ward 26 , 880 , 5
Milwaukee City Ward 27 ," 1,000 ", 14
Milwaukee City Ward 28 , 523 , 0
Milwaukee City Ward 78 , 514 , 2
Milwaukee City Ward 79 , 516 , 4
Milwaukee City Ward 80 , 574 , 7
Milwaukee City Ward 115 , 977 , 3
Milwaukee City Ward 156 , 797 , 5
Milwaukee City Ward 158 , 774 , 5
Milwaukee City Ward 159 , 974 , 5
Milwaukee City Ward 160 , 553 , 6
Milwaukee City Ward 162 , 768 , 3
Milwaukee City Ward 163 , 527 , 4
"","","","","",ing
a s no ,"",ie l sd,"","",actert
ic. Pk ,"","",r ,"","","","",gn
re dr e,"","",el ess,ao n,"",a a rs yk t,"",actteir
Milwaukee City Ward 24 , 537 , 31 , 2
Milwaukee City Ward 25 , 653 , 34 , 2
Milwaukee City Ward 74 , 693 , 40 , 1
Milwaukee City Ward 75 , 676 , 38 , 2
Milwaukee City Ward 76 , 647 , 98 , 3
Milwaukee City Ward 77 , 738 , 96 , 5
Milwaukee City Ward 83 , 476 , 52 , 1
Milwaukee City Ward 148 , 661 , 65 , 4
Milwaukee City Ward 149 ," 1,067 ", 65 , 2
Milwaukee City Ward 151 , 517 , 38 , 5
Milwaukee City Ward 152 ," 1,262 ", 74 , 14
Milwaukee City Ward 153 , 293 , 27 , 1
Milwaukee City Ward 154 , 747 , 48 , 3
Milwaukee City Ward 155 , 729 , 44 , 4
Milwaukee City Ward 264 ," 1,178 ", 103 , 5
Milwaukee City Ward 266 , 494 , 37 , 5
Milwaukee City Ward 267 , 948 , 100 , 2
Milwaukee City Ward 268 , 575 , 99 , 3
Milwaukee City Ward 269 ," 1,074 ", 86 , 5
Milwaukee City Ward 270 , 644 , 30 , 2
Milwaukee City Ward 271 ," 1,059 ", 85 , 3
Milwaukee City Ward 272 , 661 , 35 , 3
Milwaukee City Ward 273 ," 1,081 ", 176 , 5
Wauwatosa City Ward 23 , 627 , 166 , 9
Wauwatosa City Ward 24 , 683 , 94 , 4
.P,"","","","","","",""
"",r ,"","","","","",""
 ikc r ,sle,"","","",yk rs ,"",gnirtte
ed er ,es ,"",o an,"",ta a,"",ac
Milwaukee City Ward 274 , 0 , 0 , 0
vaid ,"",le nlu,"",a tt ,"",m kzyc ad,"","","","",actintegr
"West Milwaukee Village Wards 1, 2 & 5 ", 501 , 319 , 4
"West Milwaukee Village Wards 3, 4 & 6 ", 581 , 373 , 1
Milwaukee City Ward 37 ," 1,190 ", 637 , 1
Milwaukee City Ward 85 , 428 , 257 , 0
Milwaukee City Ward 86 , 493 , 381 , 0
Milwaukee City Ward 87 , 397 , 323 , 1
Milwaukee City Ward 88 , 574 , 331 , 3
Milwaukee City Ward 89 , 608 , 354 , 2
Milwaukee City Ward 90 , 480 , 339 , 1
Milwaukee City Ward 91 , 431 , 332 , 1
Milwaukee City Ward 92 , 856 , 568 , 2
Milwaukee City Ward 93 , 466 , 414 , 0
Milwaukee City Ward 94 , 545 , 430 , 1
Milwaukee City Ward 282 , 466 , 296 , 0
Milwaukee City Ward 283 , 446 , 308 , 4
Milwaukee City Ward 284 , 468 , 340 , 2
Milwaukee City Ward 285 , 415 , 374 , 3
Milwaukee City Ward 288 , 497 , 356 , 3
Milwaukee City Ward 289 , 720 , 358 , 4
Wauwatosa City Ward 1 , 601 , 461 , 1
Wauwatosa City Ward 2 , 645 , 544 , 0
Wauwatosa City Ward 3 , 616 , 599 , 2
Wauwatosa City Ward 4 , 831 , 666 , 1
Wauwatosa City Ward 7 , 609 , 676 , 4
Wauwatosa City Ward 10 , 731 , 680 , 3
Wauwatosa City Ward 11 , 658 , 581 , 1
Wauwatosa City Ward 12 , 531 , 657 , 2
Wauwatosa City Ward 13 , 375 , 303 , 1
"","","","","","","","",kzy ,"",gin
vaid ,"","",le n lu,"","",ta t,"",mc ad,"",trteca
Wauwatosa City Ward 14 , 734 , 613 , 7
Wauwatosa City Ward 15 , 872 , 558 , 8
"",i r ,igrn
aetteh ,kum ,ac
Milwaukee City Ward 286 , 464 , 10
Milwaukee City Ward 287 , 641 , 12
Wauwatosa City Ward 5 ," 1,186 ", 23
Wauwatosa City Ward 6 , 381 , 5
Wauwatosa City Ward 8 , 450 , 4
Wauwatosa City Ward 9 , 930 , 16
Wauwatosa City Ward 16 ," 1,034 ", 24
Wauwatosa City Ward 17 , 993 , 18
Wauwatosa City Ward 18 , 638 , 16
Wauwatosa City Ward 19 , 869 , 17
Wauwatosa City Ward 20 ," 1,162 ", 11
Wauwatosa City Ward 21 , 320 , 6
Wauwatosa City Ward 22 , 805 , 22
West Allis City Ward 16 , 527 , 8
West Allis City Ward 17 , 572 , 6
West Allis City Ward 18 , 596 , 9
West Allis City Ward 28 , 583 , 8
West Allis City Ward 30 , 881 , 22
West Allis City Ward 32 , 401 , 7
West Allis City Ward 34 , 0 , 0
Elm Grove Village Wards 1 - 4 ," 1,828 ", 9
Elm Grove Village Wards 5 - 8 ," 1,524 ", 9
"","",ir ,ing
ae h ,"",ku m ,acrtte
Brookfield City Ward 1 , 790 , 8
Brookfield City Ward 2 , 871 , 9
Brookfield City Ward 3 , 923 , 7
Brookfield City Ward 7 , 706 , 4
Brookfield City Ward 9 , 797 , 6
Brookfield City Ward 15 , 571 , 6
Brookfield City Ward 23 , 545 , 2
Brookfield City Ward 24 , 798 , 7
"",s girn
nottey ,taaunskac
Milwaukee City Ward 191 , 592 , 6
Milwaukee City Ward 192 ," 1,002 ", 9
West Allis City Ward 1 , 752 , 9
West Allis City Ward 2 , 576 , 7
West Allis City Ward 3 , 642 , 14
West Allis City Ward 4 , 532 , 9
West Allis City Ward 5 , 601 , 6
West Allis City Ward 6 , 575 , 11
West Allis City Ward 7 , 508 , 7
West Allis City Ward 8 , 671 , 15
West Allis City Ward 9 , 584 , 9
West Allis City Ward 10 , 596 , 7
West Allis City Ward 11 , 708 , 11
West Allis City Ward 12 , 699 , 6
West Allis City Ward 13 , 783 , 9
West Allis City Ward 14 , 682 , 9
West Allis City Ward 15 , 604 , 10
West Allis City Ward 19 , 861 , 13
West Allis City Ward 20 , 516 , 4
West Allis City Ward 21 , 624 , 9
West Allis City Ward 22 , 700 , 14
West Allis City Ward 23 , 667 , 7
West Allis City Ward 24 , 565 , 9
West Allis City Ward 25 , 630 , 9
West Allis City Ward 26 , 679 , 8
West Allis City Ward 27 , 585 , 7
West Allis City Ward 29 , 775 , 5
West Allis City Ward 31 , 698 , 9
"",s girn
nottey ,taaunskac
West Allis City Ward 33 , 620 , 5
West Allis City Ward 35 , 192 , 3
"","","",gn
eotte.D  n,"",uong,riac
Milwaukee City Ward 60 , 720 , 20
Milwaukee City Ward 61 , 446 , 11
Milwaukee City Ward 62 , 630 , 11
Milwaukee City Ward 65 , 393 , 1
Milwaukee City Ward 66 , 383 , 3
Milwaukee City Ward 70 , 561 , 3
Milwaukee City Ward 71 , 769 , 7
Milwaukee City Ward 72 , 560 , 6
Milwaukee City Ward 73 , 388 , 1
Milwaukee City Ward 105 , 855 , 10
Milwaukee City Ward 106 , 530 , 6
Milwaukee City Ward 107 , 588 , 5
Milwaukee City Ward 108 , 719 , 1
Milwaukee City Ward 109 ," 1,024 ", 3
Milwaukee City Ward 110 ," 1,079 ", 26
Milwaukee City Ward 111 , 460 , 3
Milwaukee City Ward 112 , 676 , 2
Milwaukee City Ward 174 , 537 , 1
Milwaukee City Ward 175 , 426 , 1
Milwaukee City Ward 179 , 784 , 2
Milwaukee City Ward 180 ," 1,045 ", 2
Milwaukee City Ward 297 , 462 , 5
Milwaukee City Ward 298 , 727 , 1
Milwaukee City Ward 299 , 810 , 2
Milwaukee City Ward 311 , 877 , 18
Milwaukee City Ward 312 , 759 , 8
Milwaukee City Ward 313 , 626 , 4
Milwaukee City Ward 314 , 563 , 2
"","","","","",gn
eo .D  n,"","",uo ng,"",actteri
rasb .L  ara,"",leo ,"",acrgnitte
Milwaukee City Ward 29 , 593 , 1
Milwaukee City Ward 30 , 719 , 4
Milwaukee City Ward 31 , 815 , 5
Milwaukee City Ward 32 , 764 , 2
Milwaukee City Ward 33 , 867 , 5
Milwaukee City Ward 34 , 517 , 4
Milwaukee City Ward 35 , 772 , 3
Milwaukee City Ward 36 ," 1,054 ", 12
Milwaukee City Ward 81 , 503 , 8
Milwaukee City Ward 82 , 582 , 10
Milwaukee City Ward 84 , 618 , 8
Milwaukee City Ward 113 , 842 , 7
Milwaukee City Ward 114 , 575 , 3
Milwaukee City Ward 116 , 608 , 4
Milwaukee City Ward 117 , 989 , 6
Milwaukee City Ward 118 , 692 , 6
Milwaukee City Ward 119 , 485 , 3
Milwaukee City Ward 120 , 814 , 5
Milwaukee City Ward 121 , 424 , 5
Milwaukee City Ward 122 , 592 , 4
Milwaukee City Ward 123 , 770 , 2
Milwaukee City Ward 124 , 696 , 9
Milwaukee City Ward 125 , 671 , 4
Milwaukee City Ward 127 , 816 , 8
Milwaukee City Ward 128 ," 1,032 ", 5
Milwaukee City Ward 167 , 684 , 2
Milwaukee City Ward 168 , 789 , 0
Milwaukee City Ward 169 , 796 , 2
ra abrrna L .,"","","","",lo es,"",categit
Milwaukee City Ward 170 , 923 , 4
Milwaukee City Ward 171 ," 1,061 ", 3
"","","","","","",in
amtte.D  ara,"",irg y sb,"","","",grca
Milwaukee City Ward 67 , 539 , 6
Milwaukee City Ward 68 , 283 , 6
Milwaukee City Ward 69 , 288 , 1
Milwaukee City Ward 126 , 617 , 10
Milwaukee City Ward 129 , 726 , 1
Milwaukee City Ward 130 , 604 , 1
Milwaukee City Ward 131 , 414 , 0
Milwaukee City Ward 172 ," 1,287 ", 3
Milwaukee City Ward 173 , 642 , 2
Milwaukee City Ward 181 , 481 , 1
Milwaukee City Ward 275 , 856 , 13
Milwaukee City Ward 276 ," 1,134 ", 16
Milwaukee City Ward 277 , 579 , 11
Milwaukee City Ward 278 , 637 , 11
Milwaukee City Ward 279 , 588 , 5
Milwaukee City Ward 280 , 426 , 7
Milwaukee City Ward 281 , 336 , 4
Milwaukee City Ward 290 , 310 , 4
Milwaukee City Ward 300 , 598 , 4
Milwaukee City Ward 301 , 538 , 5
Milwaukee City Ward 302 , 738 , 5
Milwaukee City Ward 303 , 709 , 7
Milwaukee City Ward 304 , 538 , 2
Milwaukee City Ward 305 , 562 , 4
Milwaukee City Ward 306 , 600 , 4
Milwaukee City Ward 307 , 498 , 1
Milwaukee City Ward 308 , 385 , 2
Milwaukee City Ward 309 , 580 , 5
"",s,"",""
"",adngr ,"",ir
o n ,ic h ,"",caett
Milwaukee City Ward 39 ," 1,389 ", 19
Milwaukee City Ward 42 ," 1,057 ", 19
Milwaukee City Ward 43 , 814 , 12
Milwaukee City Ward 44 ," 1,289 ", 37
Milwaukee City Ward 45 , 725 , 8
Milwaukee City Ward 46 , 750 , 11
Milwaukee City Ward 47 , 680 , 6
Milwaukee City Ward 49 , 796 , 14
Milwaukee City Ward 50 , 590 , 6
Milwaukee City Ward 51 ," 1,295 ", 14
Milwaukee City Ward 52 ," 1,116 ", 15
Milwaukee City Ward 53 , 890 , 22
Milwaukee City Ward 54 ," 1,693 ", 30
Milwaukee City Ward 55 , 681 , 22
Milwaukee City Ward 56 , 973 , 14
Milwaukee City Ward 57 , 590 , 7
Milwaukee City Ward 58 ," 1,442 ", 33
Milwaukee City Ward 59 , 825 , 14
Milwaukee City Ward 235 , 629 , 9
Milwaukee City Ward 236 , 824 , 20
Milwaukee City Ward 237 , 648 , 8
Milwaukee City Ward 238 , 772 , 13
Milwaukee City Ward 239 , 578 , 16
Milwaukee City Ward 240 , 647 , 9
Milwaukee City Ward 241 , 461 , 7
Milwaukee City Ward 251 , 727 , 15
Milwaukee City Ward 252 , 726 , 9
Milwaukee City Ward 255 , 737 , 9
Cudahy City Wards 1 - 3 ," 1,135 ", 952 , 3
