an,"","","","","","","","","","","",""
 Cpmahs ,"","","","","","","","","","",hgu,ign
ffettey re a m ho,aul ,"",yan ,"",on,reu an,"","",rom abna ,"",alu,rca
Brighton Town Wards 1 - 3 , 162 , 651 , 9 , 7 , 0
Bristol Town Wards 1 - 4 & 8 , 304 ," 1,081 ", 12 , 21 , 2
Bristol Town Wards 5 & 7 , 184 , 400 , 8 , 5 , 0
Bristol Town Ward 6 , 134 , 438 , 2 , 5 , 0
Paris Town Wards 1 & 2 , 237 , 698 , 6 , 14 , 1
Randall Town Wards 1 - 5 , 407 ," 1,144 ", 14 , 31 , 0
Salem Town Wards 1 - 15 ," 1,266 "," 3,130 ", 63 , 50 , 6
Somers Town Wards 1 - 4 , 513 ," 1,115 ", 14 , 22 , 1
Somers Town Wards 5 - 7 & 12 , 631 , 947 , 14 , 16 , 2
Somers Town Ward 8 , 129 , 189 , 4 , 5 , 0
Somers Town Wards 9 - 11 , 395 , 681 , 5 , 9 , 1
Wheatland Town Wards 1 - 5 , 423 ," 1,264 ", 14 , 24 , 2
Genoa City Village Ward 4 , 0 , 0 , 0 , 0 , 0
Paddock Lake Village Wards 1 - 5 , 435 ," 1,024 ", 20 , 18 , 2
Pleasant Prairie Village Wards 1 - 3 , 607 ," 1,168 ", 24 , 30 , 1
Pleasant Prairie Village Wards 4 & 5 , 363 , 826 , 13 , 12 , 0
Pleasant Prairie Village Wards 6 & 7 , 586 ," 1,160 ", 17 , 9 , 1
Pleasant Prairie Village Wards 8 - 11 , 720 ," 1,773 ", 21 , 26 , 0
Pleasant Prairie Village Wards 12 & 13 , 685 ," 1,339 ", 17 , 19 , 2
Silver Lake Village Wards 1 - 3 , 308 , 823 , 7 , 14 , 1
Twin Lakes Village Wards 1 - 7 , 638 ," 1,438 ", 28 , 36 , 0
Kenosha City Ward 1 , 460 , 530 , 9 , 8 , 1
Kenosha City Ward 2 , 598 , 556 , 9 , 7 , 2
Kenosha City Ward 3 , 502 , 443 , 15 , 12 , 1
Kenosha City Ward 4 , 480 , 583 , 16 , 15 , 0
Kenosha City Ward 5 , 525 , 877 , 23 , 21 , 0
Kenosha City Ward 6 , 533 , 691 , 7 , 4 , 0
Kenosha City Ward 7 , 556 , 841 , 15 , 6 , 0
an,"",""
C aphm h,"",g
e ffr ye as aug u ohm a an lau an onre n ro ma lu b y ,"",acteirnt
Kenosha City Ward 8 , 678 , 694 , 10 , 5 , 0
Kenosha City Ward 9 , 785 , 952 , 7 , 8 , 0
Kenosha City Ward 10 , 522 , 823 , 9 , 3 , 0
Kenosha City Ward 11 , 513 , 571 , 9 , 9 , 0
Kenosha City Ward 12 , 569 , 507 , 11 , 4 , 0
Kenosha City Ward 13 , 507 , 327 , 8 , 8 , 0
Kenosha City Ward 14 , 324 , 154 , 9 , 4 , 0
Kenosha City Ward 15 , 384 , 205 , 12 , 6 , 0
Kenosha City Ward 16 , 476 , 227 , 5 , 2 , 0
Kenosha City Ward 17 , 586 , 683 , 5 , 4 , 0
Kenosha City Ward 18 , 425 , 523 , 10 , 0 , 0
Kenosha City Ward 19 , 543 , 299 , 5 , 4 , 0
Kenosha City Ward 20 , 563 , 313 , 7 , 6 , 0
Kenosha City Ward 21 , 624 , 750 , 8 , 6 , 0
Kenosha City Ward 22 , 336 , 421 , 4 , 2 , 0
Kenosha City Ward 23 , 467 , 419 , 5 , 6 , 0
Kenosha City Ward 24 , 557 , 705 , 13 , 15 , 0
Kenosha City Ward 25 , 490 , 864 , 8 , 8 , 0
Kenosha City Ward 26 , 540 , 851 , 10 , 7 , 0
Kenosha City Ward 27 , 593 , 935 , 8 , 9 , 0
Kenosha City Ward 28 , 487 , 966 , 4 , 6 , 0
Kenosha City Ward 29 , 630 ," 1,022 ", 20 , 10 , 0
Kenosha City Ward 30 , 396 , 780 , 10 , 8 , 0
Kenosha City Ward 31 , 598 , 687 , 10 , 7 , 0
Kenosha City Ward 32 , 499 , 575 , 11 , 15 , 0
Kenosha City Ward 33 , 436 , 650 , 10 , 2 , 0
Kenosha City Ward 34 , 623 ," 1,187 ", 13 , 12 , 0
Kenosha City Ward 35 , 0 , 0 , 0 , 0 , 0
an,"",""
C h maph,"",g
e ffr ye as anagu u h om lu anan m ab a y no re ro lu ,"",caenirtt
Kenosha City Ward 36 , 30 , 47 , 0 , 0 , 0
Kenosha City Ward 37 , 2 , 0 , 0 , 0 , 0
Kenosha City Ward 38 , 0 , 1 , 0 , 0 , 0
Kenosha City Ward 39 , 10 , 28 , 0 , 0 , 0
Kenosha City Ward 40 , 22 , 13 , 0 , 0 , 0
Kenosha City Ward 41 , 0 , 2 , 0 , 0 , 0
Kenosha City Ward 42 , 0 , 1 , 0 , 0 , 0
Kenosha City Ward 43 , 2 , 9 , 0 , 0 , 0
Kenosha City Ward 44 , 1 , 1 , 0 , 0 , 0
Kenosha City Ward 45 , 0 , 0 , 0 , 0 , 0
Kenosha City Ward 46 , 1 , 0 , 0 , 0 , 0
Kenosha City Ward 47 , 0 , 0 , 0 , 0 , 0
Kenosha City Ward 48 , 0 , 0 , 0 , 0 , 0
Kenosha City Ward 49 , 0 , 0 , 0 , 0 , 0
Greendale Village Wards 1 & 2 , 405 ," 1,219 ", 20 , 5 , 1
Greendale Village Wards 3 & 4 , 689 ," 1,314 ", 30 , 7 , 3
Greendale Village Wards 5 & 6 , 511 ," 1,148 ", 9 , 15 , 2
Greendale Village Wards 7 & 8 , 523 ," 1,133 ", 14 , 8 , 2
Greendale Village Wards 9 & 10 , 599 ," 1,218 ", 12 , 9 , 0
Hales Corners Village Wards 1 - 3 , 428 ," 1,103 ", 8 , 9 , 1
Hales Corners Village Wards 4 - 6 , 400 ," 1,002 ", 7 , 6 , 2
Hales Corners Village Wards 7 - 9 , 437 ," 1,040 ", 15 , 10 , 1
an,"","","","","",""
apm,"","","","","",""
fr hC ghyeas ,l,an u ,an m ,"",ab au ,ttrigne
f e om h ,a u ,y an no re ,ro ,"",lu ,ac
Franklin City Wards 1 - 4 , 801 ," 1,746 ", 16 , 3 , 1
Franklin City Wards 5 - 8 , 788 ," 2,154 ", 26 , 13 , 0
Franklin City Wards 9 - 12 ," 1,011 "," 1,762 ", 28 , 11 , 2
Franklin City Wards 13 - 16 , 870 ," 2,257 ", 27 , 14 , 1
Franklin City Wards 17 - 20 , 806 ," 2,290 ", 17 , 12 , 2
Franklin City Wards 21 - 24 , 923 ," 2,033 ", 25 , 20 , 1
Greenfield City Ward 1 , 430 , 616 , 22 , 6 , 1
Greenfield City Ward 2 , 432 , 603 , 13 , 7 , 1
Greenfield City Ward 3 , 336 , 479 , 6 , 6 , 0
Greenfield City Ward 4 , 386 , 451 , 18 , 4 , 0
Greenfield City Ward 5 , 377 , 532 , 9 , 4 , 1
Greenfield City Ward 6 , 306 , 587 , 13 , 3 , 0
Greenfield City Ward 7 , 408 , 710 , 15 , 4 , 1
Greenfield City Ward 8 , 429 , 569 , 6 , 7 , 0
Greenfield City Ward 9 , 396 , 712 , 10 , 7 , 2
Greenfield City Ward 10 , 299 , 639 , 9 , 3 , 0
Greenfield City Ward 11 , 261 , 843 , 6 , 4 , 1
Greenfield City Ward 12 , 273 , 635 , 8 , 1 , 0
Greenfield City Ward 13 , 256 , 391 , 9 , 4 , 0
Greenfield City Ward 14 , 391 , 461 , 21 , 7 , 0
Greenfield City Ward 15 , 217 , 317 , 6 , 10 , 0
Greenfield City Ward 16 , 271 , 392 , 9 , 1 , 1
Greenfield City Ward 17 , 396 , 431 , 8 , 2 , 0
Greenfield City Ward 18 , 355 , 599 , 5 , 3 , 1
Greenfield City Ward 19 , 490 , 760 , 11 , 6 , 1
Greenfield City Ward 20 , 420 , 713 , 16 , 4 , 0
Greenfield City Ward 21 , 369 , 471 , 8 , 5 , 1
Oak Creek City Wards 1 - 3 , 872 ," 1,592 ", 18 , 23 , 0
an,"","","",""
m,"","","",""
aphCgh yngsa,an ,ua,"",ir
fe efr m oh ,au laun y a no nre m bro ,a lu,"",actte
Oak Creek City Wards 4 - 6 , 916 ," 1,588 ", 17 , 8 , 4
Oak Creek City Wards 7 - 9 ," 1,077 "," 1,993 ", 16 , 17 , 1
Oak Creek City Wards 10 - 12 , 900 ," 1,600 ", 14 , 21 , 2
Oak Creek City Wards 13 - 15 , 951 ," 2,256 ", 16 , 16 , 1
Oak Creek City Wards 16 - 18 ," 1,102 "," 1,849 ", 30 , 13 , 1
West Allis City Ward 34 , 0 , 0 , 0 , 0 , 0
Burlington Town Wards 1 - 8 , 490 ," 1,611 ", 15 , 15 , 0
Burlington Town Wards 9 - 12 , 376 ," 1,017 ", 10 , 11 , 1
Caledonia Town Wards 1 - 3 , 652 ," 1,706 ", 16 , 11 , 2
"Caledonia Town Wards 4, 20 & 21 ", 380 ," 1,258 ", 11 , 7 , 0
"Caledonia Town Wards 5, 6 & 18 ", 561 ," 1,413 ", 15 , 11 , 0
Caledonia Town Wards 7 - 9 & 19 , 808 ," 1,653 ", 16 , 14 , 0
"Caledonia Town Wards 10 - 12, 16 & 17 "," 1,032 "," 2,823 ", 9 , 17 , 1
