"","","","","","","","","","","","","","","","","","","","","",g
re g g ,"",nd e m ie rh ,"","",aul ,"",vra ra ,"",d od,"",letelz ,"",ilzbte h a ,"","","",rua s te r m ,"","","",actteirn
Adams Town Wards 1 & 2 , 7 , 4 , 4 , 15 , 0
Big Flats Town , 9 , 5 , 3 , 20 , 0
Colburn Town , 1 , 3 , 1 , 6 , 0
Dell Prairie Town Wards 1 & 2 , 26 , 5 , 8 , 60 , 0
Easton Town Wards 1 & 2 , 3 , 0 , 4 , 19 , 0
Jackson Town , 21 , 3 , 4 , 4 , 0
Leola Town , 2 , 1 , 1 , 7 , 0
Lincoln Town , 9 , 1 , 0 , 3 , 0
Monroe Town , 4 , 1 , 2 , 10 , 0
New Chester Town Wards 1 & 2 , 5 , 0 , 4 , 19 , 0
New Haven Town , 8 , 4 , 5 , 33 , 0
Preston Town Wards 1 - 3 , 8 , 0 , 7 , 10 , 0
Quincy Town Wards 1 & 2 , 3 , 1 , 2 , 23 , 0
Richfield Town , 1 , 1 , 0 , 4 , 0
Rome Town Wards 1 - 5 , 11 , 1 , 8 , 42 , 0
Springville Town Wards 1 & 2 , 16 , 3 , 4 , 14 , 0
Strongs Prairie Town Wards 1 & 2 , 7 , 2 , 1 , 15 , 0
Friendship Village , 6 , 0 , 0 , 15 , 0
Adams City Wards 1 - 5 , 10 , 1 , 2 , 33 , 0
Wisconsin Dells City Ward 5 , 0 , 0 , 0 , 1 , 0
Agenda Town , 3 , 0 , 1 , 16 , 0
Ashland Town , 8 , 0 , 1 , 11 , 0
"","","",im eh ,"","","","","","","","","","","","","","",h,rte ,"",ignr
r g eg,"","",n d re ,"",ul a ,"","",v ra ra,"","","",o dd ,"",t ze l le,"","","",liz ab te ,ru sam ,"",actte
Chippewa Town , 1 , 2 , 1 , 11 , 0
Gingles Town Wards 1 & 2 , 7 , 1 , 5 , 34 , 0
Gordon Town , 4 , 0 , 3 , 5 , 0
Jacobs Town , 3 , 0 , 0 , 20 , 0
La Pointe Town , 1 , 0 , 0 , 15 , 0
Marengo Town Wards 1 & 2 , 1 , 0 , 3 , 32 , 0
Morse Town Wards 1 & 2 , 0 , 0 , 3 , 12 , 0
Peeksville Town , 4 , 0 , 4 , 4 , 0
Sanborn Town Wards 1 & 2 , 1 , 0 , 1 , 6 , 0
Shanagolden Town , 0 , 0 , 0 , 7 , 0
White River Town Wards 1 - 3 , 17 , 4 , 5 , 66 , 0
Butternut Village Wards 1 & 2 , 1 , 1 , 0 , 13 , 0
Ashland City Wards 1 - 6 , 62 , 13 , 17 , 268 , 0
"Ashland City Wards 7, 9 & 11 ", 7 , 3 , 4 , 93 , 0
Ashland City Ward 8 , 10 , 1 , 5 , 56 , 0
Ashland City Ward 10 , 21 , 10 , 13 , 61 , 0
Mellen City Wards 1 - 3 , 7 , 6 , 2 , 42 , 0
Almena Town Wards 1 - 3 , 2 , 0 , 1 , 13 , 0
Arland Town , 0 , 0 , 1 , 6 , 0
Barron Town Wards 1 & 2 , 7 , 1 , 1 , 1 , 0
Bear Lake Town , 1 , 1 , 0 , 11 , 0
Cedar Lake Town , 6 , 1 , 1 , 13 , 0
"","",iem ,"","","","","","","","","","","",st re,"","","",g
re g g ,"",dn rh e ,au l ,"",va a rr ,"",d do ,te lz le ,"",ilz a ebth ,"","","",ru am ,"","","",catteirn
Chetek Town Wards 1 - 3 , 1 , 0 , 2 , 19 , 0
Clinton Town Wards 1 & 2 , 6 , 1 , 1 , 6 , 0
Crystal Lake Town , 5 , 1 , 0 , 12 , 0
Cumberland Town , 4 , 0 , 2 , 12 , 0
Dallas Town Wards 1 & 2 , 3 , 1 , 0 , 7 , 0
Dovre Town , 9 , 0 , 0 , 9 , 0
Doyle Town , 3 , 1 , 1 , 6 , 0
Lakeland Town Wards 1 & 2 , 0 , 1 , 4 , 14 , 0
Maple Grove Town Wards 1 - 3 , 4 , 0 , 2 , 6 , 0
Maple Plain Town , 7 , 0 , 0 , 9 , 0
Oak Grove Town Wards 1 & 2 , 8 , 0 , 1 , 16 , 0
Prairie Farm Town Wards 1 & 2 , 1 , 2 , 1 , 13 , 0
Prairie Lake Town Wards 1 & 2 , 3 , 3 , 1 , 12 , 0
Rice Lake Town Wards 1 - 4 , 12 , 2 , 1 , 33 , 0
Sioux Creek Town , 2 , 0 , 1 , 7 , 0
Stanfold Town , 4 , 1 , 0 , 13 , 0
