"","","","","","","","","","",r,""
o eb  trL. ,"","","",o l sew ,"","","",o y ,"",e en cekedy,actteirng
Wrightstown Village Ward 3 , 29 , 1 , 0
Appleton City Ward 55 , 3 , 0 , 0
Kaukauna City Wards 1 - 3 ," 1,029 ", 230 , 3
Kaukauna City Wards 4 - 6 ," 1,141 ", 206 , 0
Kaukauna City Wards 7 & 8 ," 1,011 ", 193 , 0
Kaukauna City Wards 9 - 12 ," 1,012 ", 184 , 3
Seymour City Wards 1 - 6 ," 1,033 ", 71 , 1
Angelica Town Wards 1 - 3 , 597 , 34 , 0
Belle Plaine Town Wards 1 - 3 , 809 , 93 , 3
Grant Town Wards 1 & 2 , 349 , 12 , 0
"","","","","","","","","","",r,""
o eb  trL. ,"","","",o l sew ,"","","",o y ,"",e en cekedy,actteirng
Green Valley Town Wards 1 & 2 , 328 , 23 , 0
Hartland Town , 327 , 11 , 0
Herman Town Wards 1 & 2 , 297 , 6 , 0
Lessor Town Wards 1 & 2 , 403 , 12 , 0
Maple Grove Town Wards 1 & 2 , 329 , 15 , 0
Morris Town Wards 1 & 2 , 147 , 4 , 0
Navarino Town , 155 , 4 , 0
Pella Town , 319 , 10 , 1
Richmond Town Wards 1 - 3 , 898 , 69 , 2
Seneca Town , 211 , 5 , 0
Washington Town Wards 1 & 2 , 712 , 22 , 0
Waukechon Town Wards 1 & 2 , 346 , 18 , 0
Wescott Town Wards 1 - 5 ," 1,313 ", 174 , 6
Bonduel Village Wards 1 & 2 , 542 , 14 , 0
Bowler Village , 82 , 3 , 0
Cecil Village , 185 , 6 , 0
Gresham Village , 149 , 3 , 0
Shawano City Wards 1 & 2 , 412 , 37 , 2
Shawano City Wards 3 & 4 , 374 , 53 , 0
Shawano City Wards 5 & 6 , 416 , 36 , 1
Shawano City Wards 7 & 8 , 373 , 27 , 0
Shawano City Wards 9 & 10 , 473 , 38 , 0
Shawano City Wards 11 & 12 , 472 , 31 , 0
"","","","","","","","","",re,""
bo e  trL. ,"","","","",les ow ,"","",yo ,e yece kdn ,actinrgte
Matteson Town , 340 , 15 , 0
Embarrass Village , 139 , 7 , 0
"","","","","","",ing
en aro. C,"","",ya l ,"","",acrtte
Glendale City Ward 1 , 519 , 10
Glendale City Wards 6 & 12 , 991 , 8
Milwaukee City Ward 1 , 952 , 9
Milwaukee City Ward 2 , 664 , 2
Milwaukee City Ward 3 , 849 , 2
Milwaukee City Ward 4 , 452 , 3
Milwaukee City Ward 5 , 589 , 2
Milwaukee City Ward 6 , 600 , 5
Milwaukee City Ward 7 , 705 , 2
Milwaukee City Ward 8 , 613 , 3
Milwaukee City Ward 9 , 776 , 5
Milwaukee City Ward 10 , 819 , 8
Milwaukee City Ward 11 , 674 , 4
Milwaukee City Ward 12 , 752 , 7
Milwaukee City Ward 13 , 686 , 4
Milwaukee City Ward 14 , 660 , 3
Milwaukee City Ward 15 ," 1,333 ", 9
Milwaukee City Ward 16 , 803 , 3
Milwaukee City Ward 17 ," 1,342 ", 5
Milwaukee City Ward 18 , 909 , 1
Milwaukee City Ward 19 , 815 , 2
Milwaukee City Ward 20 , 620 , 5
Milwaukee City Ward 21 , 693 , 6
Milwaukee City Ward 22 , 598 , 2
Milwaukee City Ward 23 , 569 , 8
Milwaukee City Ward 24 , 571 , 3
Milwaukee City Ward 25 , 673 , 4
Milwaukee City Ward 26 , 907 , 13
"","","","","","",ing
en aro. C,"","",ya l ,"","",acrtte
Milwaukee City Ward 27 ," 1,041 ", 13
Milwaukee City Ward 28 , 543 , 2
Milwaukee City Ward 41 ," 1,026 ", 11
Milwaukee City Ward 48 , 781 , 12
Milwaukee City Ward 74 , 724 , 3
Milwaukee City Ward 75 , 711 , 6
Milwaukee City Ward 76 , 680 , 20
Milwaukee City Ward 77 , 771 , 8
Milwaukee City Ward 78 , 543 , 3
Milwaukee City Ward 79 , 533 , 4
Milwaukee City Ward 80 , 605 , 10
Milwaukee City Ward 83 , 520 , 5
Milwaukee City Ward 95 , 813 , 10
Milwaukee City Ward 96 , 519 , 8
Milwaukee City Ward 97 , 768 , 2
Milwaukee City Ward 98 , 597 , 1
Milwaukee City Ward 99 , 803 , 4
Milwaukee City Ward 100 , 749 , 2
Milwaukee City Ward 101 , 899 , 6
Milwaukee City Ward 102 , 514 , 10
Milwaukee City Ward 103 , 984 , 18
Milwaukee City Ward 104 , 446 , 5
Milwaukee City Ward 115 ," 1,045 ", 2
Milwaukee City Ward 148 , 678 , 13
Milwaukee City Ward 149 ," 1,115 ", 6
Milwaukee City Ward 151 , 534 , 5
Milwaukee City Ward 152 ," 1,314 ", 17
Milwaukee City Ward 153 , 318 , 2
"","","","","","",ing
en aro. C,"","",ya l ,"","",acrtte
Milwaukee City Ward 154 , 806 , 6
Milwaukee City Ward 155 , 775 , 2
Milwaukee City Ward 156 , 812 , 8
Milwaukee City Ward 157 , 860 , 5
Milwaukee City Ward 158 , 798 , 5
Milwaukee City Ward 159 ," 1,018 ", 7
Milwaukee City Ward 160 , 577 , 3
Milwaukee City Ward 161 , 606 , 5
Milwaukee City Ward 162 , 804 , 3
Milwaukee City Ward 163 , 552 , 4
Milwaukee City Ward 164 , 637 , 3
Milwaukee City Ward 165 , 844 , 2
Milwaukee City Ward 166 , 801 , 1
Milwaukee City Ward 176 , 537 , 5
Milwaukee City Ward 177 , 587 , 3
Milwaukee City Ward 178 , 477 , 1
Milwaukee City Ward 264 ," 1,237 ", 18
Milwaukee City Ward 266 , 526 , 9
Milwaukee City Ward 267 , 989 , 13
Milwaukee City Ward 268 , 593 , 6
Milwaukee City Ward 269 ," 1,130 ", 11
Milwaukee City Ward 270 , 674 , 3
Milwaukee City Ward 271 ," 1,105 ", 13
Milwaukee City Ward 272 , 693 , 5
Milwaukee City Ward 273 ," 1,145 ", 23
Wauwatosa City Ward 23 , 695 , 15
Wauwatosa City Ward 24 , 703 , 9
"",g
.Cirro ,nte
an el ya,act
Milwaukee City Ward 274 , 0 , 0
"","","",gn
epttere cn,"",gosg,riac
Milwaukee City Ward 29 , 633 , 1
Milwaukee City Ward 30 , 761 , 3
Milwaukee City Ward 31 , 868 , 6
Milwaukee City Ward 32 , 813 , 5
Milwaukee City Ward 33 , 911 , 5
Milwaukee City Ward 34 , 542 , 7
Milwaukee City Ward 35 , 811 , 3
Milwaukee City Ward 36 ," 1,100 ", 10
Milwaukee City Ward 60 , 752 , 22
Milwaukee City Ward 61 , 461 , 13
Milwaukee City Ward 62 , 644 , 16
Milwaukee City Ward 65 , 411 , 2
Milwaukee City Ward 66 , 395 , 3
Milwaukee City Ward 67 , 572 , 4
Milwaukee City Ward 68 , 288 , 7
Milwaukee City Ward 69 , 295 , 1
Milwaukee City Ward 70 , 577 , 5
Milwaukee City Ward 71 , 791 , 12
Milwaukee City Ward 72 , 581 , 6
Milwaukee City Ward 73 , 391 , 0
Milwaukee City Ward 81 , 516 , 9
Milwaukee City Ward 82 , 604 , 10
Milwaukee City Ward 84 , 651 , 8
Milwaukee City Ward 105 , 874 , 15
Milwaukee City Ward 106 , 544 , 7
Milwaukee City Ward 107 , 601 , 4
Milwaukee City Ward 108 , 734 , 1
Milwaukee City Ward 109 ," 1,043 ", 5
"","","",gn
epttere cn,"",gosg,riac
Milwaukee City Ward 110 ," 1,108 ", 31
Milwaukee City Ward 111 , 470 , 0
Milwaukee City Ward 112 , 691 , 0
Milwaukee City Ward 113 , 875 , 7
Milwaukee City Ward 114 , 589 , 3
Milwaukee City Ward 116 , 638 , 2
Milwaukee City Ward 117 ," 1,032 ", 4
Milwaukee City Ward 118 , 717 , 8
Milwaukee City Ward 119 , 517 , 4
Milwaukee City Ward 120 , 837 , 9
Milwaukee City Ward 121 , 432 , 5
Milwaukee City Ward 122 , 621 , 4
Milwaukee City Ward 123 , 802 , 4
Milwaukee City Ward 124 , 732 , 8
Milwaukee City Ward 125 , 695 , 8
Milwaukee City Ward 126 , 628 , 15
Milwaukee City Ward 127 , 853 , 3
Milwaukee City Ward 128 ," 1,077 ", 5
Milwaukee City Ward 129 , 735 , 0
Milwaukee City Ward 130 , 622 , 3
Milwaukee City Ward 131 , 427 , 0
Milwaukee City Ward 167 , 697 , 3
Milwaukee City Ward 168 , 826 , 0
Milwaukee City Ward 169 , 828 , 2
Milwaukee City Ward 170 , 969 , 6
Milwaukee City Ward 171 ," 1,119 ", 5
Milwaukee City Ward 172 ," 1,332 ", 2
Milwaukee City Ward 173 , 660 , 2
"","","",gn
epttere cn,"",gosg,riac
Milwaukee City Ward 174 , 555 , 3
Milwaukee City Ward 175 , 442 , 3
Milwaukee City Ward 179 , 798 , 4
Milwaukee City Ward 180 ," 1,065 ", 2
Milwaukee City Ward 181 , 498 , 2
Milwaukee City Ward 275 , 866 , 15
Milwaukee City Ward 276 ," 1,137 ", 19
Milwaukee City Ward 277 , 584 , 10
Milwaukee City Ward 278 , 632 , 12
Milwaukee City Ward 279 , 600 , 5
Milwaukee City Ward 280 , 433 , 12
Milwaukee City Ward 281 , 341 , 5
Milwaukee City Ward 290 , 317 , 5
Milwaukee City Ward 297 , 477 , 2
Milwaukee City Ward 298 , 745 , 1
Milwaukee City Ward 299 , 826 , 4
Milwaukee City Ward 300 , 614 , 3
Milwaukee City Ward 301 , 556 , 4
Milwaukee City Ward 302 , 755 , 5
Milwaukee City Ward 303 , 732 , 4
Milwaukee City Ward 304 , 552 , 1
Milwaukee City Ward 305 , 570 , 7
Milwaukee City Ward 306 , 620 , 3
Milwaukee City Ward 307 , 503 , 2
Milwaukee City Ward 308 , 399 , 2
Milwaukee City Ward 309 , 609 , 4
Milwaukee City Ward 310 , 632 , 2
Milwaukee City Ward 311 , 908 , 17
r ,"",i
ce ,s,grnte
n ep,og g ,cat
Milwaukee City Ward 312 , 783 , 8
Milwaukee City Ward 313 , 647 , 5
Milwaukee City Ward 314 , 574 , 5
"","","","","","","","","","","","",g
r ,"","","","","","","","","","","",""
"","","","","",a ,"","","","","","",i
ifenn e,"",a slero,"","",lbtr e ,"","",ra in gl,"","","",tternca
Bayside Village Wards 1 & 4 , 372 , 364 , 0
Bayside Village Wards 2 & 5 , 562 , 525 , 0
Bayside Village Wards 3 & 7 , 449 , 530 , 2
Brown Deer Village Wards 1 - 9 ," 3,418 "," 3,397 ", 9
Fox Point Village Wards 1 - 4 , 833 ," 1,182 ", 3
Fox Point Village Wards 5 - 9 ," 1,218 "," 1,187 ", 1
River Hills Village Ward 1 , 85 , 116 , 0
River Hills Village Wards 2 & 3 , 310 , 667 , 0
Shorewood Village Wards 1 & 2 , 913 , 492 , 3
Shorewood Village Wards 3 & 4 ," 1,169 ", 669 , 2
Shorewood Village Wards 5 & 6 , 790 , 541 , 2
Shorewood Village Wards 7 & 8 , 914 , 434 , 2
Shorewood Village Wards 9 & 10 , 846 , 439 , 0
Shorewood Village Wards 11 & 12 , 762 , 474 , 2
Whitefish Bay Village Wards 1 & 2 , 533 , 921 , 0
Whitefish Bay Village Wards 3 & 4 , 541 , 718 , 2
Whitefish Bay Village Wards 5 & 6 , 609 , 837 , 1
Whitefish Bay Village Wards 7 & 8 , 714 , 700 , 1
Whitefish Bay Village Ward 9 , 407 , 356 , 1
Whitefish Bay Village Ward 10 , 471 , 438 , 0
Whitefish Bay Village Wards 11 & 12 , 749 , 814 , 1
Glendale City Wards 2 & 8 , 831 , 631 , 1
Glendale City Wards 3 & 9 , 678 , 705 , 2
Glendale City Wards 4 & 10 , 756 , 649 , 0
Glendale City Wards 5 & 11 , 771 , 694 , 2
Glendale City Ward 7 , 235 , 260 , 0
Milwaukee City Ward 38 , 689 , 484 , 4
Milwaukee City Ward 40 ," 1,122 ", 428 , 8
"","","","","","","","",g
r fei ,"","","","","","","",""
"","","",s,"","","","",n
"","","",le ,"","","",g,ir
n en ,"","",a r o ,trae lb ,"","",ra nli,actte
Milwaukee City Ward 147 , 668 , 246 , 0
Milwaukee City Ward 150 , 698 , 147 , 0
Milwaukee City Ward 258 , 751 , 232 , 6
Milwaukee City Ward 259 , 705 , 341 , 2
Milwaukee City Ward 260 , 401 , 47 , 0
Milwaukee City Ward 261 , 761 , 365 , 4
Milwaukee City Ward 263 , 383 , 273 , 0
Milwaukee City Ward 265 , 622 , 232 , 0
"","","","","","",g
r ,"","","","","",""
fei es,"",ta r ,"",g in ,"",erin
e nn,laro,l eb,"",lra,"",catt
Germantown Town,"","",""
"Richfield Town Wards 6, 12 & 13","","",""
Richfield Town Wards 7 & 11,"","",""
Richfield Town Ward 8,"","",""
"Germantown Village Wards 1, 7, 15 - 17","","",""
"Germantown Village Wards 2, 4 - 6","","",""
"Germantown Village Wards 3, 8 - 10 & 18","","",""
Germantown Village Wards 11 - 14,"","",""
Milwaukee City Ward 262,"","",""
Germantown Town , 40 , 123 , 0
"Richfield Town Wards 6, 12 & 13 ", 378 ," 1,080 ", 1
Richfield Town Wards 7 & 11 , 256 , 739 , 0
Richfield Town Ward 8 , 176 , 504 , 0
"Germantown Village Wards 1, 7, 15 - 17 ", 792 ," 2,513 ", 0
"Germantown Village Wards 2, 4 - 6 ", 866 ," 1,700 ", 2
"Germantown Village Wards 3, 8 - 10 & 18 ", 730 ," 1,924 ", 1
Germantown Village Wards 11 - 14 , 677 ," 1,961 ", 0
Milwaukee City Ward 262 , 0 , 0 , 0
Butler Village Wards 1 - 3 , 459 , 625 , 3
Menomonee Falls Village Wards 1 & 2 , 421 , 981 , 0
"Menomonee Falls Village Wards 3, 9 & 10 ", 740 ," 1,518 ", 2
"Menomonee Falls Village Wards 4, 8 & 11 ", 690 ," 1,188 ", 4
r ,s,"","","","","","","",gin
eneifn ,a lero,lbrtae ,"","","",ginra l,"","",tterca
"Menomonee Falls Village Wards 5, 6 & 13 ", 625 ," 1,160 ", 5
Menomonee Falls Village Wards 7 & 12 , 529 ," 1,048 ", 2
"Menomonee Falls Village Wards 14, 15 & 21 ", 756 ," 1,784 ", 3
Menomonee Falls Village Wards 16 & 17 , 372 , 992 , 5
Menomonee Falls Village Ward 19 , 237 , 461 , 2
Menomonee Falls Village Wards 20 & 22 , 565 ," 1,358 ", 3
Menomonee Falls Village Wards 23 & 29 , 541 ," 1,075 ", 1
Menomonee Falls Village Ward 28 , 236 , 482 , 0
a.L yr ,"","","",ke ak,"",h eila ,"","",a s do frr,"","","","",acttreing
Anderson Town , 72 , 153 , 0
Daniels Town , 156 , 253 , 0
Dewey Town , 135 , 165 , 0
Grantsburg Town Wards 1 - 3 , 202 , 363 , 0
La Follette Town Wards 1 & 2 , 122 , 157 , 0
Lincoln Town , 76 , 104 , 0
Meenon Town Wards 1 - 3 , 235 , 315 , 0
Roosevelt Town , 53 , 70 , 0
Siren Town Wards 1 - 3 , 231 , 257 , 0
Trade Lake Town Wards 1 & 2 , 206 , 345 , 0
West Marshland Town Wards 1 & 2 , 58 , 105 , 0
Wood River Town Wards 1 & 2 , 185 , 383 , 0
Grantsburg Village Wards 1 & 2 , 256 , 437 , 0
Siren Village Wards 1 & 2 , 177 , 233 , 0
Webster Village , 180 , 178 , 0
Lucas Town , 175 , 239 , 0
Menomonie Town Wards 1 - 4 , 762 , 895 , 0
Stanton Town , 162 , 264 , 0
Knapp Village , 76 , 157 , 0
Menomonie City Wards 1 & 2 , 799 , 806 , 1
Menomonie City Wards 3 & 4 , 731 , 595 , 7
Menomonie City Wards 5 & 7 , 823 , 690 , 9
a .Lry ,"","",a e kk,"",h la ie,"","",a s d o rf r,"","","","",acttering
Menomonie City Ward 6 , 368 , 411 , 0
Menomonie City Wards 8 & 9 , 643 , 619 , 1
Menomonie City Wards 10 & 11 , 728 , 715 , 1
Clifton Town Wards 1 & 2 , 414 , 725 , 0
Diamond Bluff Town , 123 , 174 , 0
Gilman Town , 214 , 311 , 0
Oak Grove Town Wards 1 & 2 , 355 , 702 , 0
River Falls Town Wards 1 - 3 , 547 , 896 , 0
Spring Lake Town Wards 1 & 2 , 134 , 197 , 0
Trenton Town Wards 1 & 2 , 386 , 654 , 0
Trimbelle Town Wards 1 & 2 , 286 , 660 , 0
Ellsworth Village Wards 1 - 4 , 588 , 980 , 0
Elmwood Village , 206 , 254 , 0
Spring Valley Village Wards 1 & 2 , 288 , 382 , 0
Prescott City Wards 1 - 4 , 950 ," 1,164 ", 0
River Falls City Wards 3 & 4 , 310 , 287 , 0
River Falls City Wards 5 - 7 , 855 , 831 , 1
River Falls City Wards 8 - 10 , 718 , 744 , 2
River Falls City Wards 11 & 12 , 747 , 904 , 2
"","","","","","","","","","","","","","",g
a y .  Lr ,"","","","",ak ke ,eh lia,"",ra d f ro s,"","","","","",acintter
Alden Town Wards 1 - 3 , 585 , 957 , 0
Apple River Town Wards 1 & 2 , 254 , 358 , 0
Balsam Lake Town Wards 1 & 2 , 303 , 507 , 1
Black Brook Town Wards 1 & 2 , 137 , 470 , 0
Bone Lake Town , 179 , 217 , 0
Clam Falls Town , 136 , 168 , 0
Clayton Town , 223 , 268 , 0
Clear Lake Town Wards 1 & 2 , 168 , 267 , 0
Eureka Town Wards 1 & 2 , 296 , 517 , 0
Farmington Town Wards 1 & 2 , 298 , 579 , 0
Garfield Town Wards 1 - 3 , 313 , 521 , 0
Georgetown Town Wards 1 & 2 , 298 , 255 , 0
Laketown Town , 218 , 334 , 0
Lincoln Town Wards 1 - 4 , 519 , 737 , 0
Lorain Town , 56 , 95 , 0
Luck Town Wards 1 & 2 , 242 , 281 , 0
Milltown Town Wards 1 & 2 , 257 , 354 , 0
Osceola Town Wards 1 - 4 , 438 , 910 , 1
St Croix Falls Town Wards 1 & 2 , 212 , 436 , 0
Sterling Town , 142 , 229 , 0
West Sweden Town Wards 1 & 2 , 159 , 219 , 0
Balsam Lake Village , 215 , 309 , 0
Centuria Village , 161 , 214 , 0
Clayton Village , 100 , 112 , 0
Clear Lake Village Wards 1 & 2 , 229 , 293 , 0
Dresser Village , 163 , 227 , 0
Frederic Village Wards 1 & 2 , 257 , 299 , 0
Luck Village Wards 1 & 2 , 304 , 292 , 0
ra.Ly ,"","",ak k e,"",eh li a ,"","",ra s f rdo,"","","","",acttginre
Milltown Village , 193 , 216 , 0
Osceola Village Wards 1 - 3 , 480 , 735 , 0
Amery City Wards 1 & 2 , 336 , 373 , 0
Amery City Ward 3 , 104 , 113 , 0
Amery City Wards 4 & 5 , 292 , 316 , 0
St Croix Falls City Wards 1 - 3 , 447 , 663 , 0
Baldwin Town , 185 , 362 , 0
Cady Town , 157 , 309 , 0
Cylon Town , 139 , 205 , 0
Eau Galle Town Wards 1 & 2 , 225 , 375 , 0
Emerald Town Wards 1 & 2 , 164 , 234 , 0
Erin Prairie Town , 131 , 226 , 0
Forest Town , 139 , 199 , 0
Glenwood Town , 143 , 245 , 0
Hammond Town , 260 , 596 , 2
Hudson Town Wards 1 - 11 ," 1,315 "," 2,916 ", 1
Kinnickinnic Town Wards 1 - 3 , 379 , 624 , 0
Pleasant Valley Town , 107 , 154 , 0
Richmond Town Wards 1 - 3 , 545 , 730 , 8
Rush River Town , 121 , 178 , 0
St Joseph Town Wards 1 - 7 , 746 ," 1,435 ", 1
"Somerset Town Wards 1, 3 - 5 ", 614 ," 1,043 ", 1
Somerset Town Ward 2 , 76 , 142 , 0
Springfield Town , 198 , 280 , 1
Stanton Town Wards 1 & 2 , 227 , 307 , 0
Star Prairie Town Wards 1 - 5 , 646 ," 1,002 ", 1
Troy Town Wards 1 - 7 , 817 ," 1,782 ", 1
Warren Town Wards 1 & 2 , 254 , 613 , 1
Baldwin Village Wards 1 - 5 , 632 , 980 , 1
Deer Park Village , 54 , 75 , 0
Hammond Village Wards 1 & 2 , 439 , 523 , 0
North Hudson Village Wards 1 - 6 , 763 ," 1,373 ", 1
Roberts Village Wards 1 & 2 , 298 , 458 , 2
Somerset Village Wards 1 & 2 , 390 , 589 , 1
Star Prairie Village , 159 , 186 , 0
Spring Valley Village Ward 3 , 0 , 2 , 0
Wilson Village , 38 , 61 , 0
Woodville Village Wards 1 & 2 , 218 , 381 , 0
Glenwood City City Wards 1 & 2 , 254 , 340 , 0
Hudson City Wards 1 - 14 ," 2,472 "," 3,639 ", 5
New Richmond City Wards 1 - 6 , 800 , 801 , 0
New Richmond City Wards 7 - 13 , 834 , 992 , 1
River Falls City Wards 1 & 2 , 616 , 732 , 1
"","","","","","","","","","",g
o eg r,"",r e e sk,"","",o m fa,y nif ,"","","",ctenirta
Aurora Town Wards 1 - 3 , 281 , 245 , 0
Commonwealth Town Wards 1 - 3 , 115 , 131 , 0
Fence Town , 47 , 57 , 0
Fern Town , 52 , 67 , 0
Florence Town Wards 1 - 7 , 487 , 661 , 0
Homestead Town , 102 , 127 , 0
Long Lake Town , 54 , 60 , 0
Tipler Town , 41 , 70 , 0
Alvin Town Wards 1 & 2 , 62 , 49 , 0
Argonne Town Wards 1 & 2 , 158 , 109 , 0
Armstrong Creek Town , 156 , 98 , 0
Blackwell Town , 76 , 37 , 0
Caswell Town , 29 , 28 , 0
Crandon Town Wards 1 & 2 , 222 , 105 , 0
Freedom Town , 112 , 93 , 0
Hiles Town , 149 , 109 , 0
Laona Town Wards 1 - 3 , 382 , 290 , 0
Lincoln Town Wards 1 - 3 , 297 , 215 , 0
Nashville Town Ward 1 , 65 , 68 , 0
Nashville Town Ward 2 , 124 , 123 , 0
Nashville Town Ward 3 , 159 , 38 , 0
Nashville Town Ward 4 , 3 , 9 , 0
"","","",e,"","","",""
og r e ,"","",re ks ,om iff a yn,"","",acegirntt
Popple River Town , 29 , 15 , 0
Ross Town , 48 , 40 , 0
Wabeno Town Wards 1 - 5 , 304 , 221 , 0
Crandon City Wards 1 - 4 , 526 , 364 , 0
Ackley Town , 145 , 114 , 0
Ainsworth Town , 185 , 116 , 0
Antigo Town Wards 1 & 2 , 453 , 387 , 0
Elcho Town Wards 1 - 3 , 467 , 348 , 0
Evergreen Town , 171 , 140 , 0
Langlade Town Wards 1 & 2 , 153 , 128 , 0
Neva Town , 309 , 244 , 0
Norwood Town Wards 1 & 2 , 231 , 262 , 0
Parrish Town , 21 , 42 , 0
Peck Town , 107 , 90 , 0
Polar Town Wards 1 & 2 , 312 , 284 , 0
Price Town Wards 1 & 2 , 87 , 55 , 0
Rolling Town Wards 1 & 2 , 421 , 357 , 0
Summit Town , 61 , 29 , 0
Upham Town , 229 , 249 , 0
Vilas Town , 58 , 52 , 0
Wolf River Town Wards 1 & 2 , 290 , 212 , 0
White Lake Village , 89 , 68 , 0
"","","","","","","","",g
go er ,"","",re ks e,"",om iff an y ,"","",acenirtt
Antigo City Ward 1 , 247 , 186 , 0
Antigo City Ward 2 , 272 , 172 , 2
Antigo City Ward 3 , 262 , 165 , 0
Antigo City Ward 4 , 254 , 154 , 0
Antigo City Ward 5 , 243 , 152 , 1
Antigo City Ward 6 , 216 , 162 , 1
Antigo City Ward 7 , 268 , 222 , 3
Antigo City Ward 8 , 261 , 178 , 0
Antigo City Ward 9 , 267 , 198 , 0
Birch Town Wards 1 & 2 , 148 , 132 , 0
Bradley Town Wards 1 - 4 , 813 , 770 , 0
Corning Town , 264 , 190 , 0
Harding Town , 124 , 98 , 1
Harrison Town Wards 1 - 4 , 245 , 270 , 0
King Town , 323 , 242 , 0
Merrill Town Wards 1 - 5 , 946 , 664 , 0
Pine River Town Wards 1 - 3 , 592 , 447 , 1
Rock Falls Town Wards 1 & 2 , 169 , 178 , 0
Russell Town , 220 , 139 , 1
Schley Town Wards 1 & 2 , 284 , 184 , 0
Scott Town Wards 1 & 2 , 435 , 340 , 0
Skanawan Town , 133 , 90 , 0
"","","","","","","",ng
gottere ,resk e ,"",om,iffany,"","",irac
Somo Town , 45 , 23 , 0
Tomahawk Town Wards 1 & 2 , 143 , 90 , 0
Wilson Town , 100 , 82 , 0
Merrill City Ward 1 , 384 , 231 , 1
Merrill City Ward 2 , 382 , 265 , 0
Merrill City Ward 3 , 337 , 200 , 1
Merrill City Ward 4 , 327 , 242 , 0
Merrill City Ward 5 , 331 , 207 , 0
Merrill City Ward 6 , 405 , 232 , 1
Merrill City Ward 7 , 352 , 232 , 0
Merrill City Ward 8 , 330 , 227 , 0
Tomahawk City Wards 1 - 6 ," 1,046 ", 797 , 3
Elderon Town , 252 , 83 , 0
Halsey Town , 153 , 120 , 0
Hamburg Town , 261 , 189 , 0
Harrison Town , 90 , 103 , 0
Hewitt Town , 191 , 124 , 0
